,nrel_id,cooling,longitude,fuel,latitude,state,dischargefile
6,1310,4,-92.175,3,30.825,LA,516_916.tsv
8,1313,5,-90.125,3,29.925,LA,498_957.tsv
10,1314,5,-92.075,3,32.775,LA,555_918.tsv
11,1317,5,-93.775,3,32.525,LA,550_884.tsv
28,1339,6,-71.075,3,42.375,MA,747_1338.tsv
30,1342,5,-71.125,3,42.375,MA,747_1337.tsv
32,1349,5,-70.925,3,42.225,MA,744_1341.tsv
33,1350,5,-71.075,3,41.875,MA,737_1338.tsv
50,1375,4,-93.225,3,44.825,MN,796_895.tsv
51,1376,4,-93.125,3,44.925,MN,798_897.tsv
62,1387,5,-89.325,3,31.525,MS,530_973.tsv
66,1389,4,-94.475,3,39.125,MO,682_870.tsv
83,1411,5,-115.075,3,36.075,NV,621_458.tsv
87,1415,5,-119.525,3,39.575,NV,691_369.tsv
93,1427,5,-75.175,3,40.575,NJ,711_1256.tsv
94,1428,5,-74.075,3,40.825,NJ,716_1278.tsv
95,1432,5,-74.175,3,40.625,NJ,712_1276.tsv
109,1475,5,-78.025,3,35.375,NC,607_1199.tsv
111,1478,5,-77.975,3,34.275,NC,585_1200.tsv
113,1481,4,-80.375,3,35.725,NC,614_1152.tsv
115,1483,4,-79.675,3,36.475,NC,629_1166.tsv
134,1514,5,-97.175,3,35.525,OK,610_816.tsv
141,1521,5,-98.225,3,35.075,OK,601_795.tsv
143,1523,5,-80.025,3,40.475,PA,709_1159.tsv
144,1526,6,-77.175,3,39.875,PA,697_1216.tsv
157,1559,5,-71.375,3,41.825,RI,736_1332.tsv
158,1559,4,-71.375,3,41.825,RI,736_1332.tsv
161,1567,4,-81.925,3,33.425,SC,568_1121.tsv
171,1577,4,-82.975,3,36.375,TN,627_1100.tsv
174,1585,5,-97.375,3,27.775,TX,455_812.tsv
175,1587,5,-97.025,3,28.775,TX,475_819.tsv
178,1593,5,-106.425,3,31.975,TX,539_631.tsv
182,1596,5,-94.925,3,29.675,TX,493_861.tsv
184,1602,5,-95.525,3,29.925,TX,498_849.tsv
208,1653,4,-77.375,3,37.375,VA,647_1212.tsv
210,1655,4,-77.275,3,38.475,VA,669_1214.tsv
214,1657,5,-122.975,3,46.725,WA,834_300.tsv
221,1675,5,-118.425,3,34.225,CA,584_391.tsv
248,1713,5,-82.325,3,27.625,FL,452_1113.tsv
249,1714,5,-80.575,3,27.075,FL,441_1148.tsv
261,1722,5,-88.625,3,30.525,MS,510_987.tsv
264,1725,5,-72.475,3,42.175,MA,743_1310.tsv
275,1737,5,-104.875,3,40.225,CO,704_662.tsv
299,1763,5,-81.625,3,29.625,FL,492_1127.tsv
320,1786,5,-75.525,3,39.675,DE,693_1249.tsv
324,1792,5,-94.625,3,37.075,MO,641_867.tsv
325,1793,5,-81.875,3,27.775,FL,455_1122.tsv
326,1794,5,-73.075,3,40.825,NY,716_1298.tsv
327,1796,5,-119.675,3,45.875,OR,817_366.tsv
329,1799,5,-98.375,3,29.275,TX,485_792.tsv
330,1803,5,-121.425,3,38.525,CA,670_331.tsv
331,1804,5,-121.475,3,38.525,CA,670_330.tsv
339,1823,5,-98.325,3,34.525,OK,590_793.tsv
341,1826,5,-111.775,3,33.325,AZ,566_524.tsv
343,1828,5,-123.175,3,46.175,OR,823_296.tsv
350,1838,5,-77.425,3,37.525,VA,650_1211.tsv
351,1870,6,-70.525,3,44.525,ME,790_1349.tsv
352,1871,5,-104.975,3,39.675,CO,693_660.tsv
353,1874,5,-121.525,3,36.975,CA,639_329.tsv
355,1877,5,-75.525,3,39.725,NJ,694_1249.tsv
357,1880,5,-118.425,3,33.925,CA,578_391.tsv
358,1884,5,-121.125,3,36.225,CA,624_337.tsv
359,1886,5,-71.475,3,42.075,MA,741_1330.tsv
360,1887,5,-74.375,3,40.475,NJ,709_1272.tsv
361,1891,5,-121.975,3,37.975,CA,659_320.tsv
362,1892,5,-121.725,3,39.025,CA,680_325.tsv
368,1906,5,-96.575,3,28.675,TX,473_828.tsv
370,1909,5,-75.475,3,43.875,NY,777_1250.tsv
371,1910,5,-76.225,3,43.075,NY,761_1235.tsv
372,1911,5,-77.225,3,37.325,VA,646_1215.tsv
376,1924,5,-73.775,3,42.475,NY,749_1284.tsv
377,1925,5,-72.525,3,42.175,MA,743_1309.tsv
378,1926,5,-95.075,3,29.625,TX,492_858.tsv
380,1928,5,-84.175,3,43.575,MI,771_1076.tsv
381,1929,5,-75.125,3,39.925,NJ,698_1257.tsv
382,1930,5,-107.725,3,39.525,CO,690_605.tsv
383,1931,5,-93.725,3,30.075,TX,501_885.tsv
387,1940,5,-73.225,3,42.425,MA,748_1295.tsv
388,1941,5,-74.225,3,40.625,NJ,712_1275.tsv
389,1945,5,-95.025,3,29.675,TX,493_859.tsv
390,1946,5,-75.425,3,39.775,PA,695_1251.tsv
391,1947,5,-95.575,3,33.725,TX,574_848.tsv
392,1948,5,-97.725,3,30.275,TX,505_805.tsv
393,1951,5,-98.575,3,33.875,TX,577_788.tsv
394,1956,5,-90.375,3,29.925,LA,498_952.tsv
395,1957,5,-94.825,3,29.425,TX,488_863.tsv
398,1961,5,-118.225,3,33.825,CA,576_395.tsv
399,1968,5,-74.125,3,40.725,NJ,714_1277.tsv
404,1973,5,-73.775,3,43.225,NY,764_1284.tsv
405,1978,5,-93.275,3,30.225,LA,504_894.tsv
407,1980,5,-74.125,3,40.625,NJ,712_1277.tsv
408,1983,5,-77.675,3,36.475,NC,629_1206.tsv
409,1984,5,-97.625,3,35.425,OK,608_807.tsv
410,1985,5,-75.175,3,39.875,NJ,697_1256.tsv
411,1987,5,-94.075,3,30.075,TX,501_878.tsv
412,1989,5,-104.675,3,40.375,CO,707_666.tsv
413,1990,5,-104.825,3,40.075,CO,701_663.tsv
414,1996,5,-75.625,3,43.075,NY,761_1247.tsv
416,2000,5,-74.325,3,40.475,NJ,709_1273.tsv
418,2004,5,-95.075,3,29.775,TX,495_858.tsv
419,2007,5,-74.125,3,40.875,NJ,717_1277.tsv
420,2009,5,-81.975,3,27.625,FL,452_1120.tsv
421,2011,5,-92.325,3,38.925,MO,678_913.tsv
422,2012,5,-93.975,3,29.825,TX,496_880.tsv
425,2015,5,-76.075,3,43.075,NY,761_1238.tsv
426,2019,5,-91.175,3,30.275,LA,505_936.tsv
428,2021,5,-77.425,3,37.775,VA,655_1211.tsv
429,2024,5,-94.725,3,29.375,TX,487_865.tsv
430,2026,5,-95.375,3,28.975,TX,479_852.tsv
431,2030,5,-94.775,3,29.375,TX,487_864.tsv
432,2035,5,-101.425,3,32.275,TX,545_731.tsv
434,2039,5,-73.775,3,42.625,NY,752_1284.tsv
437,2044,5,-73.775,3,40.625,NY,712_1284.tsv
439,2048,5,-122.575,3,48.475,WA,869_308.tsv
440,2049,5,-115.025,3,36.025,NV,620_459.tsv
442,2053,5,-114.875,3,36.225,NV,624_462.tsv
443,2054,5,-114.925,3,36.325,NV,626_461.tsv
444,2055,5,-81.825,3,27.875,FL,457_1123.tsv
