,nrel_id,cooling,longitude,fuel,latitude,state,dischargefile
445,2056,5,-81.675,3,28.925,FL,478_1126.tsv
446,2057,5,-82.175,3,28.375,FL,467_1116.tsv
447,2059,5,-81.875,3,27.825,FL,456_1122.tsv
448,2062,5,-122.275,3,48.975,WA,879_314.tsv
449,2064,5,-122.675,3,48.825,WA,876_306.tsv
450,2066,5,-76.425,3,43.475,NY,769_1231.tsv
451,2070,5,-73.475,3,44.725,NY,794_1290.tsv
452,2071,5,-71.325,3,42.625,MA,752_1333.tsv
453,2072,5,-74.875,3,44.975,NY,799_1262.tsv
454,2073,5,-78.175,3,42.975,NY,759_1196.tsv
456,2076,5,-74.125,3,40.075,NJ,701_1277.tsv
457,2078,5,-81.825,3,28.075,FL,461_1123.tsv
458,2080,5,-95.375,3,28.925,TX,478_852.tsv
460,2082,5,-119.375,3,45.925,OR,818_372.tsv
461,2083,5,-75.225,3,40.025,PA,700_1255.tsv
462,2084,5,-71.525,3,42.175,MA,743_1329.tsv
463,2085,5,-97.425,3,32.425,TX,548_811.tsv
464,2086,5,-76.875,3,38.675,MD,673_1222.tsv
465,2087,5,-78.225,3,38.125,VA,662_1195.tsv
466,2088,5,-122.075,3,37.975,CA,659_318.tsv
467,2089,5,-73.925,3,40.675,NY,713_1281.tsv
468,2090,5,-86.475,3,43.975,MI,779_1030.tsv
469,2092,5,-92.925,3,44.825,MN,796_901.tsv
470,2093,5,-88.725,3,42.875,WI,757_985.tsv
471,2095,5,-71.125,3,41.825,MA,736_1337.tsv
472,2099,5,-83.625,3,32.475,GA,549_1087.tsv
473,2100,5,-72.675,3,42.025,MA,740_1306.tsv
474,2101,5,-73.125,3,41.175,CT,723_1297.tsv
475,2102,5,-81.575,3,35.075,SC,601_1128.tsv
476,2103,5,-95.125,3,29.725,TX,494_857.tsv
477,2104,6,-71.175,3,41.625,RI,732_1336.tsv
478,2107,5,-95.925,3,30.575,TX,511_841.tsv
479,2108,5,-89.925,3,34.325,MS,586_961.tsv
480,2110,5,-102.775,3,32.975,TX,559_704.tsv
481,2111,5,-68.725,3,44.825,ME,796_1385.tsv
482,2112,5,-91.875,3,34.225,AR,584_922.tsv
484,2114,6,-114.975,3,35.775,NV,615_460.tsv
485,2115,5,-71.975,3,42.025,MA,740_1320.tsv
486,2117,5,-122.175,3,38.025,CA,660_316.tsv
487,2118,5,-97.275,3,27.875,TX,457_814.tsv
488,2119,5,-85.975,3,42.825,MI,756_1040.tsv
489,2120,5,-83.125,3,42.275,MI,745_1097.tsv
490,2121,6,-97.075,3,32.425,TX,548_818.tsv
491,2122,5,-95.575,3,33.625,TX,572_848.tsv
492,2123,5,-98.375,3,26.175,TX,423_792.tsv
493,2127,5,-121.825,3,42.175,OR,743_323.tsv
494,2128,5,-93.725,3,30.025,TX,500_885.tsv
495,2133,5,-93.775,3,29.975,TX,499_884.tsv
496,2135,5,-98.225,3,26.325,TX,426_795.tsv
497,2136,5,-114.125,3,35.075,AZ,601_477.tsv
498,2138,5,-111.825,3,32.925,AZ,558_523.tsv
499,2139,5,-88.225,3,41.375,IL,727_995.tsv
500,2140,5,-97.875,3,29.525,TX,490_802.tsv
501,2142,6,-97.975,3,29.775,TX,495_800.tsv
502,2143,5,-95.925,3,36.025,OK,620_841.tsv
503,2145,6,-71.925,3,41.875,CT,737_1321.tsv
504,2147,5,-119.575,3,35.275,CA,605_368.tsv
505,2148,5,-97.925,3,29.525,TX,490_801.tsv
506,2149,5,-97.275,3,30.175,TX,503_814.tsv
507,2152,5,-97.325,3,31.825,TX,536_813.tsv
508,2153,5,-92.425,3,30.425,LA,508_911.tsv
509,2154,5,-114.575,3,34.825,AZ,596_468.tsv
510,2155,5,-94.275,3,38.775,MO,675_874.tsv
511,2156,5,-116.925,3,47.775,ID,855_421.tsv
512,2158,5,-119.575,3,35.225,CA,604_368.tsv
513,2159,5,-95.075,3,29.825,TX,496_858.tsv
514,2160,5,-90.275,3,41.725,IL,734_954.tsv
515,2166,5,-97.425,3,27.825,TX,456_811.tsv
516,2167,5,-103.625,3,40.225,CO,704_687.tsv
517,2168,6,-71.525,3,42.075,MA,741_1329.tsv
518,2169,5,-88.325,3,41.425,IL,728_993.tsv
519,2170,5,-121.875,3,38.075,CA,661_322.tsv
520,2171,5,-90.225,3,32.375,MS,547_955.tsv
521,2173,5,-89.875,3,33.025,MS,560_962.tsv
522,2174,5,-92.175,3,34.575,AR,591_916.tsv
523,2176,5,-96.675,3,32.325,TX,546_826.tsv
524,2178,5,-95.725,3,36.025,OK,620_845.tsv
525,2179,5,-96.125,3,31.875,TX,537_837.tsv
526,2187,5,-88.025,3,30.775,AL,515_999.tsv
527,2193,5,-87.475,3,41.725,IN,734_1010.tsv
528,2200,5,-87.025,3,34.625,AL,592_1019.tsv
529,2201,5,-70.375,3,43.675,ME,773_1352.tsv
530,2203,5,-95.175,3,29.725,TX,494_856.tsv
531,2207,5,-97.225,3,27.875,TX,457_815.tsv
532,2210,5,-75.325,3,39.875,PA,697_1253.tsv
533,2211,5,-119.325,3,45.925,OR,818_373.tsv
534,2212,5,-121.825,3,38.075,CA,661_323.tsv
535,2213,5,-88.825,3,39.225,IL,684_983.tsv
536,2214,5,-87.525,3,39.375,IN,687_1009.tsv
537,2220,5,-92.925,3,34.275,AR,585_901.tsv
538,2222,5,-97.575,3,35.275,OK,605_808.tsv
539,2223,5,-92.075,3,32.825,LA,556_918.tsv
540,2228,5,-98.175,3,26.325,TX,426_796.tsv
541,2229,5,-92.025,3,32.725,LA,554_919.tsv
542,2238,5,-71.575,3,42.025,RI,740_1328.tsv
543,2239,5,-71.625,3,42.075,RI,741_1327.tsv
544,2240,5,-87.975,3,30.975,AL,519_1000.tsv
546,2241,5,-81.925,3,27.625,FL,452_1121.tsv
563,2260,5,-97.625,3,30.225,TX,504_807.tsv
567,2264,5,-112.175,3,33.425,AZ,568_516.tsv
576,2272,5,-111.925,3,33.375,AZ,567_521.tsv
578,2273,5,-109.875,3,32.075,AZ,541_562.tsv
586,2305,5,-117.275,3,34.075,CA,581_414.tsv
587,2306,5,-118.275,3,34.125,CA,582_394.tsv
590,2308,5,-115.525,3,32.775,CA,555_449.tsv
593,2315,5,-104.925,3,39.825,CO,696_661.tsv
604,2328,5,-81.175,3,28.475,FL,469_1136.tsv
611,2340,4,-81.825,3,26.675,FL,433_1123.tsv
612,2341,5,-80.225,3,26.075,FL,421_1155.tsv
613,2344,5,-81.325,3,28.825,FL,476_1133.tsv
615,2345,5,-80.325,3,25.425,FL,408_1153.tsv
621,2353,5,-85.675,3,30.275,FL,505_1046.tsv
624,2359,5,-82.325,3,29.675,FL,493_1113.tsv
627,2363,5,-80.075,3,26.625,FL,432_1158.tsv
628,2364,5,-81.925,3,28.025,FL,460_1121.tsv
630,2365,5,-81.925,3,28.075,FL,461_1121.tsv
633,2367,5,-84.425,3,30.475,FL,509_1071.tsv
634,2368,4,-84.225,3,30.125,FL,502_1075.tsv
644,2384,4,-89.525,3,37.675,IL,653_969.tsv
667,2422,5,-85.975,3,40.075,IN,701_1040.tsv
672,2426,5,-78.875,3,35.075,NC,601_1182.tsv
680,2435,4,-93.275,3,45.025,MN,800_894.tsv
687,2442,5,-94.375,3,41.125,IA,722_872.tsv
704,2464,5,-85.875,3,38.175,KY,663_1042.tsv
713,72745,5,-71.475,3,42.875,NH,757_1330.tsv
714,72748,5,-76.375,3,40.375,PA,707_1232.tsv
715,72749,5,-97.725,3,32.325,TX,546_805.tsv
716,72752,6,-71.475,3,42.125,MA,742_1330.tsv
717,72767,5,-85.475,3,42.975,MI,759_1050.tsv
718,72775,5,-106.875,3,32.125,NM,542_622.tsv
719,72779,5,-121.925,3,37.425,CA,648_321.tsv
721,72783,5,-72.625,3,41.925,CT,738_1307.tsv
724,72820,5,-78.075,3,42.525,NY,750_1198.tsv
725,72826,5,-114.875,3,36.425,NV,628_462.tsv
727,72914,6,-114.975,3,36.425,NV,628_460.tsv
729,72931,5,-112.925,3,33.325,AZ,566_501.tsv
731,72951,6,-73.875,3,40.775,NY,715_1282.tsv
732,72955,6,-73.825,3,42.275,NY,745_1283.tsv
733,72973,5,-86.575,3,32.375,AL,547_1028.tsv
735,73051,5,-97.525,3,30.225,TX,504_809.tsv
736,73072,5,-94.825,3,29.775,TX,495_863.tsv
740,73155,5,-75.325,3,40.625,PA,712_1253.tsv
741,73184,6,-115.375,3,35.625,NV,612_452.tsv
744,73256,5,-114.675,3,33.625,CA,572_466.tsv
748,73311,5,-81.925,3,30.325,FL,506_1121.tsv
749,73318,5,-95.575,3,29.475,TX,489_848.tsv
755,73447,5,-78.125,3,38.975,VA,679_1197.tsv
757,73473,5,-88.325,3,33.575,MS,571_993.tsv
761,73503,5,-81.525,3,28.275,FL,465_1129.tsv
762,73511,5,-72.675,3,41.775,CT,735_1306.tsv
764,73532,5,-118.175,3,33.875,CA,577_396.tsv
765,73535,5,-75.625,3,43.975,NY,779_1247.tsv
766,73538,5,-91.075,3,30.225,LA,504_938.tsv
767,73583,5,-81.575,3,28.425,FL,468_1128.tsv
768,73618,5,-84.975,3,33.425,GA,568_1060.tsv
769,73622,6,-122.925,3,46.625,WA,832_301.tsv
771,73667,5,-89.225,3,33.375,MS,567_975.tsv
772,73669,5,-95.225,3,36.225,OK,624_855.tsv
773,73701,5,-85.875,3,42.725,MI,754_1042.tsv
781,73765,5,-80.975,3,33.875,SC,577_1140.tsv
784,73776,5,-88.275,3,44.275,WI,785_994.tsv
786,73844,5,-121.125,3,38.325,CA,666_337.tsv
787,73854,5,-86.275,3,42.325,MI,746_1034.tsv
789,73863,5,-119.725,3,45.875,OR,817_365.tsv
793,73939,5,-71.025,3,41.675,MA,733_1339.tsv
796,73961,5,-95.075,3,29.725,TX,494_858.tsv
798,73982,5,-76.275,3,39.775,PA,695_1234.tsv
802,74076,5,-81.975,3,40.075,OH,701_1120.tsv
804,74097,5,-84.925,3,34.675,GA,593_1061.tsv
807,74161,5,-94.675,3,32.425,TX,548_866.tsv
811,74185,5,-81.275,3,32.275,GA,545_1134.tsv
813,74208,5,-119.475,3,35.275,CA,605_370.tsv
814,74237,5,-122.475,3,48.775,WA,875_310.tsv
815,74293,5,-71.475,3,41.775,RI,735_1330.tsv
818,74307,5,-74.775,3,40.125,PA,702_1264.tsv
819,74339,5,-79.925,3,39.875,PA,697_1161.tsv
821,74365,5,-93.775,3,35.425,AR,608_884.tsv
822,74408,5,-70.925,3,42.275,MA,745_1341.tsv
823,74413,5,-96.475,3,32.775,TX,555_830.tsv
825,74428,5,-73.775,3,42.525,NY,750_1284.tsv
826,74466,5,-122.225,3,47.075,WA,841_315.tsv
827,74474,5,-83.125,3,41.325,OH,726_1097.tsv
829,74479,5,-120.125,3,36.575,CA,631_357.tsv
830,74486,6,-104.725,3,38.625,CO,672_665.tsv
831,74507,5,-86.525,3,32.325,AL,546_1029.tsv
833,74510,5,-85.075,3,32.625,AL,552_1058.tsv
835,74618,5,-115.275,3,42.975,ID,759_454.tsv
836,74630,5,-117.075,3,33.125,CA,562_418.tsv
837,74637,6,-120.825,3,45.825,WA,816_343.tsv
841,74698,5,-123.475,3,46.975,WA,839_290.tsv
842,74708,5,-93.525,3,41.575,IA,731_889.tsv
845,74800,5,-82.775,3,38.575,OH,671_1104.tsv
846,74816,5,-113.125,3,33.475,AZ,569_497.tsv
848,74825,5,-94.425,3,32.375,TX,547_871.tsv
854,74912,5,-117.325,3,34.575,CA,591_413.tsv
855,74931,5,-85.875,3,32.975,AL,559_1042.tsv
860,74993,5,-92.875,3,34.375,AR,587_902.tsv
863,75016,4,-76.075,3,41.225,PA,724_1238.tsv
864,75023,5,-94.375,3,44.925,MN,798_872.tsv
865,75024,5,-94.325,3,44.875,MN,797_873.tsv
867,75064,5,-78.475,3,42.075,NY,741_1190.tsv
868,75065,5,-76.475,3,43.475,NY,769_1230.tsv
870,75069,5,-78.925,3,42.975,NY,759_1181.tsv
872,75088,5,-117.175,3,33.725,CA,574_416.tsv
873,75123,5,-101.775,3,33.575,TX,571_724.tsv
876,75131,5,-97.975,3,33.125,TX,562_800.tsv
877,75132,5,-84.475,3,33.825,GA,576_1070.tsv
878,75143,5,-84.375,3,42.275,MI,745_1072.tsv
880,75155,5,-81.125,3,32.325,SC,546_1137.tsv
882,75164,5,-121.925,3,37.375,CA,647_321.tsv
883,75179,5,-82.825,3,34.375,SC,587_1103.tsv
889,75260,5,-74.275,3,40.675,NJ,713_1274.tsv
891,75304,5,-95.925,3,34.725,OK,594_841.tsv
892,75325,5,-119.575,3,36.575,CA,631_368.tsv
895,75393,5,-89.475,3,35.575,TN,611_970.tsv
897,75441,5,-115.125,3,36.225,NV,624_457.tsv
899,75507,5,-86.725,3,32.375,AL,547_1025.tsv
900,75538,5,-78.725,3,43.175,NY,763_1185.tsv
901,75568,5,-121.975,3,37.425,CA,648_320.tsv
902,75585,5,-71.375,3,42.625,MA,752_1332.tsv
903,75599,5,-75.075,3,40.825,PA,716_1258.tsv
904,75616,5,-107.775,3,32.275,NM,545_604.tsv
907,75666,5,-118.325,3,34.225,CA,584_393.tsv
908,75668,5,-89.175,3,34.825,MS,596_976.tsv
915,75818,5,-112.875,3,33.325,AZ,566_502.tsv
917,75820,5,-121.725,3,37.225,CA,644_325.tsv
918,75856,5,-73.125,3,41.225,CT,724_1297.tsv
922,75890,5,-122.975,3,46.125,WA,822_300.tsv
923,75909,6,-114.925,3,36.375,NV,627_461.tsv
924,75937,5,-117.725,3,35.025,CA,600_405.tsv
926,75977,5,-87.075,3,34.675,AL,593_1018.tsv
930,76096,5,-117.125,3,32.675,CA,553_417.tsv
931,76097,5,-117.175,3,32.675,CA,553_416.tsv
932,76098,5,-117.125,3,32.625,CA,552_417.tsv
936,76160,5,-70.825,3,43.125,NH,762_1343.tsv
937,76169,5,-93.725,3,30.275,TX,505_885.tsv
942,76240,5,-95.675,3,36.425,OK,628_846.tsv
944,76252,5,-118.125,3,33.925,CA,578_397.tsv
945,76269,5,-119.075,3,34.175,CA,583_378.tsv
946,76270,5,-117.675,3,33.975,CA,579_406.tsv
947,76302,5,-102.325,3,31.825,TX,536_713.tsv
949,76321,5,-87.975,3,31.275,AL,525_1000.tsv
950,76339,5,-75.925,3,40.375,PA,707_1241.tsv
951,76368,5,-81.825,3,28.025,FL,460_1123.tsv
952,76374,5,-116.975,3,32.575,CA,551_420.tsv
953,76389,5,-78.875,3,43.025,NY,760_1182.tsv
954,76418,5,-84.825,3,39.075,IN,681_1063.tsv
955,76420,5,-81.725,3,39.575,OH,691_1125.tsv
959,76451,5,-112.675,3,32.975,AZ,559_506.tsv
960,76489,5,-118.825,3,34.975,CA,599_383.tsv
961,76499,5,-71.425,3,41.875,RI,737_1331.tsv
970,76642,5,-91.225,3,30.325,LA,506_935.tsv
973,76664,5,-97.025,3,36.675,OK,633_819.tsv
974,76675,5,-93.875,3,29.875,TX,497_882.tsv
977,76702,5,-87.175,3,41.625,IN,732_1016.tsv
983,76798,5,-93.325,3,30.175,LA,503_893.tsv
987,76838,5,-74.375,3,40.425,NJ,708_1272.tsv
988,76841,5,-97.225,3,35.675,OK,613_815.tsv
989,76842,4,-122.325,3,40.525,CA,710_313.tsv
990,76847,5,-112.825,3,33.325,AZ,566_503.tsv
991,76857,6,-89.425,3,33.275,MS,565_971.tsv
992,76885,5,-79.925,3,34.825,NC,596_1161.tsv
997,76912,5,-122.725,3,45.625,WA,812_305.tsv
999,76922,5,-89.025,3,42.575,WI,751_979.tsv
1000,76973,5,-104.625,3,40.075,CO,701_667.tsv
1001,76989,5,-114.675,3,32.725,AZ,554_466.tsv
1002,76997,5,-76.525,3,40.025,PA,700_1229.tsv
1007,77045,5,-121.025,3,37.625,CA,652_339.tsv
1009,77057,5,-97.925,3,33.075,TX,561_801.tsv
1013,77105,5,-90.575,3,34.175,MS,583_948.tsv
1022,77269,5,-81.675,3,39.575,OH,691_1126.tsv
1023,77295,5,-85.025,3,33.375,GA,567_1059.tsv
1024,77296,5,-85.075,3,33.325,GA,566_1058.tsv
1031,77489,5,-92.525,3,33.325,AR,566_909.tsv
1035,77569,5,-73.575,3,40.725,NY,714_1288.tsv
1037,77580,5,-121.525,3,37.675,CA,653_329.tsv
1039,77622,5,-81.825,3,27.725,FL,454_1123.tsv
1041,77648,5,-88.175,3,30.475,AL,509_996.tsv
1042,77670,5,-78.425,3,37.725,VA,654_1191.tsv
1043,77674,5,-94.175,3,32.125,TX,542_876.tsv
1044,77675,5,-86.775,3,32.325,AL,546_1024.tsv
1046,77709,5,-90.425,3,29.975,LA,499_951.tsv
1053,77879,5,-90.175,3,36.575,MO,631_956.tsv
1054,77934,5,-90.025,3,34.975,MS,599_959.tsv
1058,78044,6,-114.925,3,36.425,NV,628_461.tsv
1059,78045,5,-78.075,3,42.625,NY,752_1198.tsv
1061,78060,5,-97.525,3,25.875,TX,417_809.tsv
1066,78177,5,-87.125,3,30.575,FL,511_1017.tsv
1068,78220,4,-97.125,3,28.875,TX,477_817.tsv
1069,78230,5,-96.575,3,40.875,NE,717_828.tsv
1072,78306,5,-113.625,3,42.575,ID,751_487.tsv
1073,78314,5,-80.525,3,35.775,NC,615_1149.tsv
1074,385508,5,-79.775,3,40.575,PA,711_1164.tsv
1075,385530,5,-121.525,3,38.425,CA,668_329.tsv
1078,404924,5,-73.775,3,42.575,NY,751_1284.tsv
1079,405319,5,-122.075,3,37.625,CA,652_318.tsv
1080,587518,5,-93.325,3,44.325,MN,786_893.tsv
1081,587560,5,-121.975,3,37.375,CA,647_320.tsv
1082,587567,5,-118.175,3,33.975,CA,579_396.tsv
1083,587571,5,-123.125,3,46.175,OR,823_297.tsv
1084,587613,5,-96.825,3,40.325,NE,706_823.tsv
1085,587650,5,-93.325,3,43.125,IA,762_893.tsv
1086,587651,5,-89.625,3,41.825,IL,736_967.tsv
1087,587704,5,-120.925,3,37.475,CA,649_341.tsv
1089,587756,5,-73.725,3,42.675,NY,753_1285.tsv
1090,587788,5,-95.425,3,28.975,TX,479_851.tsv
1091,587800,5,-89.425,3,43.075,WI,761_971.tsv
1092,587835,5,-117.625,3,33.875,CA,577_407.tsv
1093,587898,5,-94.725,3,29.325,TX,486_865.tsv
1094,587938,5,-88.175,3,44.325,WI,786_996.tsv
1097,587994,5,-108.225,3,36.675,NM,633_595.tsv
1098,587996,5,-89.725,3,35.875,AR,617_965.tsv
1099,588007,5,-81.175,3,32.425,GA,548_1136.tsv
1101,588012,5,-111.725,3,40.075,UT,701_525.tsv
1104,588110,5,-78.325,3,37.725,VA,654_1193.tsv
1106,588165,5,-72.625,3,41.575,CT,731_1307.tsv
1108,593927,5,-80.825,3,41.925,OH,738_1143.tsv
1110,606380,6,-111.875,3,39.825,UT,696_522.tsv
1111,606975,5,-86.525,3,31.375,AL,527_1029.tsv
1112,607160,5,-117.125,3,33.125,CA,562_417.tsv
1118,613326,5,-94.025,3,44.175,MN,783_879.tsv
1121,626314,5,-73.475,3,40.725,NY,714_1290.tsv
1122,632007,5,-111.775,3,40.325,UT,706_524.tsv
1123,632045,5,-73.375,3,40.725,NY,714_1292.tsv
1124,632047,5,-72.925,3,40.825,NY,716_1301.tsv
1125,632209,5,-121.375,3,38.775,CA,675_332.tsv
1128,732864,5,-119.525,3,36.675,CA,633_369.tsv
1129,732898,5,-80.375,3,26.675,FL,433_1152.tsv
1133,748853,5,-80.375,3,27.375,FL,447_1152.tsv
1138,841085,5,-102.275,3,31.825,TX,536_714.tsv
1139,849342,5,-96.075,3,29.225,TX,484_838.tsv
1141,856045,5,-122.175,3,39.375,CA,687_316.tsv
1142,871146,5,-100.925,3,32.725,TX,554_741.tsv
1145,875399,5,-90.175,3,38.625,MO,672_956.tsv
1146,883352,6,-103.325,3,32.775,NM,555_693.tsv
1148,884383,5,-121.775,3,38.075,CA,661_324.tsv
1150,891963,5,-121.525,3,38.075,CA,661_329.tsv
1154,922140,5,-96.675,3,44.425,SD,788_826.tsv
1155,1123030,5,-97.325,3,31.125,TX,522_813.tsv
1156,1124417,5,-75.225,3,39.875,NJ,697_1255.tsv
1158,1133698,5,-96.525,3,33.775,TX,575_829.tsv
1163,1168279,5,-116.975,3,43.925,ID,778_420.tsv
1167,1196724,5,-104.525,3,38.325,CO,666_669.tsv
1170,1502940,5,-74.125,3,40.675,NJ,713_1277.tsv
1171,1503622,5,-74.425,3,40.475,NJ,709_1271.tsv
1172,1573104,5,-104.725,3,41.125,WY,722_665.tsv
1176,1648419,5,-75.425,3,39.075,DE,681_1251.tsv
1180,1995460,5,-84.525,3,42.675,MI,753_1069.tsv
