cartodb_id,the_geom,name,id,symbolfld,nrel_id,cooling,nameplate,longitude,fuel,latitude,lakeocean,pca,state
416,0101000020E61000000000000000F852C00000000000704440,1998,363,Default Symbol,1998,2,94,-75.875,2,40.875,1,p122,PA
417,0101000020E6100000CDCCCCCCCC9452C0CDCCCCCCCC3C4440,2000,364,Default Symbol,2000,5,139.8,-74.325,3,40.475,1,p126,NJ
418,0101000020E61000009A99999999E153C00000000000104140,2002,365,Default Symbol,2002,2,79.1,-79.525,1,34.125,0,p96,SC
419,0101000020E6100000CDCCCCCCCCC457C06666666666C63D40,2004,366,Default Symbol,2004,5,643.6,-95.075,3,29.775,0,p67,TX
420,0101000020E610000000000000008852C00000000000704440,2007,367,Default Symbol,2007,5,83,-74.125,3,40.875,0,p126,NJ
421,0101000020E610000066666666667E54C00000000000A03B40,2009,368,Default Symbol,2009,5,258,-81.975,3,27.625,1,p101,FL
422,0101000020E6100000CDCCCCCCCC1457C06666666666764340,2011,369,Default Symbol,2011,5,87.6,-92.325,3,38.925,1,p72,MO
423,0101000020E610000066666666667E57C03333333333D33D40,2012,370,Default Symbol,2012,5,150.5,-93.975,3,29.825,1,p66,TX
424,0101000020E61000009A99999999F153C0CDCCCCCCCC9C4440,2013,371,Default Symbol,2013,2,94.7,-79.775,2,41.225,0,p122,PA
425,0101000020E61000009A999999992154C06666666666063B40,2014,372,Default Symbol,2014,2,395.4,-80.525,2,27.025,1,p102,FL
426,0101000020E6100000CDCCCCCCCC0453C09A99999999894540,2015,373,Default Symbol,2015,5,122.6,-76.075,3,43.075,1,p127,NY
427,0101000020E61000003333333333CB56C06666666666463E40,2019,374,Default Symbol,2019,5,794.5,-91.175,3,30.275,0,p58,LA
428,0101000020E61000009A99999999A153C00000000000504240,2020,375,Default Symbol,2020,2,139.8,-78.525,2,36.625,1,p99,VA
429,0101000020E610000033333333335B53C03333333333E34240,2021,376,Default Symbol,2021,5,752,-77.425,3,37.775,0,p99,VA
430,0101000020E61000006666666666AE57C00000000000603D40,2024,377,Default Symbol,2024,5,450,-94.725,3,29.375,1,p67,TX
431,0101000020E61000000000000000D857C09A99999999F93C40,2026,378,Default Symbol,2026,5,886.6,-95.375,3,28.975,0,p67,TX
432,0101000020E61000009A99999999B157C00000000000603D40,2030,379,Default Symbol,2030,5,191.1,-94.775,3,29.375,1,p67,TX
433,0101000020E610000033333333335B59C03333333333234040,2035,380,Default Symbol,2035,5,230,-101.425,3,32.275,1,p60,TX
434,0101000020E61000009A99999999E152C09A99999999C94340,2036,381,Default Symbol,2036,1,75,-75.525,5,39.575,0,p125,DE
435,0101000020E61000009A999999997152C00000000000504540,2039,382,Default Symbol,2039,5,96.9,-73.775,3,42.625,0,p127,NY
436,0101000020E610000000000000006853C06666666666364240,2040,383,Default Symbol,2040,2,182.3,-77.625,2,36.425,0,p98,NC
437,0101000020E610000033333333335B53C0CDCCCCCCCCBC4240,2041,384,Default Symbol,2041,2,229.6,-77.425,2,37.475,0,p99,VA
438,0101000020E61000009A999999997152C00000000000504440,2044,385,Default Symbol,2044,5,121.2,-73.775,3,40.625,1,p127,NY
439,0101000020E6100000CDCCCCCCCC545EC06666666666F64240,2046,386,Default Symbol,2046,1,63,-121.325,1,37.925,0,p9,CA
440,0101000020E6100000CDCCCCCCCCA45EC0CDCCCCCCCC3C4840,2048,387,Default Symbol,2048,5,166.8,-122.575,3,48.475,1,p1,WA
441,0101000020E61000009A99999999C15CC03333333333034240,2049,388,Default Symbol,2049,5,127.2,-115.025,3,36.025,1,p13,NV
442,0101000020E61000009A999999995153C0CDCCCCCCCC1C4340,2050,389,Default Symbol,2050,2,258.3,-77.275,2,38.225,0,p99,VA
443,0101000020E61000000000000000B85CC0CDCCCCCCCC1C4240,2053,390,Default Symbol,2053,5,96.3,-114.875,3,36.225,1,p13,NV
444,0101000020E61000003333333333BB5CC09A99999999294240,2054,391,Default Symbol,2054,5,96.3,-114.925,3,36.325,1,p13,NV
445,0101000020E6100000CDCCCCCCCC7454C00000000000E03B40,2055,392,Default Symbol,2055,5,136.6,-81.825,3,27.875,1,p101,FL
446,0101000020E610000033333333336B54C0CDCCCCCCCCEC3C40,2056,393,Default Symbol,2056,5,157.7,-81.675,3,28.925,1,p101,FL
447,0101000020E610000033333333338B54C00000000000603C40,2057,394,Default Symbol,2057,5,141.3,-82.175,3,28.375,1,p101,FL
448,0101000020E610000000000000007854C03333333333D33B40,2059,395,Default Symbol,2059,5,131.5,-81.875,3,27.825,1,p101,FL
449,0101000020E61000009A99999999915EC0CDCCCCCCCC7C4840,2062,396,Default Symbol,2062,5,125.5,-122.275,3,48.975,0,p1,WA
450,0101000020E61000003333333333AB5EC09A99999999694840,2064,397,Default Symbol,2064,5,285.5,-122.675,3,48.825,1,p1,WA
451,0101000020E610000033333333331B53C0CDCCCCCCCCBC4540,2066,398,Default Symbol,2066,5,1086.1,-76.425,3,43.475,1,p127,NY
452,0101000020E610000066666666665E52C0CDCCCCCCCC5C4640,2070,399,Default Symbol,2070,5,285.6,-73.475,3,44.725,1,p127,NY
453,0101000020E6100000CDCCCCCCCCD451C00000000000504540,2071,400,Default Symbol,2071,5,85,-71.325,3,42.625,0,p131,MA
454,0101000020E61000000000000000B852C0CDCCCCCCCC7C4640,2072,401,Default Symbol,2072,5,102.1,-74.875,3,44.975,0,p127,NY
455,0101000020E610000033333333338B53C0CDCCCCCCCC7C4540,2073,402,Default Symbol,2073,5,66.2,-78.175,3,42.975,1,p127,NY
456,0101000020E61000009A99999999C15DC09A99999999C94140,2074,403,Default Symbol,2074,2,80,-119.025,1,35.575,1,p10,CA
457,0101000020E610000000000000008852C09A99999999094440,2076,404,Default Symbol,2076,5,238.5,-74.125,3,40.075,0,p126,NJ
458,0101000020E6100000CDCCCCCCCC7454C03333333333133C40,2078,405,Default Symbol,2078,5,173.5,-81.825,3,28.075,1,p101,FL
459,0101000020E61000000000000000D857C0CDCCCCCCCCEC3C40,2080,406,Default Symbol,2080,5,497.9,-95.375,3,28.925,0,p67,TX
460,0101000020E6100000CDCCCCCCCC6453C00000000000304240,2081,407,Default Symbol,2081,2,57.8,-77.575,2,36.375,0,p98,NC
461,0101000020E61000000000000000D85DC06666666666F64640,2082,408,Default Symbol,2082,5,621.2,-119.375,3,45.925,0,p5,OR
462,0101000020E61000006666666666CE52C03333333333034440,2083,409,Default Symbol,2083,5,192.6,-75.225,3,40.025,0,p122,PA
463,0101000020E61000009A99999999E151C06666666666164540,2084,410,Default Symbol,2084,5,178,-71.525,3,42.175,1,p131,MA
464,0101000020E610000033333333335B58C06666666666364040,2085,411,Default Symbol,2085,5,282.6,-97.425,3,32.425,1,p63,TX
465,0101000020E610000000000000003853C06666666666564340,2086,412,Default Symbol,2086,5,288.8,-76.875,3,38.675,1,p123,MD
466,0101000020E610000066666666668E53C00000000000104340,2087,413,Default Symbol,2087,5,300.4,-78.225,3,38.125,1,p99,VA
467,0101000020E6100000CDCCCCCCCC845EC0CDCCCCCCCCFC4240,2088,414,Default Symbol,2088,5,100,-122.075,3,37.975,1,p9,CA
468,0101000020E610000033333333337B52C06666666666564440,2089,415,Default Symbol,2089,5,322,-73.925,3,40.675,1,p127,NY
469,0101000020E610000066666666669E55C0CDCCCCCCCCFC4540,2090,416,Default Symbol,2090,5,154.1,-86.475,3,43.975,0,p103,MI
470,0101000020E610000033333333333B57C09A99999999694640,2092,417,Default Symbol,2092,5,283.5,-92.925,3,44.825,1,p43,MN
471,0101000020E610000066666666662E56C00000000000704540,2093,418,Default Symbol,2093,5,283.5,-88.725,3,42.875,0,p79,WI
472,0101000020E61000000000000000C851C09A99999999E94440,2095,419,Default Symbol,2095,5,200,-71.125,3,41.825,0,p131,MA
473,0101000020E61000000000000000E854C0CDCCCCCCCC3C4040,2099,420,Default Symbol,2099,5,323,-83.625,3,32.475,1,p94,GA
474,0101000020E610000033333333332B52C03333333333034540,2100,421,Default Symbol,2100,5,289,-72.675,3,42.025,1,p131,MA
475,0101000020E610000000000000004852C06666666666964440,2101,422,Default Symbol,2101,5,520,-73.125,3,41.175,1,p132,CT
476,0101000020E6100000CDCCCCCCCC6454C09A99999999894140,2102,423,Default Symbol,2102,5,101.2,-81.575,3,35.075,0,p95,SC
477,0101000020E61000000000000000C857C09A99999999B93D40,2103,424,Default Symbol,2103,5,815,-95.125,3,29.725,0,p67,TX
478,0101000020E61000003333333333CB51C00000000000D04440,2104,425,Default Symbol,2104,6,272.5,-71.175,3,41.625,0,p133,RI
479,0101000020E61000003333333333FB57C03333333333933E40,2107,426,Default Symbol,2107,5,939.7,-95.925,3,30.575,1,p64,TX
480,0101000020E610000033333333337B56C09A99999999294140,2108,427,Default Symbol,2108,5,891,-89.925,3,34.325,0,p87,MS
481,0101000020E61000009A99999999B159C0CDCCCCCCCC7C4040,2110,428,Default Symbol,2110,5,521,-102.775,3,32.975,1,p48,TX
482,0101000020E610000066666666662E51C09A99999999694640,2111,429,Default Symbol,2111,5,550.2,-68.725,3,44.825,0,p134,ME
483,0101000020E61000000000000000F856C0CDCCCCCCCC1C4140,2112,430,Default Symbol,2112,5,236,-91.875,3,34.225,0,p85,AR
484,0101000020E61000009A999999995156C00000000000B04040,2113,431,Default Symbol,2113,2,513.7,-89.275,2,33.375,1,p88,MS
485,0101000020E61000006666666666BE5CC03333333333E34140,2114,432,Default Symbol,2114,6,536,-114.975,3,35.775,0,p13,NV
486,0101000020E61000006666666666FE51C03333333333034540,2115,433,Default Symbol,2115,5,360,-71.975,3,42.025,0,p131,MA
487,0101000020E610000033333333338B5EC03333333333034340,2117,434,Default Symbol,2117,5,247.4,-122.175,3,38.025,1,p9,CA
488,0101000020E61000009A999999995158C00000000000E03B40,2118,435,Default Symbol,2118,5,432,-97.275,3,27.875,1,p65,TX
489,0101000020E610000066666666667E55C09A99999999694540,2119,436,Default Symbol,2119,5,590.7,-85.975,3,42.825,1,p103,MI
490,0101000020E61000000000000000C854C03333333333234540,2120,437,Default Symbol,2120,5,590,-83.125,3,42.275,0,p103,MI
491,0101000020E6100000CDCCCCCCCC4458C06666666666364040,2121,438,Default Symbol,2121,6,1734,-97.075,3,32.425,0,p63,TX
492,0101000020E6100000CDCCCCCCCCE457C00000000000D04040,2122,439,Default Symbol,2122,5,1090.8,-95.575,3,33.625,1,p63,TX
493,0101000020E610000000000000009858C0CDCCCCCCCC2C3A40,2123,440,Default Symbol,2123,5,529,-98.375,3,26.175,0,p65,TX
494,0101000020E6100000CDCCCCCCCC745EC06666666666164540,2127,441,Default Symbol,2127,5,531.5,-121.825,3,42.175,0,p6,OR
495,0101000020E610000066666666666E57C06666666666063E40,2128,442,Default Symbol,2128,5,101.4,-93.725,3,30.025,0,p66,TX
496,0101000020E61000009A999999997157C09A99999999F93D40,2133,443,Default Symbol,2133,5,505,-93.775,3,29.975,0,p66,TX
497,0101000020E610000066666666668E58C03333333333533A40,2135,444,Default Symbol,2135,5,801,-98.225,3,26.325,1,p65,TX
498,0101000020E61000000000000000885CC09A99999999894140,2136,445,Default Symbol,2136,5,654.4,-114.125,3,35.075,1,p27,AZ
499,0101000020E6100000CDCCCCCCCCF45BC06666666666764040,2138,446,Default Symbol,2138,5,646.1,-111.825,3,32.925,1,p28,AZ
500,0101000020E610000066666666660E56C00000000000B04440,2139,447,Default Symbol,2139,5,1256,-88.225,3,41.375,0,p80,IL
501,0101000020E610000000000000007858C06666666666863D40,2140,448,Default Symbol,2140,5,898.2,-97.875,3,29.525,0,p64,TX
502,0101000020E610000066666666667E58C06666666666C63D40,2142,449,Default Symbol,2142,6,989,-97.975,3,29.775,0,p64,TX
503,0101000020E61000003333333333FB57C03333333333034240,2143,450,Default Symbol,2143,5,903.9,-95.925,3,36.025,0,p51,OK
504,0101000020E61000003333333333FB51C00000000000F04440,2145,451,Default Symbol,2145,6,840,-71.925,3,41.875,0,p132,CT
505,0101000020E6100000CDCCCCCCCCE45DC03333333333A34140,2147,452,Default Symbol,2147,5,1200,-119.575,3,35.275,1,p10,CA
506,0101000020E610000033333333337B58C06666666666863D40,2148,453,Default Symbol,2148,5,1142.2,-97.925,3,29.525,0,p64,TX
507,0101000020E61000009A999999995158C0CDCCCCCCCC2C3E40,2149,454,Default Symbol,2149,5,595,-97.275,3,30.175,1,p64,TX
508,0101000020E6100000CDCCCCCCCC5458C03333333333D33F40,2152,455,Default Symbol,2152,5,807,-97.325,3,31.825,0,p63,TX
509,0101000020E610000033333333331B57C0CDCCCCCCCC6C3E40,2153,456,Default Symbol,2153,5,1376,-92.425,3,30.425,1,p58,LA
510,0101000020E6100000CDCCCCCCCCA45CC09A99999999694140,2154,457,Default Symbol,2154,5,708,-114.575,3,34.825,0,p27,AZ
511,0101000020E61000009A999999999157C03333333333634340,2155,458,Default Symbol,2155,5,677,-94.275,3,38.775,1,p54,MO
512,0101000020E610000033333333333B5DC03333333333E34740,2156,459,Default Symbol,2156,5,301.5,-116.925,3,47.775,1,p14,ID
513,0101000020E6100000CDCCCCCCCCE45DC0CDCCCCCCCC9C4140,2158,460,Default Symbol,2158,5,605.4,-119.575,3,35.225,1,p10,CA
514,0101000020E6100000CDCCCCCCCCC457C03333333333D33D40,2159,461,Default Symbol,2159,5,918.3,-95.075,3,29.825,0,p67,TX
515,0101000020E61000009A999999999156C0CDCCCCCCCCDC4440,2160,462,Default Symbol,2160,5,611.2,-90.275,3,41.725,1,p81,IL
516,0101000020E610000033333333335B58C03333333333D33B40,2166,463,Default Symbol,2166,5,575.5,-97.425,3,27.825,1,p65,TX
517,0101000020E61000000000000000E859C0CDCCCCCCCC1C4440,2167,464,Default Symbol,2167,5,299.6,-103.625,3,40.225,1,p33,CO
518,0101000020E61000009A99999999E151C09A99999999094540,2168,465,Default Symbol,2168,6,578,-71.525,3,42.075,0,p131,MA
519,0101000020E6100000CDCCCCCCCC1456C06666666666B64440,2169,466,Default Symbol,2169,5,179,-88.325,3,41.425,1,p80,IL
520,0101000020E61000000000000000785EC09A99999999094340,2170,467,Default Symbol,2170,5,678.3,-121.875,3,38.075,1,p9,CA
521,0101000020E610000066666666668E56C00000000000304040,2171,468,Default Symbol,2171,5,502,-90.225,3,32.375,1,p87,MS
522,0101000020E610000000000000007856C03333333333834040,2173,469,Default Symbol,2173,5,500,-89.875,3,33.025,0,p87,MS
523,0101000020E610000033333333330B57C09A99999999494140,2174,470,Default Symbol,2174,5,599.5,-92.175,3,34.575,0,p85,AR
524,0101000020E610000033333333332B58C09A99999999294040,2176,471,Default Symbol,2176,5,418,-96.675,3,32.325,1,p63,TX
525,0101000020E61000006666666666EE57C03333333333034240,2178,472,Default Symbol,2178,5,1214,-95.725,3,36.025,1,p51,OK
526,0101000020E610000000000000000858C00000000000E03F40,2179,473,Default Symbol,2179,5,1036,-96.125,3,31.875,1,p63,TX
527,0101000020E61000009A999999990156C06666666666C63E40,2187,474,Default Symbol,2187,5,280,-88.025,3,30.775,0,p90,AL
528,0101000020E61000006666666666DE55C0CDCCCCCCCCDC4440,2193,475,Default Symbol,2193,5,576.8,-87.475,3,41.725,1,p105,IN
529,0101000020E61000009A99999999C155C00000000000504140,2200,476,Default Symbol,2200,5,711,-87.025,3,34.625,0,p89,AL
530,0101000020E610000000000000009851C06666666666D64540,2201,477,Default Symbol,2201,5,563.9,-70.375,3,43.675,1,p134,ME
531,0101000020E61000003333333333CB57C09A99999999B93D40,2203,478,Default Symbol,2203,5,990,-95.175,3,29.725,0,p67,TX
532,0101000020E610000066666666664E58C00000000000E03B40,2207,479,Default Symbol,2207,5,548.2,-97.225,3,27.875,1,p65,TX
533,0101000020E6100000CDCCCCCCCCD452C00000000000F04340,2210,480,Default Symbol,2210,5,614,-75.325,3,39.875,0,p122,PA
534,0101000020E6100000CDCCCCCCCCD45DC06666666666F64640,2211,481,Default Symbol,2211,5,689.4,-119.325,3,45.925,0,p5,OR
535,0101000020E6100000CDCCCCCCCC745EC09A99999999094340,2212,482,Default Symbol,2212,5,943.5,-121.825,3,38.075,1,p9,CA
536,0101000020E6100000CDCCCCCCCC3456C0CDCCCCCCCC9C4340,2213,483,Default Symbol,2213,5,702.1,-88.825,3,39.225,0,p83,IL
537,0101000020E61000009A99999999E155C00000000000B04340,2214,484,Default Symbol,2214,5,555.3,-87.525,3,39.375,0,p105,IN
538,0101000020E610000033333333333B57C03333333333234140,2220,485,Default Symbol,2220,5,714.8,-92.925,3,34.275,0,p85,AR
539,0101000020E6100000CDCCCCCCCC6458C03333333333A34140,2222,486,Default Symbol,2222,5,468.5,-97.575,3,35.275,0,p50,OK
540,0101000020E6100000CDCCCCCCCC0457C09A99999999694040,2223,487,Default Symbol,2223,5,903.9,-92.075,3,32.825,0,p86,LA
541,0101000020E610000033333333338B58C03333333333533A40,2228,488,Default Symbol,2228,5,551.3,-98.175,3,26.325,1,p65,TX
542,0101000020E61000009A999999990157C0CDCCCCCCCC5C4040,2229,489,Default Symbol,2229,5,658,-92.025,3,32.725,0,p86,LA
543,0101000020E6100000CDCCCCCCCCE451C03333333333034540,2238,490,Default Symbol,2238,5,254.2,-71.575,3,42.025,0,p133,RI
544,0101000020E61000000000000000E851C09A99999999094540,2239,491,Default Symbol,2239,5,254.2,-71.625,3,42.075,0,p133,RI
545,0101000020E61000006666666666FE55C09A99999999F93E40,2240,47,Default Symbol,2240,5,1070.8,-87.975,3,30.975,0,p90,AL
546,0101000020E61000006666666666FE55C09A99999999F93E40,2240,492,Default Symbol,2240,1,1770.7,-87.975,2,30.975,0,p90,AL
547,0101000020E610000033333333337B54C00000000000A03B40,2241,493,Default Symbol,2241,5,609,-81.925,3,27.625,1,p101,FL
548,0101000020E610000066666666667E55C0CDCCCCCCCCFC4040,2242,494,Default Symbol,2242,1,138,-85.975,2,33.975,0,p90,AL
549,0101000020E610000066666666667E55C0CDCCCCCCCCFC4040,2242,48,Default Symbol,2242,1,138,-85.975,5,33.975,0,p90,AL
550,0101000020E61000003333333333CB55C00000000000D04040,2243,495,Default Symbol,2243,1,788.8,-87.175,2,33.625,0,p89,AL
551,0101000020E61000003333333333CB55C00000000000D04040,2243,49,Default Symbol,2243,2,377.9,-87.175,2,33.625,0,p89,AL
552,0101000020E61000009A99999999F155C09A99999999494040,2244,496,Default Symbol,2244,1,568.4,-87.775,2,32.575,0,p89,AL
553,0101000020E610000066666666669E55C0CDCCCCCCCC9C4040,2245,7,Default Symbol,2245,1,1060.8,-86.475,5,33.225,0,p89,AL
554,0101000020E610000066666666669E55C0CDCCCCCCCC9C4040,2245,50,Default Symbol,2245,2,952,-86.475,2,33.225,0,p89,AL
555,0101000020E610000066666666669E55C0CDCCCCCCCC9C4040,2245,497,Default Symbol,2245,1,1060.8,-86.475,2,33.225,0,p89,AL
556,0101000020E6100000CDCCCCCCCCF455C03333333333634140,2246,498,Default Symbol,2246,1,1350,-87.825,2,34.775,0,p89,AL
557,0101000020E6100000CDCCCCCCCC6457C03333333333034040,2248,499,Default Symbol,2248,2,720.7,-93.575,2,32.025,1,p58,LA
558,0101000020E61000003333333333FB55C09A99999999793F40,2250,500,Default Symbol,2250,1,66,-87.925,2,31.475,0,p90,AL
559,0101000020E61000003333333333FB55C09A99999999793F40,2250,51,Default Symbol,2250,2,472,-87.925,2,31.475,0,p90,AL
560,0101000020E610000000000000009858C09A99999999694440,2251,501,Default Symbol,2251,2,109.8,-98.375,2,40.825,0,p40,NE
561,0101000020E6100000CDCCCCCCCC9458C09A99999999494440,2252,502,Default Symbol,2252,2,324.3,-98.325,2,40.575,1,p40,NE
562,0101000020E6100000CDCCCCCCCC045BC06666666666B64140,2253,503,Default Symbol,2253,2,257,-108.075,2,35.425,1,p31,NM
563,0101000020E61000009A99999999E156C03333333333D33D40,2257,504,Default Symbol,2257,1,373.4,-91.525,5,29.825,0,p58,LA
564,0101000020E610000000000000006858C09A99999999393E40,2260,505,Default Symbol,2260,5,388,-97.625,3,30.225,0,p64,TX
565,0101000020E610000066666666663E59C0CDCCCCCCCCFC4240,2261,506,Default Symbol,2261,2,348.7,-100.975,2,37.975,0,p52,KS
566,0101000020E61000009A99999999915BC06666666666764140,2262,507,Default Symbol,2262,2,1128.8,-110.275,2,34.925,1,p28,AZ
567,0101000020E61000003333333333FB5BC06666666666B64040,2263,508,Default Symbol,2263,2,227.2,-111.925,5,33.425,1,p28,AZ
568,0101000020E610000033333333330B5CC06666666666B64040,2264,509,Default Symbol,2264,5,1100.6,-112.175,3,33.425,1,p28,AZ
569,0101000020E61000006666666666AE5CC0CDCCCCCCCC5C4040,2266,510,Default Symbol,2266,2,86.7,-114.725,5,32.725,1,p28,AZ
570,0101000020E61000003333333333BB5BC06666666666164040,2267,511,Default Symbol,2267,2,173.3,-110.925,2,32.175,1,p30,AZ
571,0101000020E61000003333333333BB5BC06666666666164040,2267,52,Default Symbol,2267,2,504.5,-110.925,5,32.175,1,p30,AZ
572,0101000020E61000003333333333CB58C09A99999999094140,2268,512,Default Symbol,2268,2,720,-99.175,2,34.075,1,p60,TX
573,0101000020E610000000000000000854C00000000000B04040,2269,513,Default Symbol,2269,2,2390.1,-80.125,2,33.375,1,p96,SC
574,0101000020E6100000CDCCCCCCCC6454C06666666666C63D40,2270,514,Default Symbol,2270,2,1429.2,-81.575,2,29.775,0,p101,FL
575,0101000020E610000066666666660E5CC09A99999999C94040,2271,515,Default Symbol,2271,2,390.4,-112.225,5,33.575,1,p28,AZ
576,0101000020E61000003333333333FB5BC00000000000B04040,2272,53,Default Symbol,2272,2,108,-111.925,5,33.375,1,p28,AZ
577,0101000020E61000003333333333FB5BC00000000000B04040,2272,516,Default Symbol,2272,5,292,-111.925,3,33.375,1,p28,AZ
578,0101000020E61000000000000000785BC09A99999999094040,2273,517,Default Symbol,2273,2,408,-109.875,2,32.075,1,p28,AZ
579,0101000020E61000000000000000785BC09A99999999094040,2273,54,Default Symbol,2273,5,93.1,-109.875,3,32.075,1,p28,AZ
580,0101000020E61000009A99999999D157C06666666666164240,2274,518,Default Symbol,2274,2,1134,-95.275,2,36.175,0,p51,OK
581,0101000020E610000033333333330B57C0CDCCCCCCCC5C4140,2275,519,Default Symbol,2275,2,225.2,-92.175,5,34.725,0,p85,AR
582,0101000020E610000066666666665E57C00000000000B04040,2277,520,Default Symbol,2277,2,156.2,-93.475,5,33.375,1,p85,AR
583,0101000020E610000033333333333B57C06666666666364140,2278,521,Default Symbol,2278,1,752,-92.925,5,34.425,0,p85,AR
584,0101000020E61000009A999999996154C00000000000603E40,2281,522,Default Symbol,2281,2,1358,-81.525,2,30.375,0,p101,FL
585,0101000020E61000009A999999991158C0CDCCCCCCCC6C3F40,2289,523,Default Symbol,2289,2,1849.8,-96.275,2,31.425,1,p63,TX
586,0101000020E61000009A99999999615DC09A99999999094140,2298,524,Default Symbol,2298,2,666,-117.525,5,34.075,1,p10,CA
587,0101000020E61000009A99999999515DC09A99999999094140,2305,525,Default Symbol,2305,5,1036.8,-117.275,3,34.075,1,p10,CA
588,0101000020E61000009A99999999915DC00000000000104140,2306,526,Default Symbol,2306,5,120.5,-118.275,3,34.125,1,p10,CA
589,0101000020E610000033333333330B56C0CDCCCCCCCCBC4440,2307,527,Default Symbol,2307,2,1320,-88.175,2,41.475,0,p80,IL
590,0101000020E61000009A99999999E15CC03333333333634040,2308,55,Default Symbol,2308,2,81.6,-115.525,5,32.775,1,p10,CA
591,0101000020E61000009A99999999E15CC03333333333634040,2308,528,Default Symbol,2308,5,276.7,-115.525,3,32.775,1,p10,CA
592,0101000020E610000033333333338B5DC00000000000104140,2312,529,Default Symbol,2312,2,75,-118.175,5,34.125,1,p10,CA
593,0101000020E610000033333333333B5AC09A99999999E94340,2315,530,Default Symbol,2315,2,380.8,-104.925,2,39.825,0,p33,CO
594,0101000020E610000033333333333B5AC09A99999999E94340,2315,56,Default Symbol,2315,5,625.6,-104.925,3,39.825,0,p33,CO
595,0101000020E6100000CDCCCCCCCC245AC03333333333234340,2316,531,Default Symbol,2316,2,1635.3,-104.575,2,38.275,0,p34,CO
596,0101000020E610000066666666664E5AC03333333333034440,2317,532,Default Symbol,2317,2,191.7,-105.225,2,40.025,1,p33,CO
597,0101000020E61000009A99999999415AC0CDCCCCCCCCDC4340,2318,533,Default Symbol,2318,2,40.2,-105.025,5,39.725,0,p33,CO
598,0101000020E6100000CDCCCCCCCC345AC09A99999999694340,2319,534,Default Symbol,2319,2,257,-104.825,2,38.825,1,p34,CO
599,0101000020E6100000CDCCCCCCCC345AC00000000000704340,2320,535,Default Symbol,2320,2,59.6,-104.825,5,38.875,1,p34,CO
600,0101000020E61000003333333333CB5AC03333333333434440,2321,536,Default Symbol,2321,2,465.4,-107.175,2,40.525,0,p33,CO
601,0101000020E61000009A99999999215BC0CDCCCCCCCC1C4340,2322,537,Default Symbol,2322,2,113.8,-108.525,2,38.225,0,p34,CO
602,0101000020E6100000CDCCCCCCCC0452C06666666666B64440,2325,538,Default Symbol,2325,1,489.9,-72.075,5,41.425,0,p132,CT
603,0101000020E6100000CDCCCCCCCC2452C03333333333C34440,2327,539,Default Symbol,2327,1,353,-72.575,5,41.525,0,p132,CT
604,0101000020E6100000CDCCCCCCCC2452C03333333333C34440,2327,57,Default Symbol,2327,2,414.9,-72.575,5,41.525,0,p132,CT
605,0101000020E610000033333333334B54C09A99999999793C40,2328,58,Default Symbol,2328,5,1021.301,-81.175,3,28.475,1,p101,FL
606,0101000020E610000033333333334B54C09A99999999793C40,2328,540,Default Symbol,2328,2,929,-81.175,2,28.475,1,p101,FL
607,0101000020E610000033333333334B52C0CDCCCCCCCC3C4640,2330,541,Default Symbol,2330,2,59.5,-73.175,1,44.475,0,p129,VT
608,0101000020E6100000CDCCCCCCCCE452C00000000000D04340,2332,542,Default Symbol,2332,1,697.8,-75.575,5,39.625,0,p125,DE
609,0101000020E61000006666666666CE52C09A99999999494340,2333,543,Default Symbol,2333,2,442.4,-75.225,2,38.575,1,p125,DE
610,0101000020E61000009A99999999E152C06666666666964340,2334,544,Default Symbol,2334,2,151.2,-75.525,5,39.175,1,p125,DE
611,0101000020E610000066666666661E53C06666666666964340,2335,545,Default Symbol,2335,2,1370,-76.475,2,39.175,1,p123,MD
612,0101000020E6100000CDCCCCCCCC7454C0CDCCCCCCCCAC3A40,2340,546,Default Symbol,2340,4,1721.5,-81.825,3,26.675,0,p101,FL
613,0101000020E610000066666666660E54C03333333333133A40,2341,547,Default Symbol,2341,5,1042.4,-80.225,3,26.075,0,p102,FL
614,0101000020E6100000CDCCCCCCCC5454C03333333333D33C40,2344,548,Default Symbol,2344,5,2377.8,-81.325,3,28.825,0,p101,FL
615,0101000020E6100000CDCCCCCCCC1454C0CDCCCCCCCC6C3940,2345,59,Default Symbol,2345,2,1720,-80.325,4,25.425,1,p102,FL
616,0101000020E6100000CDCCCCCCCC1454C0CDCCCCCCCC6C3940,2345,549,Default Symbol,2345,5,1224,-80.325,3,25.425,1,p102,FL
617,0101000020E6100000CDCCCCCCCC1454C0CDCCCCCCCC6C3940,2345,8,Default Symbol,2345,2,804,-80.325,5,25.425,1,p102,FL
618,0101000020E61000006666666666AE54C0CDCCCCCCCCEC3C40,2346,550,Default Symbol,2346,2,1458.4,-82.725,2,28.925,1,p101,FL
619,0101000020E61000003333333333CB54C00000000000603E40,2350,551,Default Symbol,2350,1,147,-83.175,5,30.375,0,p101,FL
620,0101000020E61000006666666666CE55C03333333333933E40,2351,60,Default Symbol,2351,2,947.7,-87.225,2,30.575,0,p91,FL
621,0101000020E61000006666666666CE55C03333333333933E40,2351,552,Default Symbol,2351,1,187.4,-87.225,2,30.575,0,p91,FL
622,0101000020E610000033333333336B55C06666666666463E40,2353,553,Default Symbol,2353,5,619.7,-85.675,3,30.275,1,p91,FL
