cartodb_id,the_geom,name,id,symbolfld,nrel_id,cooling,nameplate,longitude,fuel,latitude,lakeocean,pca,state
207,0101000020E61000009A999999999153C0CDCCCCCCCCDC4240,1652,171,Default Symbol,1652,1,254.2,-78.275,2,37.725,0,p99,VA
208,0101000020E610000000000000005853C00000000000B04240,1653,172,Default Symbol,1653,1,1371.9,-77.375,2,37.375,0,p99,VA
209,0101000020E610000000000000005853C00000000000B04240,1653,33,Default Symbol,1653,4,446.6,-77.375,3,37.375,0,p99,VA
210,0101000020E61000009A999999995153C0CDCCCCCCCC3C4340,1655,4,Default Symbol,1655,2,882,-77.275,5,38.475,0,p99,VA
211,0101000020E61000009A999999995153C0CDCCCCCCCC3C4340,1655,173,Default Symbol,1655,4,613,-77.275,3,38.475,0,p99,VA
212,0101000020E61000009A999999995153C0CDCCCCCCCC3C4340,1655,34,Default Symbol,1655,1,352.9,-77.275,5,38.475,0,p99,VA
213,0101000020E610000000000000000853C0CDCCCCCCCC9C4240,1656,174,Default Symbol,1656,1,375,-76.125,2,37.225,0,p99,VA
214,0101000020E610000000000000000853C0CDCCCCCCCC9C4240,1656,35,Default Symbol,1656,1,882,-76.125,5,37.225,0,p99,VA
215,0101000020E61000006666666666BE5EC0CDCCCCCCCC5C4740,1657,36,Default Symbol,1657,5,322,-122.975,3,46.725,0,p2,WA
216,0101000020E61000006666666666BE5EC0CDCCCCCCCC5C4740,1657,175,Default Symbol,1657,2,1459.8,-122.975,2,46.725,0,p2,WA
217,0101000020E6100000CDCCCCCCCC7454C0CDCCCCCCCC3C4340,1660,176,Default Symbol,1660,2,2932.6,-81.825,2,38.475,0,p117,WV
218,0101000020E61000006666666666FE53C06666666666D64340,1664,177,Default Symbol,1664,2,1152,-79.975,2,39.675,0,p116,WV
219,0101000020E61000009A999999991154C06666666666B64340,1665,178,Default Symbol,1665,2,2052,-80.275,2,39.425,0,p116,WV
220,0101000020E6100000CDCCCCCCCC3454C09A99999999E94340,1669,179,Default Symbol,1669,2,1632.6,-80.825,2,39.825,0,p116,WV
221,0101000020E61000009A99999999D153C0CDCCCCCCCC9C4340,1670,180,Default Symbol,1670,2,1717.866,-79.275,2,39.225,1,p116,WV
222,0101000020E610000033333333339B5DC0CDCCCCCCCC1C4140,1675,181,Default Symbol,1675,5,630,-118.425,3,34.225,1,p10,CA
223,0101000020E610000033333333336B56C09A99999999694640,1681,37,Default Symbol,1681,2,945.5,-89.675,2,44.825,0,p75,WI
224,0101000020E610000033333333336B56C09A99999999694640,1681,5,Default Symbol,1681,1,81.6,-89.675,5,44.825,0,p75,WI
225,0101000020E610000033333333336B56C09A99999999694640,1681,182,Default Symbol,1681,1,81.6,-89.675,2,44.825,0,p75,WI
226,0101000020E61000006666666666CE56C09A99999999C94540,1684,183,Default Symbol,1684,2,345.6,-91.225,2,43.575,0,p77,WI
227,0101000020E61000009A99999999715AC09A99999999694540,1686,38,Default Symbol,1686,2,360,-105.775,2,42.825,0,p24,WY
228,0101000020E61000009A99999999715AC09A99999999694540,1686,184,Default Symbol,1686,1,456.7,-105.775,2,42.825,0,p24,WY
229,0101000020E61000009A99999999A15BC03333333333E34440,1687,185,Default Symbol,1687,2,707.2,-110.525,2,41.775,1,p21,WY
230,0101000020E610000000000000000858C06666666666964040,1688,186,Default Symbol,1688,2,41.5,-96.125,5,33.175,1,p63,TX
231,0101000020E61000009A999999993155C03333333333034540,1689,187,Default Symbol,1689,2,55,-84.775,2,42.025,1,p103,MI
232,0101000020E610000000000000004858C0CDCCCCCCCC9C4040,1690,188,Default Symbol,1690,2,126.5,-97.125,5,33.225,1,p63,TX
233,0101000020E61000003333333333DB5BC06666666666764240,1696,189,Default Symbol,1696,2,2409.3,-111.425,2,36.925,1,p28,AZ
234,0101000020E61000000000000000C855C09A99999999C94040,1698,190,Default Symbol,1698,2,2822,-87.125,2,33.575,0,p89,AL
235,0101000020E61000009A999999995154C00000000000B04340,1699,191,Default Symbol,1699,2,1368,-81.275,2,39.375,0,p116,WV
236,0101000020E610000000000000000857C06666666666364140,1700,192,Default Symbol,1700,2,1800,-92.125,2,34.425,0,p85,AR
237,0101000020E6100000CDCCCCCCCC945DC06666666666164140,1701,193,Default Symbol,1701,2,109.7,-118.325,5,34.175,1,p10,CA
238,0101000020E610000066666666667E56C0CDCCCCCCCC3C4440,1702,194,Default Symbol,1702,2,441,-89.975,2,40.475,1,p81,IL
239,0101000020E61000009A999999991156C06666666666764340,1703,195,Default Symbol,1703,2,1234.8,-88.275,2,38.925,1,p83,IL
240,0101000020E6100000CDCCCCCCCC3455C00000000000704340,1704,196,Default Symbol,1704,2,669.3,-84.825,2,38.875,0,p109,KY
241,0101000020E610000066666666660E55C00000000000704340,1705,197,Default Symbol,1705,2,1425.6,-84.225,2,38.875,0,p114,OH
242,0101000020E6100000CDCCCCCCCCE45AC0CDCCCCCCCC3C4440,1706,198,Default Symbol,1706,2,1356.2,-107.575,2,40.475,0,p33,CO
243,0101000020E610000000000000004859C03333333333A34740,1708,199,Default Symbol,1708,2,1209.6,-101.125,2,47.275,0,p37,ND
244,0101000020E61000006666666666DE54C06666666666564340,1709,200,Default Symbol,1709,2,660.6,-83.475,2,38.675,0,p112,OH
245,0101000020E610000066666666669E54C03333333333634540,1710,201,Default Symbol,1710,1,1395,-82.475,2,42.775,0,p103,MI
246,0101000020E61000003333333333AB54C00000000000904540,1711,202,Default Symbol,1711,2,815.4,-82.675,5,43.125,1,p103,MI
247,0101000020E6100000CDCCCCCCCCF454C0CDCCCCCCCC5C4340,1712,203,Default Symbol,1712,2,1608.5,-83.825,2,38.725,0,p109,KY
248,0101000020E6100000CDCCCCCCCC9454C00000000000A03B40,1713,39,Default Symbol,1713,2,863.3,-82.325,5,27.625,1,p101,FL
249,0101000020E6100000CDCCCCCCCC9454C00000000000A03B40,1713,204,Default Symbol,1713,5,1224.6,-82.325,3,27.625,1,p101,FL
250,0101000020E6100000CDCCCCCCCC2454C03333333333133B40,1714,205,Default Symbol,1714,5,2448.5,-80.575,3,27.075,1,p102,FL
251,0101000020E6100000CDCCCCCCCC2454C03333333333133B40,1714,40,Default Symbol,1714,2,1869,-80.575,5,27.075,1,p102,FL
252,0101000020E610000033333333333B55C06666666666B64040,1715,206,Default Symbol,1715,2,1904,-84.925,2,33.425,0,p94,GA
253,0101000020E61000000000000000D856C09A99999999B93E40,1716,41,Default Symbol,1716,2,1283.9,-91.375,2,30.725,0,p58,LA
254,0101000020E61000000000000000D856C09A99999999B93E40,1716,6,Default Symbol,1716,2,626,-91.375,5,30.725,0,p58,LA
255,0101000020E61000000000000000D856C09A99999999B93E40,1716,207,Default Symbol,1716,1,619.001,-91.375,2,30.725,0,p58,LA
256,0101000020E610000033333333335B56C09A99999999393F40,1717,208,Default Symbol,1717,2,400,-89.425,2,31.225,1,p87,MS
257,0101000020E61000003333333333AB57C06666666666964340,1718,209,Default Symbol,1718,1,261,-94.675,2,39.175,0,p53,KS
258,0101000020E61000006666666666BE57C06666666666B64340,1719,210,Default Symbol,1719,1,1639.999,-94.975,2,39.425,0,p54,MO
259,0101000020E610000000000000000858C06666666666964340,1720,211,Default Symbol,1720,2,2160,-96.125,2,39.175,0,p53,KS
260,0101000020E610000033333333335B55C09A99999999494340,1721,212,Default Symbol,1721,2,1400.1,-85.425,2,38.575,0,p109,KY
261,0101000020E610000000000000002856C06666666666863E40,1722,213,Default Symbol,1722,2,1096.6,-88.625,2,30.525,0,p87,MS
262,0101000020E610000000000000002856C06666666666863E40,1722,42,Default Symbol,1722,5,1132.4,-88.625,3,30.525,0,p87,MS
263,0101000020E61000000000000000A85AC03333333333234740,1723,214,Default Symbol,1723,2,2272,-106.625,2,46.275,0,p20,MT
264,0101000020E610000000000000004859C06666666666964440,1724,215,Default Symbol,1724,1,1362.6,-101.125,2,41.175,0,p40,NE
265,0101000020E610000066666666661E52C06666666666164540,1725,216,Default Symbol,1725,5,360,-72.475,3,42.175,1,p131,MA
266,0101000020E61000009A99999999C155C0CDCCCCCCCC9C4440,1727,217,Default Symbol,1727,2,1943.4,-87.025,2,41.225,0,p105,IN
267,0101000020E61000000000000000085AC06666666666D64740,1728,218,Default Symbol,1728,1,50,-104.125,2,47.675,0,p35,MT
268,0101000020E610000033333333337B57C00000000000B04640,1729,219,Default Symbol,1729,2,2469.3,-93.925,2,45.375,0,p43,MN
269,0101000020E610000033333333331B54C00000000000504440,1731,220,Default Symbol,1731,2,2741.1,-80.425,2,40.625,0,p115,PA
270,0101000020E61000009A999999994158C0CDCCCCCCCC3C4240,1732,221,Default Symbol,1732,2,1138,-97.025,2,36.475,1,p50,OK
271,0101000020E61000009A99999999F157C00000000000504440,1733,222,Default Symbol,1733,1,651.6,-95.775,2,40.625,0,p41,NE
272,0101000020E61000009A99999999F157C00000000000504440,1733,43,Default Symbol,1733,2,738,-95.775,2,40.625,0,p41,NE
273,0101000020E610000066666666661E58C09A99999999A94640,1734,223,Default Symbol,1734,2,456,-96.475,2,45.325,1,p38,SD
274,0101000020E610000066666666665E5AC03333333333234640,1735,224,Default Symbol,1735,3,362,-105.475,2,44.275,0,p23,WY
275,0101000020E61000009A99999999F15DC06666666666D64640,1736,225,Default Symbol,1736,2,601,-119.775,2,45.675,1,p5,OR
276,0101000020E61000000000000000385AC0CDCCCCCCCC1C4440,1737,226,Default Symbol,1737,5,867.9,-104.875,3,40.225,0,p33,CO
277,0101000020E6100000CDCCCCCCCCF455C00000000000304340,1738,227,Default Symbol,1738,2,3339.5,-87.825,2,38.375,0,p107,IN
278,0101000020E610000033333333334B54C00000000000304040,1739,228,Default Symbol,1739,1,177.6,-81.175,2,32.375,0,p94,GA
279,0101000020E6100000CDCCCCCCCC0458C00000000000A03E40,1740,229,Default Symbol,1740,2,453.5,-96.075,2,30.625,1,p64,TX
280,0101000020E61000006666666666EE55C00000000000F04240,1741,230,Default Symbol,1741,2,530.4,-87.725,2,37.875,0,p107,IN
281,0101000020E61000009A99999999A157C03333333333234240,1742,231,Default Symbol,1742,2,558,-94.525,2,36.275,1,p56,AR
282,0101000020E6100000CDCCCCCCCCB457C09A99999999894040,1743,232,Default Symbol,1743,2,1674,-94.825,2,33.075,1,p57,TX
283,0101000020E61000009A99999999A157C03333333333234040,1744,233,Default Symbol,1744,2,2379.6,-94.525,2,32.275,1,p63,TX
284,0101000020E61000009A999999999156C00000000000104340,1746,234,Default Symbol,1746,1,1242,-90.275,2,38.125,0,p72,MO
285,0101000020E61000009A99999999C15BC06666666666964340,1748,235,Default Symbol,1748,2,1487.199,-111.025,2,39.175,1,p25,UT
286,0101000020E61000009A99999999C155C00000000000F04240,1749,236,Default Symbol,1749,2,2600,-87.025,2,37.875,0,p107,IN
287,0101000020E61000000000000000F855C03333333333434540,1750,237,Default Symbol,1750,2,1233.1,-87.875,2,42.525,1,p79,WI
288,0101000020E61000009A99999999515BC09A99999999494140,1751,238,Default Symbol,1751,2,821.8,-109.275,2,34.575,1,p29,AZ
289,0101000020E610000066666666664E58C09A99999999B93C40,1752,239,Default Symbol,1752,2,622.4,-97.225,2,28.725,1,p65,TX
290,0101000020E61000009A999999993158C0CDCCCCCCCCEC3D40,1753,240,Default Symbol,1753,2,1690,-96.775,2,29.925,1,p64,TX
291,0101000020E610000066666666669E58C09A99999999B93C40,1754,241,Default Symbol,1754,2,410,-98.475,2,28.725,1,p65,TX
292,0101000020E610000066666666662E57C00000000000603F40,1755,242,Default Symbol,1755,2,1261.8,-92.725,2,31.375,1,p58,LA
293,0101000020E610000066666666662E57C00000000000603F40,1755,44,Default Symbol,1755,2,445.5,-92.725,5,31.375,1,p58,LA
294,0101000020E61000009A999999997159C09A99999999A94140,1756,243,Default Symbol,1756,2,1080,-101.775,2,35.325,1,p48,TX
295,0101000020E6100000CDCCCCCCCCA459C06666666666164140,1757,244,Default Symbol,1757,2,1135.8,-102.575,2,34.175,1,p48,TX
296,0101000020E610000000000000005857C00000000000904240,1758,245,Default Symbol,1758,2,494,-93.375,2,37.125,1,p55,MO
297,0101000020E61000000000000000385AC00000000000104540,1759,246,Default Symbol,1759,2,1710,-104.875,2,42.125,0,p24,WY
298,0101000020E61000009A99999999E155C09A99999999894340,1761,247,Default Symbol,1761,2,1080,-87.525,2,39.075,1,p107,IN
299,0101000020E610000066666666661E58C09A99999999B93E40,1762,248,Default Symbol,1762,2,105,-96.475,5,30.725,1,p64,TX
300,0101000020E610000000000000006854C00000000000A03D40,1763,249,Default Symbol,1763,5,580,-81.625,3,29.625,0,p101,FL
301,0101000020E61000003333333333EB59C03333333333234440,1764,250,Default Symbol,1764,2,552.3,-103.675,2,40.275,0,p33,CO
302,0101000020E61000000000000000D853C0CDCCCCCCCC9C4040,1765,251,Default Symbol,1765,2,1260,-79.375,2,33.225,0,p96,SC
303,0101000020E61000000000000000B853C03333333333434240,1766,252,Default Symbol,1766,2,735.8,-78.875,2,36.525,1,p98,NC
304,0101000020E6100000CDCCCCCCCC2457C00000000000904440,1767,253,Default Symbol,1767,2,725.9,-92.575,2,41.125,0,p70,IA
305,0101000020E6100000CDCCCCCCCCF454C09A99999999894040,1768,254,Default Symbol,1768,2,3564,-83.825,2,33.075,1,p94,GA
306,0101000020E610000066666666667E54C0CDCCCCCCCC7C4340,1770,255,Default Symbol,1770,2,1300,-81.975,2,38.975,0,p117,WV
307,0101000020E6100000CDCCCCCCCC7459C03333333333C34740,1771,256,Default Symbol,1771,2,869.8,-101.825,2,47.525,0,p36,ND
308,0101000020E6100000CDCCCCCCCC245CC03333333333C34340,1772,257,Default Symbol,1772,2,1800,-112.575,2,39.525,1,p25,UT
309,0101000020E610000066666666661E57C03333333333533F40,1773,258,Default Symbol,1773,2,140,-92.475,5,31.325,0,p58,LA
310,0101000020E61000003333333333DB55C09A99999999C94240,1775,259,Default Symbol,1775,2,586,-87.425,2,37.575,0,p108,KY
311,0101000020E61000003333333333DB56C06666666666D64140,1776,260,Default Symbol,1776,2,1750,-91.425,2,35.675,0,p85,AR
312,0101000020E61000009A999999994158C03333333333933E40,1777,261,Default Symbol,1777,2,590.6,-97.025,2,30.575,1,p63,TX
313,0101000020E6100000CDCCCCCCCCC456C09A99999999A94440,1778,262,Default Symbol,1778,2,811.901,-91.075,2,41.325,0,p70,IA
314,0101000020E61000000000000000D855C06666666666F64240,1779,263,Default Symbol,1779,1,822.8,-87.375,2,37.925,0,p107,IN
315,0101000020E61000009A99999999415AC00000000000704440,1780,264,Default Symbol,1780,2,293.6,-105.025,2,40.875,1,p33,CO
316,0101000020E610000000000000006856C00000000000704240,1781,265,Default Symbol,1781,2,261,-89.625,2,36.875,1,p72,MO
317,0101000020E6100000CDCCCCCCCCD457C0CDCCCCCCCCFC4040,1782,266,Default Symbol,1782,2,446,-95.325,2,33.975,0,p50,OK
318,0101000020E61000000000000000C855C06666666666B64240,1783,267,Default Symbol,1783,2,566.1,-87.125,2,37.425,0,p108,KY
319,0101000020E610000066666666662E58C03333333333133F40,1784,268,Default Symbol,1784,2,349.2,-96.725,2,31.075,1,p63,TX
320,0101000020E6100000CDCCCCCCCC9458C06666666666463D40,1785,269,Default Symbol,1785,2,1444,-98.325,2,29.275,1,p65,TX
321,0101000020E61000009A99999999E152C06666666666D64340,1786,270,Default Symbol,1786,5,1193,-75.525,3,39.675,0,p125,DE
322,0101000020E610000033333333333B54C09A99999999A94040,1787,271,Default Symbol,1787,2,417.3,-80.925,2,33.325,0,p96,SC
323,0101000020E61000003333333333AB53C00000000000704240,1788,272,Default Symbol,1788,2,848,-78.675,2,36.875,0,p99,VA
324,0101000020E610000066666666667E54C09A99999999B93B40,1789,273,Default Symbol,1789,5,326.3,-81.975,2,27.725,1,p101,FL
325,0101000020E61000000000000000A857C09A99999999894240,1792,274,Default Symbol,1792,5,567.5,-94.625,3,37.075,1,p55,MO
326,0101000020E610000000000000007854C06666666666C63B40,1793,275,Default Symbol,1793,5,2262.5,-81.875,3,27.775,1,p101,FL
327,0101000020E6100000CDCCCCCCCC4452C09A99999999694440,1794,276,Default Symbol,1794,5,164,-73.075,3,40.825,1,p128,NY
328,0101000020E61000003333333333EB5DC00000000000F04640,1796,277,Default Symbol,1796,5,266.3,-119.675,3,45.875,0,p5,OR
329,0101000020E61000000000000000585AC03333333333234640,1798,278,Default Symbol,1798,3,80,-105.375,2,44.275,0,p23,WY
330,0101000020E610000000000000009858C06666666666463D40,1799,279,Default Symbol,1799,5,550,-98.375,3,29.275,1,p65,TX
331,0101000020E610000033333333335B5EC03333333333434340,1803,280,Default Symbol,1803,5,157.3,-121.425,3,38.525,1,p9,CA
332,0101000020E610000066666666665E5EC03333333333434340,1804,281,Default Symbol,1804,5,173.9,-121.475,3,38.525,1,p9,CA
333,0101000020E610000033333333336B5BC00000000000104440,1808,282,Default Symbol,1808,2,499.5,-109.675,2,40.125,0,p26,UT
334,0101000020E610000066666666669E57C0CDCCCCCCCC3C4040,1809,283,Default Symbol,1809,2,720.999,-94.475,2,32.475,1,p57,TX
335,0101000020E61000009A99999999B151C09A99999999894540,1813,284,Default Symbol,1813,2,414,-70.775,5,43.075,0,p130,NH
336,0101000020E610000066666666667E52C09A99999999C94440,1814,285,Default Symbol,1814,1,1242,-73.975,5,41.575,0,p127,NY
337,0101000020E610000066666666665E56C0CDCCCCCCCCBC4540,1817,286,Default Symbol,1817,2,1023,-89.475,2,43.475,0,p76,WI
338,0101000020E61000000000000000C856C00000000000B04040,1821,287,Default Symbol,1821,2,781.4,-91.125,5,33.375,0,p87,MS
339,0101000020E6100000CDCCCCCCCCA456C06666666666063E40,1822,288,Default Symbol,1822,1,891,-90.575,5,30.025,0,p58,LA
340,0101000020E6100000CDCCCCCCCC9458C03333333333434140,1823,289,Default Symbol,1823,5,290,-98.325,3,34.525,1,p50,OK
341,0101000020E610000066666666665E5BC09A99999999C94440,1825,290,Default Symbol,1825,2,2317.7,-109.475,2,41.575,0,p21,WY
342,0101000020E61000009A99999999F15BC09A99999999A94040,1826,291,Default Symbol,1826,5,1326,-111.775,3,33.325,1,p28,AZ
343,0101000020E6100000CDCCCCCCCCC45BC00000000000B04340,1827,292,Default Symbol,1827,2,996,-111.075,2,39.375,1,p25,UT
344,0101000020E61000003333333333CB5EC06666666666164740,1828,293,Default Symbol,1828,5,586.2,-123.175,3,46.175,0,p5,OR
345,0101000020E6100000CDCCCCCCCC8454C0CDCCCCCCCC7C4340,1830,294,Default Symbol,1830,2,2600,-82.075,2,38.975,0,p112,OH
346,0101000020E610000066666666662E5AC06666666666564340,1831,295,Default Symbol,1831,2,207,-104.725,2,38.675,1,p34,CO
347,0101000020E61000009A999999997159C03333333333C34740,1832,296,Default Symbol,1832,2,450,-101.775,2,47.525,0,p36,ND
348,0101000020E610000033333333334B5BC09A99999999294140,1833,297,Default Symbol,1833,2,1749.6,-109.175,2,34.325,1,p29,AZ
349,0101000020E61000000000000000485DC00000000000704440,1834,298,Default Symbol,1834,2,567,-117.125,2,40.875,0,p12,NV
350,0101000020E6100000CDCCCCCCCCF453C03333333333434440,1835,299,Default Symbol,1835,1,637,-79.825,2,40.525,0,p115,PA
351,0101000020E610000033333333335B53C03333333333C34240,1838,300,Default Symbol,1838,5,330,-77.425,3,37.525,0,p99,VA
352,0101000020E61000009A99999999A151C03333333333434640,1870,301,Default Symbol,1870,6,274.5,-70.525,3,44.525,0,p134,ME
353,0101000020E610000066666666663E5AC06666666666D64340,1871,302,Default Symbol,1871,5,193.9,-104.975,3,39.675,0,p33,CO
354,0101000020E61000009A99999999615EC0CDCCCCCCCC7C4240,1874,303,Default Symbol,1874,5,130,-121.525,3,36.975,1,p9,CA
355,0101000020E61000006666666666DE52C03333333333E34340,1875,304,Default Symbol,1875,2,242.3,-75.475,2,39.775,0,p126,NJ
356,0101000020E61000009A99999999E152C0CDCCCCCCCCDC4340,1877,305,Default Symbol,1877,5,134.5,-75.525,3,39.725,0,p126,NJ
357,0101000020E6100000CDCCCCCCCCB453C09A99999999494440,1878,306,Default Symbol,1878,2,118,-78.825,2,40.575,1,p122,PA
358,0101000020E610000033333333339B5DC06666666666F64040,1880,307,Default Symbol,1880,5,86.3,-118.425,3,33.925,1,p10,CA
359,0101000020E61000000000000000485EC0CDCCCCCCCC1C4240,1884,308,Default Symbol,1884,5,133.2,-121.125,3,36.225,1,p9,CA
360,0101000020E61000006666666666DE51C09A99999999094540,1886,309,Default Symbol,1886,5,386.1,-71.475,3,42.075,1,p131,MA
361,0101000020E610000000000000009852C0CDCCCCCCCC3C4440,1887,310,Default Symbol,1887,5,430.2,-74.375,3,40.475,0,p126,NJ
362,0101000020E610000066666666667E5EC0CDCCCCCCCCFC4240,1891,311,Default Symbol,1891,5,113.501,-121.975,3,37.975,1,p9,CA
363,0101000020E610000066666666666E5EC03333333333834340,1892,312,Default Symbol,1892,5,66,-121.725,3,39.025,1,p9,CA
364,0101000020E610000033333333334B53C09A99999999A94240,1895,313,Default Symbol,1895,2,114.8,-77.175,2,37.325,0,p99,VA
365,0101000020E610000066666666667E53C06666666666F64040,1896,314,Default Symbol,1896,2,135,-77.975,1,33.925,1,p98,NC
366,0101000020E61000006666666666BE53C06666666666364240,1897,315,Default Symbol,1897,2,67.5,-78.975,1,36.425,1,p98,NC
367,0101000020E610000066666666666E53C0CDCCCCCCCCFC4140,1898,316,Default Symbol,1898,2,114.8,-77.725,2,35.975,0,p98,NC
368,0101000020E6100000CDCCCCCCCCA451C03333333333434640,1904,317,Default Symbol,1904,2,102.6,-70.575,1,44.525,0,p134,ME
369,0101000020E6100000CDCCCCCCCC2458C0CDCCCCCCCCAC3C40,1906,318,Default Symbol,1906,5,689.4,-96.575,3,28.675,1,p65,TX
370,0101000020E61000009A99999999E152C00000000000D04340,1907,319,Default Symbol,1907,2,285,-75.525,2,39.625,0,p126,NJ
371,0101000020E61000006666666666DE52C00000000000F04540,1909,320,Default Symbol,1909,5,107.8,-75.475,3,43.875,0,p127,NY
372,0101000020E610000066666666660E53C09A99999999894540,1910,321,Default Symbol,1910,5,102.7,-76.225,3,43.075,1,p127,NY
373,0101000020E610000066666666664E53C09A99999999A94240,1911,322,Default Symbol,1911,5,399,-77.225,3,37.325,0,p99,VA
374,0101000020E61000000000000000A857C06666666666964140,1914,323,Default Symbol,1914,2,350,-94.625,2,35.175,0,p50,OK
375,0101000020E610000000000000006854C0CDCCCCCCCC6C3E40,1915,324,Default Symbol,1915,2,291.6,-81.625,2,30.425,1,p101,FL
376,0101000020E61000006666666666AE53C09A99999999C94340,1920,325,Default Symbol,1920,2,229,-78.725,2,39.575,0,p121,MD
377,0101000020E61000009A999999997152C0CDCCCCCCCC3C4540,1924,326,Default Symbol,1924,5,446,-73.775,3,42.475,0,p127,NY
378,0101000020E61000009A999999992152C06666666666164540,1925,327,Default Symbol,1925,5,260.9,-72.525,3,42.175,1,p131,MA
379,0101000020E6100000CDCCCCCCCCC457C00000000000A03D40,1926,328,Default Symbol,1926,5,465.2,-95.075,3,29.625,1,p67,TX
380,0101000020E61000006666666666FE53C00000000000D04340,1927,329,Default Symbol,1927,1,68.9,-79.975,2,39.625,0,p116,WV
381,0101000020E610000033333333330B55C09A99999999C94540,1928,330,Default Symbol,1928,5,1669.37,-84.175,3,43.575,0,p103,MI
382,0101000020E61000000000000000C852C06666666666F64340,1929,331,Default Symbol,1929,5,157,-75.125,3,39.925,0,p126,NJ
383,0101000020E61000006666666666EE5AC03333333333C34340,1930,332,Default Symbol,1930,5,108.3,-107.725,3,39.525,0,p33,CO
384,0101000020E610000066666666666E57C03333333333133E40,1931,333,Default Symbol,1931,5,102.3,-93.725,3,30.075,0,p66,TX
385,0101000020E61000003333333333EB56C0CDCCCCCCCCFC4440,1936,334,Default Symbol,1936,2,101.1,-91.675,2,41.975,0,p70,IA
386,0101000020E610000000000000003856C00000000000F04340,1937,335,Default Symbol,1937,2,180,-88.875,2,39.875,1,p83,IL
387,0101000020E610000033333333333B56C09A99999999E94340,1939,336,Default Symbol,1939,2,62,-88.925,2,39.825,1,p83,IL
388,0101000020E610000066666666664E52C06666666666364540,1940,337,Default Symbol,1940,5,173.4,-73.225,3,42.425,1,p131,MA
389,0101000020E610000066666666668E52C00000000000504440,1941,338,Default Symbol,1941,5,822.4,-74.225,3,40.625,1,p126,NJ
390,0101000020E61000009A99999999C157C0CDCCCCCCCCAC3D40,1945,339,Default Symbol,1945,5,235.4,-95.025,3,29.675,1,p67,TX
391,0101000020E61000003333333333DB52C03333333333E34340,1946,340,Default Symbol,1946,5,836.1,-75.425,3,39.775,0,p122,PA
392,0101000020E6100000CDCCCCCCCCE457C0CDCCCCCCCCDC4040,1947,341,Default Symbol,1947,5,250,-95.575,3,33.725,1,p63,TX
393,0101000020E610000066666666666E58C06666666666463E40,1948,342,Default Symbol,1948,5,118.1,-97.725,3,30.275,0,p64,TX
394,0101000020E6100000CDCCCCCCCCA458C00000000000F04040,1951,343,Default Symbol,1951,5,80,-98.575,3,33.875,1,p63,TX
395,0101000020E610000000000000009856C0CDCCCCCCCCEC3D40,1956,344,Default Symbol,1956,5,333.6,-90.375,3,29.925,0,p58,LA
396,0101000020E6100000CDCCCCCCCCB457C0CDCCCCCCCC6C3D40,1957,345,Default Symbol,1957,5,96,-94.825,3,29.425,1,p67,TX
397,0101000020E61000009A999999993153C00000000000F04140,1959,346,Default Symbol,1959,1,72,-76.775,1,35.875,0,p98,NC
398,0101000020E61000009A99999999C153C09A99999999894540,1960,347,Default Symbol,1960,2,56,-79.025,1,43.075,1,p127,NY
399,0101000020E610000066666666668E5DC09A99999999E94040,1961,348,Default Symbol,1961,5,405,-118.225,3,33.825,1,p10,CA
400,0101000020E610000000000000008852C0CDCCCCCCCC5C4440,1968,349,Default Symbol,1968,5,156,-74.125,3,40.725,1,p126,NJ
401,0101000020E6100000CDCCCCCCCC4454C09A99999999094040,1970,350,Default Symbol,1970,2,82.8,-81.075,1,32.075,0,p94,GA
402,0101000020E6100000CDCCCCCCCC4454C09A99999999094040,1970,45,Default Symbol,1970,2,71.2,-81.075,2,32.075,0,p94,GA
403,0101000020E61000009A999999990156C09A99999999B93E40,1971,46,Default Symbol,1971,1,43.1,-88.025,2,30.725,0,p90,AL
404,0101000020E61000009A999999990156C09A99999999B93E40,1971,351,Default Symbol,1971,1,78.7,-88.025,1,30.725,0,p90,AL
405,0101000020E61000009A999999997152C0CDCCCCCCCC9C4540,1973,352,Default Symbol,1973,5,147,-73.775,3,43.225,0,p127,NY
406,0101000020E61000009A999999995157C09A99999999393E40,1978,353,Default Symbol,1978,5,357.7,-93.275,3,30.225,0,p58,LA
407,0101000020E610000000000000003854C03333333333E34340,1979,354,Default Symbol,1979,1,82,-80.875,2,39.775,0,p116,WV
408,0101000020E610000000000000008852C00000000000504440,1980,355,Default Symbol,1980,5,191.6,-74.125,3,40.625,1,p126,NJ
409,0101000020E610000033333333336B53C0CDCCCCCCCC3C4240,1983,356,Default Symbol,1983,5,180,-77.675,3,36.475,0,p98,NC
410,0101000020E610000000000000006858C06666666666B64140,1984,357,Default Symbol,1984,5,122.4,-97.625,3,35.425,1,p50,OK
411,0101000020E61000003333333333CB52C00000000000F04340,1985,358,Default Symbol,1985,5,225,-75.175,3,39.875,0,p126,NJ
412,0101000020E6100000CDCCCCCCCC8457C03333333333133E40,1987,359,Default Symbol,1987,5,79.1,-94.075,3,30.075,0,p66,TX
413,0101000020E610000033333333332B5AC00000000000304440,1989,360,Default Symbol,1989,5,110.8,-104.675,3,40.375,0,p33,CO
414,0101000020E6100000CDCCCCCCCC345AC09A99999999094440,1990,361,Default Symbol,1990,5,386.5,-104.825,3,40.075,0,p33,CO
415,0101000020E61000000000000000E852C09A99999999894540,1996,362,Default Symbol,1996,5,64.2,-75.625,3,43.075,1,p127,NY
