,place,lon,lat,cooling,fuel,state,f,c,idc
779,73761,-106.625,45.975,2,2,MT,Coal,ST-RC,0
783,73776,-88.275,44.275,5,3,WI,Gas,CC-RC,0
786,73854,-86.275,42.325,5,3,MI,Gas,CC-RC,0
788,73863,-119.725,45.875,5,3,OR,Gas,CC-RC,0
792,73939,-71.025,41.675,5,3,MA,Gas,CC-RC,0
802,74091,-91.775,42.125,2,4,IA,Nuclear,ST-RC,0
808,74169,-78.775,40.475,2,2,PA,Coal,ST-RC,0
814,74293,-71.475,41.775,5,3,RI,Gas,CC-RC,0
821,74408,-70.925,42.275,5,3,MA,Gas,CC-RC,0
824,74428,-73.775,42.525,5,3,NY,Gas,CC-RC,0
825,74466,-122.225,47.075,5,3,WA,Gas,CC-RC,0
827,74475,-91.275,43.825,2,1,WI,Bio-power,ST-RC,0
831,74509,-83.275,42.675,2,2,MI,Coal,ST-RC,0
833,74573,-83.675,43.075,2,1,MI,Bio-power,ST-RC,0
835,74630,-117.075,33.125,5,3,CA,Gas,CC-RC,0
841,74708,-93.525,41.575,5,3,IA,Gas,CC-RC,0
848,74871,-87.425,41.675,2,5,IN,Oil,ST-RC,0
849,74886,-72.075,43.425,2,1,NH,Bio-power,ST-RC,0
853,74912,-117.325,34.575,5,3,CA,Gas,CC-RC,0
862,75016,-76.075,41.225,4,3,PA,Gas,CC-OT,0
863,75023,-94.375,44.925,5,3,MN,Gas,CC-RC,0
864,75024,-94.325,44.875,5,3,MN,Gas,CC-RC,0
866,75064,-78.475,42.075,5,3,NY,Gas,CC-RC,0
867,75065,-76.475,43.475,5,3,NY,Gas,CC-RC,0
869,75069,-78.925,42.975,5,3,NY,Gas,CC-RC,0
877,75143,-84.375,42.275,5,3,MI,Gas,CC-RC,0
878,75148,-76.375,43.525,2,4,NY,Nuclear,ST-RC,0
885,75189,-91.925,44.275,1,2,WI,Coal,ST-OT,0
892,75345,-75.975,40.875,2,2,PA,Coal,ST-RC,0
895,75426,-102.625,38.125,2,2,CO,Coal,ST-RC,0
897,75494,-75.525,40.175,2,4,PA,Nuclear,ST-RC,0
899,75538,-78.725,43.175,5,3,NY,Gas,CC-RC,0
901,75585,-71.375,42.625,5,3,MA,Gas,CC-RC,0
902,75599,-75.075,40.825,5,3,PA,Gas,CC-RC,0
903,75616,-107.775,32.275,5,3,NM,Gas,CC-RC,0
904,75628,-75.325,43.625,2,1,NY,Bio-power,ST-RC,0
906,75666,-118.325,34.225,5,3,CA,Gas,CC-RC,0
913,75796,-120.375,36.775,2,1,CA,Bio-power,ST-RC,0
916,75820,-121.725,37.225,5,3,CA,Gas,CC-RC,0
918,75877,-87.975,43.025,2,2,WI,Coal,ST-RC,0
921,75890,-122.975,46.125,5,3,WA,Gas,CC-RC,0
935,76160,-70.825,43.125,5,3,NH,Gas,CC-RC,0
937,76186,-76.425,43.525,2,4,NY,Nuclear,ST-RC,0
952,76389,-78.875,43.025,5,3,NY,Gas,CC-RC,0
955,76426,-121.575,39.475,2,1,CA,Bio-power,ST-RC,0
956,76440,-86.325,42.325,2,4,MI,Nuclear,ST-RC,0
957,76444,-112.825,33.375,2,4,AZ,Nuclear,ST-RC,0
960,76499,-71.425,41.875,5,3,RI,Gas,CC-RC,0
964,76598,-71.875,42.575,2,1,MA,Bio-power,ST-RC,0
966,76600,-71.175,43.775,2,1,NH,Bio-power,ST-RC,0
975,76702,-87.175,41.625,5,3,IN,Gas,CC-RC,0
976,76730,-92.625,44.625,1,4,MN,Nuclear,ST-OT,0
979,76780,-90.325,41.725,1,4,IL,Nuclear,ST-OT,0
995,76912,-122.725,45.625,5,3,WA,Gas,CC-RC,0
997,76922,-89.025,42.575,5,3,WI,Gas,CC-RC,0
1025,77331,-119.275,46.475,2,4,WA,Nuclear,ST-RC,0
1030,77503,-120.475,37.875,2,1,CA,Bio-power,ST-RC,0
1035,77580,-121.525,37.675,5,3,CA,Gas,CC-RC,0
1043,77698,-116.275,44.975,2,1,ID,Bio-power,ST-RC,0
1055,77977,-69.625,44.675,1,1,ME,Bio-power,ST-OT,0
1057,78045,-78.075,42.625,5,3,NY,Gas,CC-RC,0
1067,78230,-96.575,40.875,5,3,NE,Gas,CC-RC,0
1076,404924,-73.775,42.575,5,3,NY,Gas,CC-RC,0
1078,587518,-93.325,44.325,5,3,MN,Gas,CC-RC,0
1082,587613,-96.825,40.325,5,3,NE,Gas,CC-RC,0
1083,587650,-93.325,43.125,5,3,IA,Gas,CC-RC,0
1084,587651,-89.625,41.825,5,3,IL,Gas,CC-RC,0
1086,587724,-93.525,44.825,2,1,MN,Bio-power,ST-RC,0
1087,587756,-73.725,42.675,5,3,NY,Gas,CC-RC,0
1089,587800,-89.425,43.075,5,3,WI,Gas,CC-RC,0
1092,587938,-88.175,44.325,5,3,WI,Gas,CC-RC,0
1094,587988,-107.575,45.775,2,2,MT,Coal,ST-RC,0
1095,587994,-108.225,36.675,5,3,NM,Gas,CC-RC,0
1104,588165,-72.625,41.575,5,3,CT,Gas,CC-RC,0
1106,593927,-80.825,41.925,5,3,OH,Gas,CC-RC,0
1110,607160,-117.125,33.125,5,3,CA,Gas,CC-RC,0
1114,609597,-93.175,44.925,2,1,MN,Bio-power,ST-RC,0
1116,613326,-94.025,44.175,5,3,MN,Gas,CC-RC,0
1124,650972,-87.875,42.875,2,2,WI,Coal,ST-RC,0
1159,1144030,-122.425,47.275,2,1,WA,Bio-power,ST-RC,0
1161,1168279,-116.975,43.925,5,3,ID,Gas,CC-RC,0
1165,1196724,-104.525,38.325,5,3,CO,Gas,CC-RC,0
1167,1358974,-97.275,41.375,2,2,NE,Coal,ST-RC,0
1176,1680849,-87.475,41.675,2,5,IN,Oil,ST-RC,0
1178,1995460,-84.525,42.675,5,3,MI,Gas,CC-RC,0
