1,79.15755877836753
2,33.31277533139955
3,22.706301836447821
4,17.684208446860566
5,15.231892699671945
6,13.676192537745003
7,12.008643315272039
8,10.729609129395179
9,10.030332794962591
10,8.9669516335614006
11,8.0982486472757511
12,7.4679974897741364
13,6.9396258501754362
14,6.5305304437539782
15,6.2214604000611278
16,5.811944065645922
17,5.5757643430942148
18,5.3563578398525049
19,5.1182513235005498
20,4.8976825727681241
21,4.628300820285542
22,4.5020937295947068
23,4.3868232912809937
24,4.1231179106370544
25,3.9149408164061512
26,3.9205755453969435
27,3.7370472921251929
28,3.6295563898396019
29,3.5222598613216762
