,nrel_id,cooling,longitude,fuel,latitude,state,dischargefile
105,1450,1,-73.975,4,41.325,NY,726_1280.tsv
159,1561,2,-80.175,4,34.425,SC,588_1156.tsv
614,2345,2,-80.325,4,25.425,FL,408_1153.tsv
728,72929,2,-93.225,4,35.275,AR,605_895.tsv
739,73098,2,-80.475,4,40.625,PA,712_1150.tsv
747,73309,2,-88.175,4,41.275,IL,725_996.tsv
751,73358,1,-87.125,4,34.725,AL,594_1017.tsv
754,73422,2,-89.325,4,42.075,IL,741_973.tsv
758,73480,2,-91.775,4,38.675,MO,673_924.tsv
759,73485,1,-76.325,4,38.425,MD,668_1233.tsv
776,73718,2,-88.825,4,40.175,IL,703_983.tsv
783,73772,2,-97.775,4,32.275,TX,545_804.tsv
785,73813,1,-95.675,4,40.375,NE,707_846.tsv
794,73944,2,-83.075,4,41.575,OH,731_1098.tsv
801,74075,2,-88.275,4,41.375,IL,727_994.tsv
803,74091,2,-91.775,4,42.125,IA,742_924.tsv
810,74182,2,-82.325,4,31.925,GA,538_1113.tsv
820,74349,2,-83.175,4,41.975,MI,739_1096.tsv
824,74417,1,-96.075,4,41.525,NE,730_838.tsv
838,74674,2,-91.075,4,32.025,MS,540_938.tsv
847,74819,2,-78.975,4,35.575,NC,611_1180.tsv
858,74984,2,-75.525,4,39.475,NJ,689_1249.tsv
871,75075,1,-73.975,4,41.275,NY,725_1280.tsv
879,75148,2,-76.375,4,43.525,NY,770_1232.tsv
887,75205,2,-85.125,4,31.225,AL,524_1057.tsv
894,75378,2,-88.675,4,41.325,IL,726_986.tsv
898,75494,2,-75.525,4,40.175,PA,703_1249.tsv
925,75962,2,-93.875,4,45.325,MN,806_882.tsv
938,76186,2,-76.425,4,43.525,NY,770_1231.tsv
957,76440,2,-86.325,4,42.325,MI,746_1033.tsv
958,76444,2,-112.825,4,33.375,AZ,567_503.tsv
962,76505,1,-76.225,4,39.725,PA,694_1235.tsv
963,76541,2,-81.125,4,41.825,OH,736_1137.tsv
978,76730,1,-92.625,4,44.625,MN,792_907.tsv
981,76780,1,-90.325,4,41.725,IL,734_953.tsv
998,76915,2,-91.425,4,30.725,LA,514_931.tsv
1008,77052,2,-95.725,4,38.175,KS,663_845.tsv
1020,77243,2,-84.775,4,35.625,TN,612_1064.tsv
1021,77255,1,-90.475,4,30.025,LA,500_950.tsv
1027,77331,2,-119.275,4,46.475,WA,829_374.tsv
1028,77351,2,-81.775,4,33.175,GA,563_1124.tsv
1040,77627,2,-76.725,4,40.175,PA,703_1225.tsv
1047,77747,2,-76.125,4,41.075,PA,721_1237.tsv
1048,77749,1,-76.675,4,37.175,VA,643_1226.tsv
1050,77769,2,-81.325,4,34.275,SC,585_1133.tsv
1056,77938,2,-96.025,4,28.825,TX,476_839.tsv
1063,78118,2,-85.075,4,35.275,TN,605_1058.tsv
1070,78246,2,-75.525,4,39.425,NJ,688_1249.tsv
