,place,lon,lat,cooling,fuel,state,f,c,idc
763,73532,-118.175,33.875,5,3,CA,Gas,CC-RC,6
767,73618,-84.975,33.425,5,3,GA,Gas,CC-RC,6
770,73667,-89.225,33.375,5,3,MS,Gas,CC-RC,6
778,73740,-79.925,32.825,1,2,SC,Coal,ST-OT,6
780,73765,-80.975,33.875,5,3,SC,Gas,CC-RC,6
782,73772,-97.775,32.275,2,4,TX,Nuclear,ST-RC,6
789,73867,-77.075,35.125,2,1,NC,Bio-power,ST-RC,6
806,74161,-94.675,32.425,5,3,TX,Gas,CC-RC,6
807,74166,-80.625,33.875,2,1,SC,Bio-power,ST-RC,6
810,74185,-81.275,32.275,5,3,GA,Gas,CC-RC,6
811,74205,-78.575,34.625,2,2,NC,Coal,ST-RC,6
820,74365,-93.775,35.425,5,3,AR,Gas,CC-RC,6
822,74413,-96.475,32.775,5,3,TX,Gas,CC-RC,6
829,74486,-104.725,38.625,6,3,CO,Gas,CC-DC,6
830,74507,-86.525,32.325,5,3,AL,Gas,CC-RC,6
832,74510,-85.075,32.625,5,3,AL,Gas,CC-RC,6
845,74816,-113.125,33.475,5,3,AZ,Gas,CC-RC,6
846,74819,-78.975,35.575,2,4,NC,Nuclear,ST-RC,6
850,74888,-90.225,33.525,2,5,MS,Oil,ST-RC,6
875,75131,-97.975,33.125,5,3,TX,Gas,CC-RC,6
876,75132,-84.475,33.825,5,3,GA,Gas,CC-RC,6
879,75155,-81.125,32.325,5,3,SC,Gas,CC-RC,6
882,75179,-82.825,34.375,5,3,SC,Gas,CC-RC,6
887,75258,-77.975,34.975,2,1,NC,Bio-power,ST-RC,6
890,75304,-95.925,34.725,5,3,OK,Gas,CC-RC,6
894,75393,-89.475,35.575,5,3,TN,Gas,CC-RC,6
898,75507,-86.725,32.375,5,3,AL,Gas,CC-RC,6
907,75668,-89.175,34.825,5,3,MS,Gas,CC-RC,6
912,75780,-116.125,33.575,2,1,CA,Bio-power,ST-RC,6
915,75819,-115.525,32.925,2,1,CA,Bio-power,ST-RC,6
925,75977,-87.075,34.675,5,3,AL,Gas,CC-RC,6
929,76096,-117.125,32.675,5,3,CA,Gas,CC-RC,6
930,76097,-117.175,32.675,5,3,CA,Gas,CC-RC,6
931,76098,-117.125,32.625,5,3,CA,Gas,CC-RC,6
943,76252,-118.125,33.925,5,3,CA,Gas,CC-RC,6
944,76269,-119.075,34.175,5,3,CA,Gas,CC-RC,6
946,76302,-102.325,31.825,5,3,TX,Gas,CC-RC,6
958,76451,-112.675,32.975,5,3,AZ,Gas,CC-RC,6
990,76885,-79.925,34.825,5,3,NC,Gas,CC-RC,6
1007,77057,-97.925,33.075,5,3,TX,Gas,CC-RC,6
1010,77105,-90.575,34.175,2,5,MS,Oil,ST-RC,6
1011,77105,-90.575,34.175,5,3,MS,Gas,CC-RC,6
1017,77218,-97.425,37.275,2,5,KS,Oil,ST-RC,6
1018,77243,-84.775,35.625,2,4,TN,Nuclear,ST-RC,6
1019,77255,-90.475,30.025,1,4,LA,Nuclear,ST-OT,6
1021,77295,-85.025,33.375,5,3,GA,Gas,CC-RC,6
1022,77296,-85.075,33.325,5,3,GA,Gas,CC-RC,6
1042,77675,-86.775,32.325,5,3,AL,Gas,CC-RC,6
1048,77769,-81.325,34.275,2,4,SC,Nuclear,ST-RC,6
1052,77934,-90.025,34.975,5,3,MS,Gas,CC-RC,6
1061,78118,-85.075,35.275,2,4,TN,Nuclear,ST-RC,6
1064,78177,-87.125,30.575,5,3,FL,Gas,CC-RC,6
1080,587567,-118.175,33.975,5,3,CA,Gas,CC-RC,6
1096,587996,-89.725,35.875,5,3,AR,Gas,CC-RC,6
1097,588007,-81.175,32.425,5,3,GA,Gas,CC-RC,6
1105,588238,-89.925,35.675,2,2,AR,Coal,ST-RC,6
1108,606380,-111.875,39.825,6,3,UT,Gas,CC-DC,6
1109,606975,-86.525,31.375,5,3,AL,Gas,CC-RC,6
1112,607274,-91.525,34.475,2,1,AR,Bio-power,ST-RC,6
1136,841085,-102.275,31.825,5,3,TX,Gas,CC-RC,6
1145,883620,-88.775,32.625,5,2,MS,Coal,CC-RC,6
1153,1123030,-97.325,31.125,5,3,TX,Gas,CC-RC,6
1156,1133698,-96.525,33.775,5,3,TX,Gas,CC-RC,6
1158,1143769,-84.125,33.075,2,1,GA,Bio-power,ST-RC,6
1164,1181214,-81.675,33.275,2,1,SC,Bio-power,ST-RC,6
