,nrel_id,cooling,longitude,fuel,latitude,state,dischargefile
90,1418,1,-70.725,1,43.075,NH,761_1345.tsv
364,1896,2,-77.975,1,33.925,NC,578_1200.tsv
365,1897,2,-78.975,1,36.425,NC,628_1180.tsv
367,1904,2,-70.575,1,44.525,ME,790_1348.tsv
396,1959,1,-76.775,1,35.875,NC,617_1224.tsv
397,1960,2,-79.025,1,43.075,NY,761_1179.tsv
400,1970,2,-81.075,1,32.075,GA,541_1138.tsv
403,1971,1,-88.025,1,30.725,AL,514_999.tsv
417,2002,2,-79.525,1,34.125,SC,582_1169.tsv
438,2046,1,-121.325,1,37.925,CA,658_333.tsv
455,2074,2,-119.025,1,35.575,CA,611_379.tsv
606,2330,2,-73.175,1,44.475,VT,789_1296.tsv
720,72780,2,-93.125,1,30.225,LA,504_897.tsv
722,72793,2,-87.525,1,31.575,AL,531_1009.tsv
726,72862,2,-79.275,1,37.125,VA,642_1174.tsv
730,72938,2,-67.825,1,46.775,ME,835_1403.tsv
737,73085,2,-68.425,1,46.625,ME,832_1391.tsv
738,73093,2,-70.175,1,44.425,ME,788_1356.tsv
742,73195,2,-122.875,1,42.475,OR,749_302.tsv
743,73215,2,-75.775,1,44.025,NY,780_1244.tsv
746,73276,2,-70.425,1,45.175,ME,803_1351.tsv
750,73332,2,-71.725,1,43.625,NH,772_1325.tsv
753,73408,2,-121.625,1,40.975,CA,719_327.tsv
756,73458,2,-85.425,1,44.275,MI,785_1051.tsv
777,73720,2,-123.325,1,42.925,OR,758_293.tsv
778,73721,2,-118.725,1,44.475,OR,789_385.tsv
782,73770,2,-88.425,1,33.425,MS,568_991.tsv
788,73855,1,-79.975,1,37.775,VA,655_1160.tsv
790,73867,2,-77.075,1,35.125,NC,602_1218.tsv
795,73950,2,-93.225,1,30.825,LA,516_895.tsv
797,73974,2,-119.225,1,35.725,CA,614_375.tsv
808,74166,2,-80.625,1,33.875,SC,577_1147.tsv
817,74306,2,-124.175,1,40.775,CA,715_276.tsv
828,74475,2,-91.275,1,43.825,WI,776_934.tsv
834,74573,2,-83.675,1,43.075,MI,761_1086.tsv
840,74695,2,-84.675,1,44.575,MI,791_1066.tsv
843,74761,2,-120.275,1,40.275,CA,705_354.tsv
850,74886,2,-72.075,1,43.425,NH,768_1318.tsv
852,74906,2,-92.925,1,47.425,MN,848_901.tsv
856,74936,2,-83.875,1,45.075,MI,801_1082.tsv
859,74986,2,-77.275,1,37.325,VA,646_1214.tsv
861,75003,2,-122.275,1,40.475,CA,709_314.tsv
866,75061,2,-67.525,1,44.725,ME,794_1409.tsv
869,75068,2,-68.625,1,45.225,ME,804_1387.tsv
885,75187,2,-88.475,1,46.775,MI,835_990.tsv
888,75258,2,-77.975,1,34.975,NC,599_1200.tsv
890,75292,2,-118.125,1,48.625,WA,872_397.tsv
905,75628,2,-75.325,1,43.625,NY,772_1253.tsv
906,75632,1,-92.125,1,46.725,MN,834_917.tsv
912,75775,2,-85.025,1,32.175,AL,543_1059.tsv
913,75780,2,-116.125,1,33.575,CA,571_437.tsv
914,75796,2,-120.375,1,36.775,CA,635_352.tsv
916,75819,2,-115.525,1,32.925,CA,558_449.tsv
928,76008,2,-121.025,1,40.275,CA,705_339.tsv
929,76017,2,-79.325,1,37.125,VA,642_1173.tsv
948,76312,2,-80.775,1,26.575,FL,431_1144.tsv
956,76426,2,-121.575,1,39.475,CA,689_328.tsv
966,76598,2,-71.875,1,42.575,MA,751_1322.tsv
967,76599,2,-71.725,1,44.325,NH,786_1325.tsv
