,Unnamed: 0,Unnamed: 0.1,place,cooling,lon,fuel,lat,state,dischargefile,f,c
60,60,156,1550,1,-75.325,5,39.825,PA,696_1253.tsv,Oil,ST-OT
61,61,162,1567,1,-81.925,5,33.425,SC,568_1121.tsv,Oil,ST-OT
62,62,163,1567,1,-81.925,2,33.425,SC,568_1121.tsv,Coal,ST-OT
63,63,164,1568,1,-80.625,2,33.825,SC,576_1147.tsv,Coal,ST-OT
64,64,166,1569,1,-79.925,2,33.025,SC,560_1161.tsv,Coal,ST-OT
65,65,167,1573,1,-90.175,2,35.075,TN,601_956.tsv,Coal,ST-OT
66,66,168,1574,1,-84.175,2,36.025,TN,620_1076.tsv,Coal,ST-OT
67,67,169,1575,1,-87.675,2,36.425,TN,628_1006.tsv,Coal,ST-OT
68,68,170,1576,1,-86.425,2,36.325,TN,626_1031.tsv,Coal,ST-OT
69,69,172,1578,1,-87.975,2,36.025,TN,620_1000.tsv,Coal,ST-OT
70,70,173,1579,1,-84.525,2,35.875,TN,617_1069.tsv,Coal,ST-OT
71,71,205,1652,1,-78.275,5,37.725,VA,654_1194.tsv,Oil,ST-OT
72,72,206,1652,1,-78.275,2,37.725,VA,654_1194.tsv,Coal,ST-OT
73,73,207,1653,1,-77.375,2,37.375,VA,647_1212.tsv,Coal,ST-OT
74,74,211,1655,1,-77.275,5,38.475,VA,669_1214.tsv,Oil,ST-OT
75,75,212,1656,1,-76.125,2,37.225,VA,644_1237.tsv,Coal,ST-OT
76,76,213,1656,1,-76.125,5,37.225,VA,644_1237.tsv,Oil,ST-OT
77,77,223,1681,1,-89.675,5,44.825,WI,796_966.tsv,Oil,ST-OT
78,78,224,1681,1,-89.675,2,44.825,WI,796_966.tsv,Coal,ST-OT
79,79,227,1686,1,-105.775,2,42.825,WY,756_644.tsv,Coal,ST-OT
80,80,244,1710,1,-82.475,2,42.775,MI,755_1110.tsv,Coal,ST-OT
81,81,254,1716,1,-91.375,2,30.725,LA,514_932.tsv,Coal,ST-OT
82,82,256,1718,1,-94.675,2,39.175,KS,683_866.tsv,Coal,ST-OT
83,83,257,1719,1,-94.975,2,39.425,MO,688_860.tsv,Coal,ST-OT
84,84,263,1724,1,-101.125,2,41.175,NE,723_737.tsv,Coal,ST-OT
85,85,266,1728,1,-104.125,2,47.675,MT,853_677.tsv,Coal,ST-OT
86,86,270,1733,1,-95.775,2,40.625,NE,712_844.tsv,Coal,ST-OT
87,87,277,1739,1,-81.175,2,32.375,GA,547_1136.tsv,Coal,ST-OT
88,88,283,1746,1,-90.275,2,38.125,MO,662_954.tsv,Coal,ST-OT
89,89,313,1779,1,-87.375,2,37.925,IN,658_1012.tsv,Coal,ST-OT
90,90,335,1814,1,-73.975,5,41.575,NY,731_1280.tsv,Oil,ST-OT
91,91,338,1822,1,-90.575,5,30.025,LA,500_948.tsv,Oil,ST-OT
92,92,349,1835,1,-79.825,2,40.525,PA,710_1163.tsv,Coal,ST-OT
93,93,379,1927,1,-79.975,2,39.625,WV,692_1160.tsv,Coal,ST-OT
94,94,396,1959,1,-76.775,1,35.875,NC,617_1224.tsv,Bio-power,ST-OT
95,95,402,1971,1,-88.025,2,30.725,AL,514_999.tsv,Coal,ST-OT
96,96,403,1971,1,-88.025,1,30.725,AL,514_999.tsv,Bio-power,ST-OT
97,97,406,1979,1,-80.875,2,39.775,WV,695_1142.tsv,Coal,ST-OT
98,98,433,2036,1,-75.525,5,39.575,DE,691_1249.tsv,Oil,ST-OT
99,99,438,2046,1,-121.325,1,37.925,CA,658_333.tsv,Bio-power,ST-OT
100,100,545,2240,1,-87.975,2,30.975,AL,519_1000.tsv,Coal,ST-OT
101,101,547,2242,1,-85.975,2,33.975,AL,579_1040.tsv,Coal,ST-OT
102,102,548,2242,1,-85.975,5,33.975,AL,579_1040.tsv,Oil,ST-OT
103,103,549,2243,1,-87.175,2,33.625,AL,572_1016.tsv,Coal,ST-OT
104,104,551,2244,1,-87.775,2,32.575,AL,551_1004.tsv,Coal,ST-OT
105,105,552,2245,1,-86.475,5,33.225,AL,564_1030.tsv,Oil,ST-OT
106,106,554,2245,1,-86.475,2,33.225,AL,564_1030.tsv,Coal,ST-OT
107,107,555,2246,1,-87.825,2,34.775,AL,595_1003.tsv,Coal,ST-OT
108,108,557,2250,1,-87.925,2,31.475,AL,529_1001.tsv,Coal,ST-OT
109,109,562,2257,1,-91.525,5,29.825,LA,496_929.tsv,Oil,ST-OT
110,110,582,2278,1,-92.925,5,34.425,AR,588_901.tsv,Oil,ST-OT
111,111,601,2325,1,-72.075,5,41.425,CT,728_1318.tsv,Oil,ST-OT
112,112,602,2327,1,-72.575,5,41.525,CT,730_1308.tsv,Oil,ST-OT
113,113,607,2332,1,-75.575,5,39.625,DE,692_1248.tsv,Oil,ST-OT
114,114,618,2350,1,-83.175,5,30.375,FL,507_1096.tsv,Oil,ST-OT
115,115,620,2351,1,-87.225,2,30.575,FL,511_1015.tsv,Coal,ST-OT
116,116,625,2361,1,-81.425,5,30.375,FL,507_1131.tsv,Oil,ST-OT
117,117,626,2361,1,-81.425,2,30.375,FL,507_1131.tsv,Coal,ST-OT
118,118,637,2372,1,-85.375,2,34.225,GA,584_1052.tsv,Coal,ST-OT
119,119,638,2375,1,-84.175,2,31.425,GA,528_1076.tsv,Coal,ST-OT
120,120,641,2378,1,-90.475,2,41.525,IA,730_950.tsv,Coal,ST-OT
121,121,642,2382,1,-89.675,2,40.575,IL,711_966.tsv,Coal,ST-OT
122,122,645,2390,1,-88.125,2,41.525,IL,730_997.tsv,Coal,ST-OT
123,123,648,2396,1,-88.075,2,41.625,IL,732_998.tsv,Coal,ST-OT
124,124,649,2398,1,-88.875,2,37.225,IL,644_982.tsv,Coal,ST-OT
125,125,652,2401,1,-89.325,2,41.275,IL,725_973.tsv,Coal,ST-OT
126,126,653,2405,1,-90.125,2,38.825,IL,676_957.tsv,Coal,ST-OT
127,127,656,2411,1,-85.425,2,38.725,IN,674_1051.tsv,Coal,ST-OT
128,128,657,2414,1,-86.175,2,39.725,IN,694_1036.tsv,Coal,ST-OT
129,129,659,2414,1,-86.175,5,39.725,IN,694_1036.tsv,Oil,ST-OT
130,130,661,2416,1,-87.275,2,38.525,IN,670_1014.tsv,Coal,ST-OT
131,131,665,2420,1,-87.425,2,39.925,IN,698_1011.tsv,Coal,ST-OT
132,132,668,2423,1,-85.825,2,38.275,IN,665_1043.tsv,Coal,ST-OT
133,133,670,2424,1,-87.425,2,39.525,IN,690_1011.tsv,Coal,ST-OT
134,134,671,2425,1,-87.325,2,37.875,IN,657_1013.tsv,Coal,ST-OT
135,135,674,2429,1,-90.625,2,42.525,IA,750_947.tsv,Coal,ST-OT
136,136,675,2429,1,-90.625,5,42.525,IA,750_947.tsv,Oil,ST-OT
137,137,676,2430,1,-91.175,2,43.325,IA,766_936.tsv,Coal,ST-OT
138,138,678,2433,1,-91.625,2,41.975,IA,739_927.tsv,Coal,ST-OT
139,139,682,2436,1,-95.875,2,41.175,IA,723_842.tsv,Coal,ST-OT
140,140,683,2437,1,-96.375,2,42.325,IA,746_832.tsv,Coal,ST-OT
141,141,684,2438,1,-91.125,2,40.775,IA,715_937.tsv,Coal,ST-OT
142,142,686,2440,1,-92.425,2,42.525,IA,750_911.tsv,Coal,ST-OT
143,143,699,2457,1,-94.625,2,39.125,KS,682_867.tsv,Coal,ST-OT
144,144,706,2466,1,-87.075,2,37.825,KY,656_1018.tsv,Coal,ST-OT
145,145,708,2468,1,-88.775,2,37.175,KY,643_984.tsv,Coal,ST-OT
146,146,734,73009,1,-91.375,5,35.275,AR,605_932.tsv,Oil,ST-OT
147,147,751,73358,1,-87.125,4,34.725,AL,594_1017.tsv,Nuclear,ST-OT
148,148,759,73485,1,-76.325,4,38.425,MD,668_1233.tsv,Nuclear,ST-OT
149,149,763,73519,1,-67.975,5,46.825,ME,836_1400.tsv,Oil,ST-OT
150,150,779,73740,1,-79.925,2,32.825,SC,556_1161.tsv,Coal,ST-OT
151,151,785,73813,1,-95.675,4,40.375,NE,707_846.tsv,Nuclear,ST-OT
152,152,788,73855,1,-79.975,1,37.775,VA,655_1160.tsv,Bio-power,ST-OT
153,153,799,74066,1,-81.475,5,40.525,OH,710_1130.tsv,Oil,ST-OT
154,154,800,74066,1,-81.475,2,40.525,OH,710_1130.tsv,Coal,ST-OT
155,155,816,74298,1,-97.175,5,40.175,NE,703_816.tsv,Oil,ST-OT
156,156,824,74417,1,-96.075,4,41.525,NE,730_838.tsv,Nuclear,ST-OT
157,157,871,75075,1,-73.975,4,41.275,NY,725_1280.tsv,Nuclear,ST-OT
158,158,886,75189,1,-91.925,2,44.275,WI,785_921.tsv,Coal,ST-OT
159,159,906,75632,1,-92.125,1,46.725,MN,834_917.tsv,Bio-power,ST-OT
160,160,911,75751,1,-92.775,5,33.525,AR,570_904.tsv,Oil,ST-OT
161,161,933,76102,1,-96.375,2,42.275,IA,745_832.tsv,Coal,ST-OT
162,162,935,76147,1,-94.475,5,44.325,MN,786_870.tsv,Oil,ST-OT
163,163,962,76505,1,-76.225,4,39.725,PA,694_1235.tsv,Nuclear,ST-OT
164,164,978,76730,1,-92.625,4,44.625,MN,792_907.tsv,Nuclear,ST-OT
165,165,981,76780,1,-90.325,4,41.725,IL,734_953.tsv,Nuclear,ST-OT
166,166,985,76820,1,-93.475,1,47.175,MN,843_890.tsv,Bio-power,ST-OT
167,167,1021,77255,1,-90.475,4,30.025,LA,500_950.tsv,Nuclear,ST-OT
168,168,1048,77749,1,-76.675,4,37.175,VA,643_1226.tsv,Nuclear,ST-OT
169,169,1057,77977,1,-69.625,1,44.675,ME,793_1367.tsv,Bio-power,ST-OT
170,170,1067,78220,1,-97.125,5,28.875,TX,477_817.tsv,Oil,ST-OT
171,171,1127,676259,1,-82.875,5,38.625,OH,672_1102.tsv,Oil,ST-OT
