,Unnamed: 0,Unnamed: 0.1,place,cooling,lon,fuel,lat,state,dischargefile,f,c
0,0,2,1307,2,-91.225,5,30.425,LA,508_935.tsv,Oil,ST-RC
1,1,3,1308,2,-93.275,5,30.325,LA,506_894.tsv,Oil,ST-RC
2,2,4,1308,2,-93.275,2,30.325,LA,506_894.tsv,Coal,ST-RC
3,3,13,1319,2,-90.625,5,29.575,LA,491_947.tsv,Oil,ST-RC
4,4,14,1320,2,-92.025,5,30.225,LA,504_919.tsv,Oil,ST-RC
5,5,15,1322,2,-91.225,5,29.725,LA,494_935.tsv,Oil,ST-RC
6,6,16,1324,2,-91.325,5,30.675,LA,513_933.tsv,Oil,ST-RC
7,7,19,1329,2,-76.375,2,39.075,MD,681_1232.tsv,Coal,ST-RC
8,8,25,1336,2,-76.625,5,38.475,MD,669_1227.tsv,Oil,ST-RC
9,9,36,1352,2,-83.825,5,43.675,MI,773_1083.tsv,Oil,ST-RC
10,10,42,1363,2,-87.425,2,46.575,MI,831_1011.tsv,Coal,ST-RC
11,11,45,1368,2,-84.625,2,42.675,MI,753_1067.tsv,Coal,ST-RC
12,12,46,1370,2,-87.425,2,46.475,MI,829_1011.tsv,Coal,ST-RC
13,13,49,1374,2,-93.625,2,47.275,MN,845_887.tsv,Coal,ST-RC
14,14,53,1378,2,-95.975,5,36.025,OK,620_840.tsv,Oil,ST-RC
15,15,54,1380,2,-92.475,5,44.025,MN,780_910.tsv,Oil,ST-RC
16,16,55,1382,2,-88.725,5,32.275,MS,545_985.tsv,Oil,ST-RC
17,17,57,1383,2,-89.025,2,30.425,MS,508_979.tsv,Coal,ST-RC
18,18,58,1383,2,-89.025,5,30.425,MS,508_979.tsv,Oil,ST-RC
19,19,60,1384,2,-90.975,5,32.275,MS,545_940.tsv,Oil,ST-RC
20,20,61,1386,2,-90.175,5,32.275,MS,545_956.tsv,Oil,ST-RC
21,21,63,1387,2,-89.325,5,31.525,MS,530_973.tsv,Oil,ST-RC
22,22,64,1388,2,-94.575,2,37.375,MO,647_868.tsv,Coal,ST-RC
23,23,67,1390,2,-93.925,2,38.325,MO,666_881.tsv,Coal,ST-RC
24,24,70,1393,2,-94.925,5,39.725,MO,694_861.tsv,Oil,ST-RC
25,25,74,1397,2,-92.275,2,38.975,MO,679_914.tsv,Coal,ST-RC
26,26,75,1398,2,-94.325,2,39.075,MO,681_873.tsv,Coal,ST-RC
27,27,76,1399,2,-93.275,2,37.075,MO,641_894.tsv,Coal,ST-RC
28,28,79,1406,2,-96.475,2,41.425,NE,728_830.tsv,Coal,ST-RC
29,29,80,1408,2,-96.775,2,40.575,NE,711_824.tsv,Coal,ST-RC
30,30,82,1410,2,-95.925,2,41.325,NE,726_841.tsv,Coal,ST-RC
31,31,84,1412,2,-114.625,2,36.675,NV,633_467.tsv,Coal,ST-RC
32,32,85,1414,2,-119.125,5,39.125,NV,682_377.tsv,Oil,ST-RC
33,33,86,1415,2,-119.525,5,39.575,NV,691_369.tsv,Oil,ST-RC
34,34,91,1419,2,-74.625,2,39.275,NJ,685_1267.tsv,Coal,ST-RC
35,35,92,1419,2,-74.625,5,39.275,NJ,685_1267.tsv,Oil,ST-RC
36,36,97,1436,2,-108.475,2,36.725,NM,634_590.tsv,Coal,ST-RC
37,37,98,1437,2,-106.575,5,31.825,NM,536_628.tsv,Oil,ST-RC
38,38,99,1439,2,-103.325,5,32.725,NM,554_693.tsv,Oil,ST-RC
39,39,100,1441,2,-106.625,5,35.175,NM,603_627.tsv,Oil,ST-RC
40,40,101,1442,2,-108.425,2,36.725,NM,634_591.tsv,Coal,ST-RC
41,41,102,1444,2,-103.375,5,32.725,NM,554_692.tsv,Oil,ST-RC
42,42,107,1471,2,-79.225,5,42.125,NY,742_1175.tsv,Oil,ST-RC
43,43,108,1472,2,-82.575,2,35.475,NC,609_1108.tsv,Coal,ST-RC
44,44,110,1477,2,-79.075,2,36.475,NC,629_1178.tsv,Coal,ST-RC
45,45,112,1480,2,-81.025,2,35.175,NC,603_1139.tsv,Coal,ST-RC
46,46,114,1482,2,-81.775,2,35.225,NC,604_1124.tsv,Coal,ST-RC
47,47,116,1486,2,-100.875,2,46.875,ND,837_742.tsv,Coal,ST-RC
48,48,117,1487,2,-101.325,2,47.275,ND,845_733.tsv,Coal,ST-RC
49,49,119,1488,2,-101.225,2,47.075,ND,841_735.tsv,Coal,ST-RC
50,50,121,1490,2,-80.675,2,40.225,OH,704_1146.tsv,Coal,ST-RC
51,51,122,1492,2,-84.775,2,39.125,OH,682_1064.tsv,Coal,ST-RC
52,52,124,1497,2,-81.925,2,40.175,OH,703_1121.tsv,Coal,ST-RC
53,53,126,1500,2,-83.675,2,38.625,OH,672_1086.tsv,Coal,ST-RC
54,54,131,1511,2,-81.775,2,40.825,OH,716_1124.tsv,Coal,ST-RC
55,55,132,1512,2,-81.225,2,41.725,OH,734_1135.tsv,Coal,ST-RC
56,56,133,1514,2,-97.175,5,35.525,OK,610_816.tsv,Oil,ST-RC
57,57,135,1515,2,-95.275,2,35.775,OK,615_854.tsv,Coal,ST-RC
58,58,136,1516,2,-97.675,5,35.475,OK,609_806.tsv,Oil,ST-RC
59,59,137,1517,2,-96.725,5,34.975,OK,599_825.tsv,Oil,ST-RC
60,60,138,1519,2,-98.325,5,35.075,OK,601_793.tsv,Oil,ST-RC
61,61,139,1520,2,-96.025,5,36.125,OK,622_839.tsv,Oil,ST-RC
62,62,140,1521,2,-98.225,5,35.075,OK,601_795.tsv,Oil,ST-RC
63,63,142,1522,2,-99.225,5,36.425,OK,628_775.tsv,Oil,ST-RC
64,64,146,1531,2,-79.125,2,40.375,PA,707_1177.tsv,Coal,ST-RC
65,65,147,1533,2,-79.175,2,40.475,PA,709_1176.tsv,Coal,ST-RC
66,66,148,1534,2,-79.075,2,40.375,PA,707_1178.tsv,Coal,ST-RC
67,67,149,1538,2,-79.375,2,40.625,PA,712_1172.tsv,Coal,ST-RC
68,68,152,1544,2,-75.125,5,40.775,PA,715_1257.tsv,Oil,ST-RC
69,69,153,1545,2,-76.625,2,40.975,PA,719_1227.tsv,Coal,ST-RC
70,70,154,1545,2,-76.625,5,40.975,PA,719_1227.tsv,Oil,ST-RC
71,71,159,1561,2,-80.175,4,34.425,SC,588_1156.tsv,Nuclear,ST-RC
