	i	date	count	countnew
0	0	2000-01-01	1.12	0.4
1	1	2000-01-02	1.73	0.793548387097
2	2	2000-01-03	1.47	0.625806451613
3	3	2000-01-04	2.05	1.0
4	4	2000-01-05	2.05	1.0
5	5	2000-01-06	2.05	1.0
6	6	2000-01-07	2.05	1.0
7	7	2000-01-08	2.05	1.0
8	8	2000-01-09	2.05	1.0
9	9	2000-01-10	2.05	1.0
10	10	2000-01-11	2.05	1.0
11	11	2000-01-12	2.05	1.0
12	12	2000-01-13	2.05	1.0
13	13	2000-01-14	2.05	1.0
14	14	2000-01-15	2.05	1.0
15	15	2000-01-16	2.05	1.0
16	16	2000-01-17	2.05	1.0
17	17	2000-01-18	2.05	1.0
18	18	2000-01-19	2.05	1.0
19	19	2000-01-20	2.05	1.0
20	20	2000-01-21	2.05	1.0
21	21	2000-01-22	2.05	1.0
22	22	2000-01-23	2.05	1.0
23	23	2000-01-24	2.05	1.0
24	24	2000-01-25	2.05	1.0
25	25	2000-01-26	2.05	1.0
26	26	2000-01-27	2.05	1.0
27	27	2000-01-28	2.05	1.0
28	28	2000-01-29	2.05	1.0
29	29	2000-01-30	2.05	1.0
30	30	2000-01-31	2.05	1.0
31	31	2000-02-01	2.05	1.0
32	32	2000-02-02	2.05	1.0
33	33	2000-02-03	2.05	1.0
34	34	2000-02-04	2.05	1.0
35	35	2000-02-05	2.05	1.0
36	36	2000-02-06	2.05	1.0
37	37	2000-02-07	2.05	1.0
38	38	2000-02-08	2.05	1.0
39	39	2000-02-09	2.05	1.0
40	40	2000-02-10	2.05	1.0
41	41	2000-02-11	1.98	0.954838709677
42	42	2000-02-12	2.05	1.0
43	43	2000-02-13	2.05	1.0
44	44	2000-02-14	1.97	0.948387096774
45	45	2000-02-15	2.05	1.0
46	46	2000-02-16	1.97	0.948387096774
47	47	2000-02-17	1.97	0.948387096774
48	48	2000-02-18	1.97	0.948387096774
49	49	2000-02-19	1.97	0.948387096774
50	50	2000-02-20	2.05	1.0
51	51	2000-02-21	1.97	0.948387096774
52	52	2000-02-22	2.05	1.0
53	53	2000-02-23	2.05	1.0
54	54	2000-02-24	2.05	1.0
55	55	2000-02-25	2.05	1.0
56	56	2000-02-26	2.05	1.0
57	57	2000-02-27	2.05	1.0
58	58	2000-02-28	2.05	1.0
59	59	2000-02-29	1.97	0.948387096774
60	60	2000-03-01	1.96	0.941935483871
61	61	2000-03-02	1.96	0.941935483871
62	62	2000-03-03	1.97	0.948387096774
63	63	2000-03-04	2.05	1.0
64	64	2000-03-05	2.05	1.0
65	65	2000-03-06	2.05	1.0
66	66	2000-03-07	1.98	0.954838709677
67	67	2000-03-08	1.97	0.948387096774
68	68	2000-03-09	1.96	0.941935483871
69	69	2000-03-10	1.96	0.941935483871
70	70	2000-03-11	2.05	1.0
71	71	2000-03-12	2.05	1.0
72	72	2000-03-13	2.05	1.0
73	73	2000-03-14	2.05	1.0
74	74	2000-03-15	2.05	1.0
75	75	2000-03-16	2.05	1.0
76	76	2000-03-17	2.05	1.0
77	77	2000-03-18	2.05	1.0
78	78	2000-03-19	2.05	1.0
79	79	2000-03-20	2.05	1.0
80	80	2000-03-21	2.05	1.0
81	81	2000-03-22	2.05	1.0
82	82	2000-03-23	1.96	0.941935483871
83	83	2000-03-24	1.95	0.935483870968
84	84	2000-03-25	1.97	0.948387096774
85	85	2000-03-26	2.05	1.0
86	86	2000-03-27	1.97	0.948387096774
87	87	2000-03-28	1.97	0.948387096774
88	88	2000-03-29	2.05	1.0
89	89	2000-03-30	2.05	1.0
90	90	2000-03-31	2.05	1.0
91	91	2000-04-01	2.05	1.0
92	92	2000-04-02	1.98	0.954838709677
93	93	2000-04-03	2.05	1.0
94	94	2000-04-04	2.05	1.0
95	95	2000-04-05	2.05	1.0
96	96	2000-04-06	2.05	1.0
97	97	2000-04-07	1.98	0.954838709677
98	98	2000-04-08	2.05	1.0
99	99	2000-04-09	2.05	1.0
100	100	2000-04-10	2.05	1.0
101	101	2000-04-11	2.05	1.0
102	102	2000-04-12	1.96	0.941935483871
103	103	2000-04-13	1.89	0.896774193548
104	104	2000-04-14	1.61	0.716129032258
105	105	2000-04-15	1.72	0.787096774194
106	106	2000-04-16	1.96	0.941935483871
107	107	2000-04-17	2.05	1.0
108	108	2000-04-18	2.05	1.0
109	109	2000-04-19	2.05	1.0
110	110	2000-04-20	2.05	1.0
111	111	2000-04-21	1.98	0.954838709677
112	112	2000-04-22	1.8	0.838709677419
113	113	2000-04-23	1.31	0.522580645161
114	114	2000-04-24	1.84	0.864516129032
115	115	2000-04-25	1.49	0.638709677419
116	116	2000-04-26	1.33	0.535483870968
117	117	2000-04-27	1.09	0.38064516129
118	118	2000-04-28	1.48	0.632258064516
119	119	2000-04-29	1.21	0.458064516129
120	120	2000-04-30	1.16	0.425806451613
121	121	2000-05-01	1.24	0.477419354839
122	122	2000-05-02	1.44	0.606451612903
123	123	2000-05-03	1.96	0.941935483871
124	124	2000-05-04	1.64	0.735483870968
125	125	2000-05-05	1.24	0.477419354839
126	126	2000-05-06	1.58	0.696774193548
127	127	2000-05-07	1.48	0.632258064516
128	128	2000-05-08	1.31	0.522580645161
129	129	2000-05-09	1.95	0.935483870968
130	130	2000-05-10	2.05	1.0
131	131	2000-05-11	1.51	0.651612903226
132	132	2000-05-12	1.39	0.574193548387
133	133	2000-05-13	1.09	0.38064516129
134	134	2000-05-14	0.95	0.290322580645
135	135	2000-05-15	0.8	0.193548387097
136	136	2000-05-16	1.07	0.367741935484
137	137	2000-05-17	1.12	0.4
138	138	2000-05-18	0.96	0.296774193548
139	139	2000-05-19	0.79	0.187096774194
140	140	2000-05-20	0.57	0.0451612903226
141	141	2000-05-21	0.5	0.0
142	142	2000-05-22	0.94	0.283870967742
143	143	2000-05-23	1.01	0.329032258065
144	144	2000-05-24	1.11	0.393548387097
145	145	2000-05-25	0.95	0.290322580645
146	146	2000-05-26	0.92	0.270967741935
147	147	2000-05-27	0.79	0.187096774194
148	148	2000-05-28	0.72	0.141935483871
149	149	2000-05-29	1.94	0.929032258065
150	150	2000-05-30	1.93	0.922580645161
151	151	2000-05-31	1.93	0.922580645161
152	152	2000-06-01	1.93	0.922580645161
153	153	2000-06-02	1.93	0.922580645161
154	154	2000-06-03	1.91	0.909677419355
155	155	2000-06-04	1.22	0.464516129032
156	156	2000-06-05	1.61	0.716129032258
157	157	2000-06-06	1.91	0.909677419355
158	158	2000-06-07	1.33	0.535483870968
159	159	2000-06-08	0.88	0.245161290323
160	160	2000-06-09	0.79	0.187096774194
161	161	2000-06-10	0.74	0.154838709677
162	162	2000-06-11	0.64	0.0903225806452
163	163	2000-06-12	0.65	0.0967741935484
164	164	2000-06-13	0.68	0.116129032258
165	165	2000-06-14	0.59	0.058064516129
166	166	2000-06-15	0.58	0.0516129032258
167	167	2000-06-16	0.53	0.0193548387097
168	168	2000-06-17	0.54	0.0258064516129
169	169	2000-06-18	0.79	0.187096774194
170	170	2000-06-19	1.93	0.922580645161
171	171	2000-06-20	1.93	0.922580645161
172	172	2000-06-21	1.92	0.916129032258
173	173	2000-06-22	1.91	0.909677419355
174	174	2000-06-23	1.9	0.903225806452
175	175	2000-06-24	1.9	0.903225806452
176	176	2000-06-25	1.9	0.903225806452
177	177	2000-06-26	1.91	0.909677419355
178	178	2000-06-27	1.88	0.890322580645
179	179	2000-06-28	1.89	0.896774193548
180	180	2000-06-29	1.9	0.903225806452
181	181	2000-06-30	1.92	0.916129032258
182	182	2000-07-01	1.93	0.922580645161
183	183	2000-07-02	1.93	0.922580645161
184	184	2000-07-03	1.93	0.922580645161
185	185	2000-07-04	1.91	0.909677419355
186	186	2000-07-05	1.92	0.916129032258
187	187	2000-07-06	1.91	0.909677419355
188	188	2000-07-07	1.93	0.922580645161
189	189	2000-07-08	1.9	0.903225806452
190	190	2000-07-09	1.9	0.903225806452
191	191	2000-07-10	1.91	0.909677419355
192	192	2000-07-11	1.91	0.909677419355
193	193	2000-07-12	1.9	0.903225806452
194	194	2000-07-13	1.91	0.909677419355
195	195	2000-07-14	1.91	0.909677419355
196	196	2000-07-15	1.9	0.903225806452
197	197	2000-07-16	1.89	0.896774193548
198	198	2000-07-17	1.89	0.896774193548
199	199	2000-07-18	1.9	0.903225806452
200	200	2000-07-19	1.9	0.903225806452
201	201	2000-07-20	1.91	0.909677419355
202	202	2000-07-21	1.91	0.909677419355
