	i	date	count	countnew
0	0	2000-01-01	0.92	0.114173228346
1	1	2000-01-02	3.17	1.0
2	2	2000-01-03	3.17	1.0
3	3	2000-01-04	3.17	1.0
4	4	2000-01-05	3.17	1.0
5	5	2000-01-06	3.17	1.0
6	6	2000-01-07	3.17	1.0
7	7	2000-01-08	3.17	1.0
8	8	2000-01-09	3.17	1.0
9	9	2000-01-10	3.17	1.0
10	10	2000-01-11	3.17	1.0
11	11	2000-01-12	3.17	1.0
12	12	2000-01-13	3.17	1.0
13	13	2000-01-14	3.17	1.0
14	14	2000-01-15	3.17	1.0
15	15	2000-01-16	3.17	1.0
16	16	2000-01-17	3.15	0.992125984252
17	17	2000-01-18	3.1	0.972440944882
18	18	2000-01-19	3.05	0.952755905512
19	19	2000-01-20	3.0	0.933070866142
20	20	2000-01-21	2.95	0.913385826772
21	21	2000-01-22	2.9	0.893700787402
22	22	2000-01-23	2.85	0.874015748031
23	23	2000-01-24	3.17	1.0
24	24	2000-01-25	3.17	1.0
25	25	2000-01-26	3.17	1.0
26	26	2000-01-27	3.17	1.0
27	27	2000-01-28	3.17	1.0
28	28	2000-01-29	3.17	1.0
29	29	2000-01-30	3.17	1.0
30	30	2000-01-31	3.17	1.0
31	31	2000-02-01	3.17	1.0
32	32	2000-02-02	3.17	1.0
33	33	2000-02-03	3.17	1.0
34	34	2000-02-04	3.17	1.0
35	35	2000-02-05	3.17	1.0
36	36	2000-02-06	3.17	1.0
37	37	2000-02-07	3.17	1.0
38	38	2000-02-08	3.17	1.0
39	39	2000-02-09	3.17	1.0
40	40	2000-02-10	3.17	1.0
41	41	2000-02-11	3.17	1.0
42	42	2000-02-12	3.17	1.0
43	43	2000-02-13	3.17	1.0
44	44	2000-02-14	3.17	1.0
45	45	2000-02-15	3.17	1.0
46	46	2000-02-16	3.17	1.0
47	47	2000-02-17	3.17	1.0
48	48	2000-02-18	3.17	1.0
49	49	2000-02-19	3.17	1.0
50	50	2000-02-20	3.17	1.0
51	51	2000-02-21	3.17	1.0
52	52	2000-02-22	3.17	1.0
53	53	2000-02-23	3.17	1.0
54	54	2000-02-24	3.17	1.0
55	55	2000-02-25	3.17	1.0
56	56	2000-02-26	3.17	1.0
57	57	2000-02-27	3.17	1.0
58	58	2000-02-28	3.17	1.0
59	59	2000-02-29	3.17	1.0
60	60	2000-03-01	3.17	1.0
61	61	2000-03-02	3.17	1.0
62	62	2000-03-03	3.17	1.0
63	63	2000-03-04	3.17	1.0
64	64	2000-03-05	3.17	1.0
65	65	2000-03-06	3.17	1.0
66	66	2000-03-07	3.17	1.0
67	67	2000-03-08	3.17	1.0
68	68	2000-03-09	3.17	1.0
69	69	2000-03-10	3.17	1.0
70	70	2000-03-11	3.17	1.0
71	71	2000-03-12	3.17	1.0
72	72	2000-03-13	3.17	1.0
73	73	2000-03-14	3.17	1.0
74	74	2000-03-15	3.17	1.0
75	75	2000-03-16	3.17	1.0
76	76	2000-03-17	3.17	1.0
77	77	2000-03-18	3.17	1.0
78	78	2000-03-19	3.17	1.0
79	79	2000-03-20	3.17	1.0
80	80	2000-03-21	3.17	1.0
81	81	2000-03-22	3.17	1.0
82	82	2000-03-23	3.17	1.0
83	83	2000-03-24	3.17	1.0
84	84	2000-03-25	3.17	1.0
85	85	2000-03-26	3.17	1.0
86	86	2000-03-27	3.17	1.0
87	87	2000-03-28	3.17	1.0
88	88	2000-03-29	3.17	1.0
89	89	2000-03-30	3.17	1.0
90	90	2000-03-31	3.17	1.0
91	91	2000-04-01	3.17	1.0
92	92	2000-04-02	3.17	1.0
93	93	2000-04-03	3.17	1.0
94	94	2000-04-04	3.17	1.0
95	95	2000-04-05	3.17	1.0
96	96	2000-04-06	3.17	1.0
97	97	2000-04-07	3.17	1.0
98	98	2000-04-08	3.17	1.0
99	99	2000-04-09	3.17	1.0
100	100	2000-04-10	3.17	1.0
101	101	2000-04-11	3.17	1.0
102	102	2000-04-12	3.17	1.0
103	103	2000-04-13	3.17	1.0
104	104	2000-04-14	3.17	1.0
105	105	2000-04-15	3.17	1.0
106	106	2000-04-16	3.17	1.0
107	107	2000-04-17	3.17	1.0
108	108	2000-04-18	3.17	1.0
109	109	2000-04-19	3.17	1.0
110	110	2000-04-20	3.17	1.0
111	111	2000-04-21	3.17	1.0
112	112	2000-04-22	3.17	1.0
113	113	2000-04-23	3.17	1.0
114	114	2000-04-24	3.17	1.0
115	115	2000-04-25	3.17	1.0
116	116	2000-04-26	3.17	1.0
117	117	2000-04-27	3.17	1.0
118	118	2000-04-28	3.17	1.0
119	119	2000-04-29	3.17	1.0
120	120	2000-04-30	3.17	1.0
121	121	2000-05-01	3.17	1.0
122	122	2000-05-02	3.17	1.0
123	123	2000-05-03	3.17	1.0
124	124	2000-05-04	3.17	1.0
125	125	2000-05-05	3.17	1.0
126	126	2000-05-06	3.17	1.0
127	127	2000-05-07	3.17	1.0
128	128	2000-05-08	3.17	1.0
129	129	2000-05-09	3.17	1.0
130	130	2000-05-10	3.17	1.0
131	131	2000-05-11	3.17	1.0
132	132	2000-05-12	3.17	1.0
133	133	2000-05-13	3.17	1.0
134	134	2000-05-14	3.17	1.0
135	135	2000-05-15	3.17	1.0
136	136	2000-05-16	3.17	1.0
137	137	2000-05-17	3.17	1.0
138	138	2000-05-18	3.06	0.956692913386
139	139	2000-05-19	3.17	1.0
140	140	2000-05-20	3.17	1.0
141	141	2000-05-21	3.17	1.0
142	142	2000-05-22	3.17	1.0
143	143	2000-05-23	3.05	0.952755905512
144	144	2000-05-24	3.04	0.948818897638
145	145	2000-05-25	3.05	0.952755905512
146	146	2000-05-26	3.17	1.0
147	147	2000-05-27	3.17	1.0
148	148	2000-05-28	3.17	1.0
149	149	2000-05-29	3.17	1.0
150	150	2000-05-30	3.17	1.0
151	151	2000-05-31	3.17	1.0
152	152	2000-06-01	3.06	0.956692913386
153	153	2000-06-02	3.17	1.0
154	154	2000-06-03	3.17	1.0
155	155	2000-06-04	3.17	1.0
156	156	2000-06-05	3.06	0.956692913386
157	157	2000-06-06	3.06	0.956692913386
158	158	2000-06-07	3.04	0.948818897638
159	159	2000-06-08	2.96	0.917322834646
160	160	2000-06-09	2.97	0.92125984252
161	161	2000-06-10	3.0	0.933070866142
162	162	2000-06-11	3.0	0.933070866142
163	163	2000-06-12	2.98	0.925196850394
164	164	2000-06-13	2.99	0.929133858268
165	165	2000-06-14	3.02	0.94094488189
166	166	2000-06-15	3.06	0.956692913386
167	167	2000-06-16	3.17	1.0
168	168	2000-06-17	3.17	1.0
169	169	2000-06-18	3.17	1.0
170	170	2000-06-19	3.04	0.948818897638
171	171	2000-06-20	3.06	0.956692913386
172	172	2000-06-21	3.04	0.948818897638
173	173	2000-06-22	3.03	0.944881889764
174	174	2000-06-23	3.17	1.0
175	175	2000-06-24	3.06	0.956692913386
176	176	2000-06-25	3.06	0.956692913386
177	177	2000-06-26	2.02	0.547244094488
178	178	2000-06-27	3.17	1.0
179	179	2000-06-28	3.17	1.0
180	180	2000-06-29	3.06	0.956692913386
181	181	2000-06-30	3.01	0.937007874016
182	182	2000-07-01	3.01	0.937007874016
183	183	2000-07-02	2.83	0.866141732283
184	184	2000-07-03	3.06	0.956692913386
185	185	2000-07-04	3.17	1.0
186	186	2000-07-05	2.57	0.763779527559
187	187	2000-07-06	1.93	0.511811023622
188	188	2000-07-07	2.35	0.677165354331
189	189	2000-07-08	3.04	0.948818897638
190	190	2000-07-09	3.04	0.948818897638
191	191	2000-07-10	2.75	0.834645669291
192	192	2000-07-11	2.89	0.889763779528
193	193	2000-07-12	2.83	0.866141732283
194	194	2000-07-13	2.54	0.751968503937
195	195	2000-07-14	2.41	0.700787401575
196	196	2000-07-15	3.05	0.952755905512
197	197	2000-07-16	2.76	0.838582677165
198	198	2000-07-17	2.5	0.736220472441
199	199	2000-07-18	1.57	0.370078740157
200	200	2000-07-19	2.18	0.610236220472
201	201	2000-07-20	2.23	0.629921259843
202	202	2000-07-21	3.17	1.0
203	203	2000-07-22	1.75	0.44094488189
204	204	2000-07-23	1.75	0.44094488189
205	205	2000-07-24	2.81	0.858267716535
206	206	2000-07-25	2.19	0.614173228346
207	207	2000-07-26	2.21	0.622047244094
208	208	2000-07-27	1.66	0.405511811024
209	209	2000-07-28	2.95	0.913385826772
210	210	2000-07-29	3.12	0.98031496063
211	211	2000-07-30	2.84	0.870078740157
212	212	2000-07-31	2.45	0.716535433071
213	213	2000-08-01	2.21	0.622047244094
214	214	2000-08-02	2.22	0.625984251969
215	215	2000-08-03	2.66	0.799212598425
216	216	2000-08-04	1.71	0.425196850394
217	217	2000-08-05	2.73	0.826771653543
218	218	2000-08-06	2.0	0.53937007874
219	219	2000-08-07	2.9	0.893700787402
220	220	2000-08-08	1.62	0.389763779528
221	221	2000-08-09	1.21	0.228346456693
222	222	2000-08-10	1.69	0.417322834646
223	223	2000-08-11	2.51	0.740157480315
224	224	2000-08-12	2.09	0.574803149606
225	225	2000-08-13	2.28	0.649606299213
226	226	2000-08-14	1.4	0.303149606299
227	227	2000-08-15	1.76	0.444881889764
228	228	2000-08-16	1.6	0.38188976378
229	229	2000-08-17	1.88	0.492125984252
230	230	2000-08-18	1.69	0.417322834646
