	i	date	count	countnew
0	0	2000-01-01	2.87	1.0
1	1	2000-01-02	2.87	1.0
2	2	2000-01-03	2.87	1.0
3	3	2000-01-04	2.87	1.0
4	4	2000-01-05	2.87	1.0
5	5	2000-01-06	2.87	1.0
6	6	2000-01-07	2.87	1.0
7	7	2000-01-08	2.87	1.0
8	8	2000-01-09	2.87	1.0
9	9	2000-01-10	2.87	1.0
10	10	2000-01-11	2.87	1.0
11	11	2000-01-12	2.87	1.0
12	12	2000-01-13	2.87	1.0
13	13	2000-01-14	2.87	1.0
14	14	2000-01-15	2.87	1.0
15	15	2000-01-16	2.87	1.0
16	16	2000-01-17	2.87	1.0
17	17	2000-01-18	2.87	1.0
18	18	2000-01-19	2.87	1.0
19	19	2000-01-20	2.87	1.0
20	20	2000-01-21	2.87	1.0
21	21	2000-01-22	2.87	1.0
22	22	2000-01-23	2.87	1.0
23	23	2000-01-24	2.87	1.0
24	24	2000-01-25	2.87	1.0
25	25	2000-01-26	2.87	1.0
26	26	2000-01-27	2.87	1.0
27	27	2000-01-28	2.87	1.0
28	28	2000-01-29	2.87	1.0
29	29	2000-01-30	2.87	1.0
30	30	2000-01-31	2.87	1.0
31	31	2000-02-01	2.87	1.0
32	32	2000-02-02	2.87	1.0
33	33	2000-02-03	2.87	1.0
34	34	2000-02-04	2.87	1.0
35	35	2000-02-05	2.87	1.0
36	36	2000-02-06	2.87	1.0
37	37	2000-02-07	2.87	1.0
38	38	2000-02-08	2.87	1.0
39	39	2000-02-09	2.87	1.0
40	40	2000-02-10	2.87	1.0
41	41	2000-02-11	2.87	1.0
42	42	2000-02-12	2.87	1.0
43	43	2000-02-13	2.87	1.0
44	44	2000-02-14	2.87	1.0
45	45	2000-02-15	2.87	1.0
46	46	2000-02-16	2.87	1.0
47	47	2000-02-17	2.87	1.0
48	48	2000-02-18	2.87	1.0
49	49	2000-02-19	2.87	1.0
50	50	2000-02-20	2.87	1.0
51	51	2000-02-21	2.87	1.0
52	52	2000-02-22	2.87	1.0
53	53	2000-02-23	2.87	1.0
54	54	2000-02-24	2.87	1.0
55	55	2000-02-25	2.87	1.0
