	i	date	count	countnew
0	0	2000-01-01	0.0	0.0
1	1	2000-01-02	0.0	0.0
2	2	2000-01-03	0.0	0.0
3	3	2000-01-04	0.0	0.0
4	4	2000-01-05	0.0	0.0
5	5	2000-01-06	0.0	0.0
6	6	2000-01-07	0.0	0.0
7	7	2000-01-08	0.0	0.0
8	8	2000-01-09	0.0	0.0
9	9	2000-01-10	0.0	0.0
10	10	2000-01-11	0.0	0.0
11	11	2000-01-12	0.0	0.0
12	12	2000-01-13	0.0	0.0
13	13	2000-01-14	0.0	0.0
14	14	2000-01-15	0.0	0.0
15	15	2000-01-16	0.0	0.0
16	16	2000-01-17	0.0	0.0
17	17	2000-01-18	0.0	0.0
18	18	2000-01-19	0.0	0.0
19	19	2000-01-20	0.0	0.0
20	20	2000-01-21	0.0	0.0
21	21	2000-01-22	0.0	0.0
22	22	2000-01-23	0.0	0.0
23	23	2000-01-24	0.0	0.0
24	24	2000-01-25	0.0	0.0
25	25	2000-01-26	0.0	0.0
26	26	2000-01-27	0.0	0.0
27	27	2000-01-28	0.0	0.0
28	28	2000-01-29	0.0	0.0
29	29	2000-01-30	0.0	0.0
30	30	2000-01-31	0.0	0.0
31	31	2000-02-01	0.0	0.0
32	32	2000-02-02	0.0	0.0
33	33	2000-02-03	0.0	0.0
34	34	2000-02-04	0.0	0.0
35	35	2000-02-05	0.0	0.0
36	36	2000-02-06	0.0	0.0
37	37	2000-02-07	0.98	0.98
38	38	2000-02-08	1.0	1.0
39	39	2000-02-09	1.0	1.0
40	40	2000-02-10	0.98	0.98
41	41	2000-02-11	1.0	1.0
42	42	2000-02-12	0.97	0.97
43	43	2000-02-13	0.97	0.97
44	44	2000-02-14	0.97	0.97
45	45	2000-02-15	1.0	1.0
46	46	2000-02-16	1.0	1.0
47	47	2000-02-17	0.97	0.97
48	48	2000-02-18	1.0	1.0
49	49	2000-02-19	1.0	1.0
50	50	2000-02-20	0.98	0.98
51	51	2000-02-21	0.97	0.97
