	i	date	count	countnew
0	0	2000-01-01	1.04	1.0
1	1	2000-01-02	1.04	1.0
2	2	2000-01-03	1.04	1.0
3	3	2000-01-04	0.99	0.583333333333
4	4	2000-01-05	1.04	1.0
5	5	2000-01-06	1.04	1.0
6	6	2000-01-07	1.04	1.0
7	7	2000-01-08	1.04	1.0
8	8	2000-01-09	1.04	1.0
9	9	2000-01-10	1.04	1.0
10	10	2000-01-11	1.04	1.0
11	11	2000-01-12	1.04	1.0
12	12	2000-01-13	1.04	1.0
13	13	2000-01-14	1.04	1.0
14	14	2000-01-15	1.04	1.0
15	15	2000-01-16	1.04	1.0
16	16	2000-01-17	0.99	0.583333333333
17	17	2000-01-18	0.98	0.5
18	18	2000-01-19	0.98	0.5
19	19	2000-01-20	0.98	0.5
20	20	2000-01-21	1.0	0.666666666667
21	21	2000-01-22	1.0	0.666666666667
22	22	2000-01-23	1.04	1.0
23	23	2000-01-24	0.98	0.5
24	24	2000-01-25	0.98	0.5
25	25	2000-01-26	1.04	1.0
26	26	2000-01-27	1.04	1.0
27	27	2000-01-28	1.04	1.0
28	28	2000-01-29	1.04	1.0
29	29	2000-01-30	1.04	1.0
30	30	2000-01-31	1.04	1.0
31	31	2000-02-01	1.04	1.0
32	32	2000-02-02	1.0	0.666666666667
33	33	2000-02-03	1.04	1.0
34	34	2000-02-04	1.04	1.0
35	35	2000-02-05	1.0	0.666666666667
36	36	2000-02-06	1.0	0.666666666667
37	37	2000-02-07	0.99	0.583333333333
38	38	2000-02-08	0.98	0.5
39	39	2000-02-09	0.98	0.5
40	40	2000-02-10	0.98	0.5
41	41	2000-02-11	0.99	0.583333333333
42	42	2000-02-12	0.99	0.583333333333
43	43	2000-02-13	0.98	0.5
44	44	2000-02-14	0.97	0.416666666667
45	45	2000-02-15	1.0	0.666666666667
46	46	2000-02-16	1.0	0.666666666667
47	47	2000-02-17	0.97	0.416666666667
48	48	2000-02-18	0.98	0.5
49	49	2000-02-19	0.98	0.5
50	50	2000-02-20	0.97	0.416666666667
51	51	2000-02-21	0.98	0.5
52	52	2000-02-22	1.0	0.666666666667
53	53	2000-02-23	1.04	1.0
54	54	2000-02-24	1.04	1.0
55	55	2000-02-25	1.04	1.0
56	56	2000-02-26	1.04	1.0
57	57	2000-02-27	1.0	0.666666666667
