	i	date	count	countnew
0	0	2000-01-01	0.24	0.0294985250737
1	1	2000-01-02	0.21	0.0206489675516
2	2	2000-01-03	0.23	0.0265486725664
3	3	2000-01-04	0.23	0.0265486725664
4	4	2000-01-05	0.22	0.023598820059
5	5	2000-01-06	0.22	0.023598820059
6	6	2000-01-07	0.22	0.023598820059
7	7	2000-01-08	0.21	0.0206489675516
8	8	2000-01-09	1.17	0.30383480826
9	9	2000-01-10	0.22	0.023598820059
10	10	2000-01-11	0.22	0.023598820059
11	11	2000-01-12	0.26	0.0353982300885
12	12	2000-01-13	0.21	0.0206489675516
13	13	2000-01-14	0.21	0.0206489675516
14	14	2000-01-15	0.2	0.0176991150442
15	15	2000-01-16	0.2	0.0176991150442
16	16	2000-01-17	0.2	0.0176991150442
17	17	2000-01-18	0.19	0.0147492625369
18	18	2000-01-19	0.19	0.0147492625369
19	19	2000-01-20	1.18	0.306784660767
20	20	2000-01-21	0.2	0.0176991150442
21	21	2000-01-22	0.2	0.0176991150442
22	22	2000-01-23	0.19	0.0147492625369
23	23	2000-01-24	0.19	0.0147492625369
24	24	2000-01-25	0.19	0.0147492625369
25	25	2000-01-26	2.91	0.817109144543
26	26	2000-01-27	0.44	0.0884955752212
27	27	2000-01-28	0.23	0.0265486725664
28	28	2000-01-29	0.23	0.0265486725664
29	29	2000-01-30	0.22	0.023598820059
30	30	2000-01-31	0.22	0.023598820059
31	31	2000-02-01	0.21	0.0206489675516
32	32	2000-02-02	0.21	0.0206489675516
33	33	2000-02-03	0.21	0.0206489675516
34	34	2000-02-04	0.2	0.0176991150442
35	35	2000-02-05	0.19	0.0147492625369
36	36	2000-02-06	0.2	0.0176991150442
37	37	2000-02-07	0.19	0.0147492625369
38	38	2000-02-08	0.17	0.00884955752212
39	39	2000-02-09	0.14	0.0
40	40	2000-02-10	3.53	1.0
41	41	2000-02-11	0.32	0.0530973451327
42	42	2000-02-12	0.31	0.0501474926254
43	43	2000-02-13	0.3	0.047197640118
44	44	2000-02-14	0.3	0.047197640118
45	45	2000-02-15	0.3	0.047197640118
46	46	2000-02-16	1.74	0.47197640118
47	47	2000-02-17	0.36	0.0648967551622
48	48	2000-02-18	0.32	0.0530973451327
49	49	2000-02-19	0.38	0.070796460177
50	50	2000-02-20	0.37	0.0678466076696
51	51	2000-02-21	3.53	1.0
52	52	2000-02-22	3.53	1.0
53	53	2000-02-23	1.76	0.477876106195
54	54	2000-02-24	1.73	0.469026548673
55	55	2000-02-25	1.7	0.46017699115
56	56	2000-02-26	1.67	0.451327433628
57	57	2000-02-27	1.63	0.439528023599
58	58	2000-02-28	1.3	0.342182890855
59	59	2000-02-29	1.23	0.321533923304
60	60	2000-03-01	1.14	0.294985250737
61	61	2000-03-02	1.18	0.306784660767
62	62	2000-03-03	3.53	1.0
63	63	2000-03-04	3.53	1.0
64	64	2000-03-05	3.53	1.0
65	65	2000-03-06	3.53	1.0
66	66	2000-03-07	3.53	1.0
67	67	2000-03-08	3.53	1.0
68	68	2000-03-09	3.53	1.0
69	69	2000-03-10	3.53	1.0
70	70	2000-03-11	3.53	1.0
71	71	2000-03-12	3.53	1.0
72	72	2000-03-13	3.53	1.0
73	73	2000-03-14	3.53	1.0
74	74	2000-03-15	3.53	1.0
75	75	2000-03-16	3.53	1.0
76	76	2000-03-17	3.53	1.0
77	77	2000-03-18	3.53	1.0
78	78	2000-03-19	3.53	1.0
79	79	2000-03-20	3.53	1.0
80	80	2000-03-21	3.53	1.0
81	81	2000-03-22	3.53	1.0
82	82	2000-03-23	3.53	1.0
83	83	2000-03-24	3.53	1.0
84	84	2000-03-25	3.53	1.0
85	85	2000-03-26	3.53	1.0
86	86	2000-03-27	3.53	1.0
87	87	2000-03-28	3.53	1.0
88	88	2000-03-29	3.53	1.0
89	89	2000-03-30	3.53	1.0
90	90	2000-03-31	3.53	1.0
91	91	2000-04-01	3.53	1.0
92	92	2000-04-02	3.53	1.0
93	93	2000-04-03	3.53	1.0
94	94	2000-04-04	3.53	1.0
95	95	2000-04-05	3.53	1.0
96	96	2000-04-06	3.53	1.0
97	97	2000-04-07	3.53	1.0
98	98	2000-04-08	3.53	1.0
99	99	2000-04-09	3.53	1.0
100	100	2000-04-10	3.53	1.0
101	101	2000-04-11	3.53	1.0
102	102	2000-04-12	3.53	1.0
103	103	2000-04-13	3.53	1.0
104	104	2000-04-14	3.53	1.0
105	105	2000-04-15	3.53	1.0
106	106	2000-04-16	3.53	1.0
107	107	2000-04-17	3.53	1.0
108	108	2000-04-18	3.53	1.0
109	109	2000-04-19	3.53	1.0
110	110	2000-04-20	3.53	1.0
111	111	2000-04-21	3.53	1.0
112	112	2000-04-22	3.53	1.0
113	113	2000-04-23	3.53	1.0
114	114	2000-04-24	3.53	1.0
115	115	2000-04-25	3.53	1.0
116	116	2000-04-26	3.53	1.0
117	117	2000-04-27	3.53	1.0
118	118	2000-04-28	3.41	0.964601769912
119	119	2000-04-29	3.38	0.955752212389
120	120	2000-04-30	3.53	1.0
121	121	2000-05-01	3.4	0.961651917404
122	122	2000-05-02	3.53	1.0
123	123	2000-05-03	3.53	1.0
124	124	2000-05-04	3.53	1.0
125	125	2000-05-05	3.53	1.0
126	126	2000-05-06	3.53	1.0
127	127	2000-05-07	3.39	0.958702064897
128	128	2000-05-08	3.4	0.961651917404
129	129	2000-05-09	3.53	1.0
130	130	2000-05-10	3.53	1.0
131	131	2000-05-11	3.53	1.0
132	132	2000-05-12	3.53	1.0
133	133	2000-05-13	3.53	1.0
134	134	2000-05-14	3.37	0.952802359882
135	135	2000-05-15	3.41	0.964601769912
136	136	2000-05-16	3.53	1.0
137	137	2000-05-17	3.53	1.0
138	138	2000-05-18	3.53	1.0
139	139	2000-05-19	3.4	0.961651917404
140	140	2000-05-20	3.3	0.93215339233
141	141	2000-05-21	3.31	0.935103244838
142	142	2000-05-22	3.31	0.935103244838
143	143	2000-05-23	3.37	0.952802359882
144	144	2000-05-24	3.36	0.949852507375
145	145	2000-05-25	3.53	1.0
146	146	2000-05-26	3.53	1.0
147	147	2000-05-27	3.53	1.0
148	148	2000-05-28	3.39	0.958702064897
149	149	2000-05-29	3.37	0.952802359882
150	150	2000-05-30	3.38	0.955752212389
151	151	2000-05-31	3.37	0.952802359882
152	152	2000-06-01	3.28	0.926253687316
153	153	2000-06-02	3.3	0.93215339233
154	154	2000-06-03	3.29	0.929203539823
155	155	2000-06-04	3.33	0.941002949853
156	156	2000-06-05	3.34	0.94395280236
157	157	2000-06-06	3.28	0.926253687316
158	158	2000-06-07	3.29	0.929203539823
159	159	2000-06-08	3.27	0.923303834808
160	160	2000-06-09	3.02	0.849557522124
161	161	2000-06-10	2.76	0.772861356932
162	162	2000-06-11	2.72	0.761061946903
163	163	2000-06-12	2.36	0.654867256637
164	164	2000-06-13	2.3	0.637168141593
165	165	2000-06-14	3.24	0.914454277286
166	166	2000-06-15	3.25	0.917404129794
167	167	2000-06-16	3.33	0.941002949853
168	168	2000-06-17	3.29	0.929203539823
169	169	2000-06-18	3.36	0.949852507375
170	170	2000-06-19	3.53	1.0
171	171	2000-06-20	3.4	0.961651917404
172	172	2000-06-21	3.4	0.961651917404
173	173	2000-06-22	3.29	0.929203539823
174	174	2000-06-23	3.26	0.920353982301
175	175	2000-06-24	3.39	0.958702064897
176	176	2000-06-25	3.4	0.961651917404
177	177	2000-06-26	3.4	0.961651917404
178	178	2000-06-27	3.41	0.964601769912
179	179	2000-06-28	3.4	0.961651917404
180	180	2000-06-29	3.36	0.949852507375
181	181	2000-06-30	3.35	0.946902654867
182	182	2000-07-01	3.3	0.93215339233
183	183	2000-07-02	3.28	0.926253687316
184	184	2000-07-03	3.25	0.917404129794
185	185	2000-07-04	3.3	0.93215339233
186	186	2000-07-05	3.35	0.946902654867
187	187	2000-07-06	3.34	0.94395280236
188	188	2000-07-07	3.28	0.926253687316
189	189	2000-07-08	3.24	0.914454277286
190	190	2000-07-09	3.26	0.920353982301
191	191	2000-07-10	3.25	0.917404129794
192	192	2000-07-11	3.26	0.920353982301
