	i	date	count	countnew
0	0	2000-01-01	1.02	1.0
1	1	2000-01-02	1.02	1.0
2	2	2000-01-03	1.02	1.0
3	3	2000-01-04	1.02	1.0
4	4	2000-01-05	1.02	1.0
5	5	2000-01-06	1.02	1.0
6	6	2000-01-07	1.02	1.0
7	7	2000-01-08	1.02	1.0
8	8	2000-01-09	1.02	1.0
9	9	2000-01-10	1.02	1.0
10	10	2000-01-11	1.02	1.0
11	11	2000-01-12	1.02	1.0
12	12	2000-01-13	1.02	1.0
13	13	2000-01-14	1.02	1.0
14	14	2000-01-15	1.02	1.0
15	15	2000-01-16	1.02	1.0
16	16	2000-01-17	1.02	1.0
17	17	2000-01-18	1.02	1.0
18	18	2000-01-19	1.02	1.0
19	19	2000-01-20	1.02	1.0
20	20	2000-01-21	1.02	1.0
21	21	2000-01-22	1.02	1.0
22	22	2000-01-23	1.02	1.0
23	23	2000-01-24	1.02	1.0
24	24	2000-01-25	1.02	1.0
25	25	2000-01-26	1.02	1.0
26	26	2000-01-27	1.02	1.0
27	27	2000-01-28	1.02	1.0
28	28	2000-01-29	1.02	1.0
29	29	2000-01-30	1.02	1.0
30	30	2000-01-31	1.02	1.0
31	31	2000-02-01	1.02	1.0
32	32	2000-02-02	1.02	1.0
33	33	2000-02-03	1.02	1.0
34	34	2000-02-04	1.02	1.0
35	35	2000-02-05	1.02	1.0
36	36	2000-02-06	1.02	1.0
37	37	2000-02-07	1.02	1.0
38	38	2000-02-08	1.0	0.866666666667
39	39	2000-02-09	1.0	0.866666666667
40	40	2000-02-10	1.01	0.933333333333
41	41	2000-02-11	1.0	0.866666666667
42	42	2000-02-12	1.0	0.866666666667
43	43	2000-02-13	1.02	1.0
44	44	2000-02-14	1.02	1.0
45	45	2000-02-15	1.02	1.0
46	46	2000-02-16	1.02	1.0
47	47	2000-02-17	1.01	0.933333333333
48	48	2000-02-18	1.0	0.866666666667
49	49	2000-02-19	1.0	0.866666666667
50	50	2000-02-20	1.0	0.866666666667
51	51	2000-02-21	1.0	0.866666666667
52	52	2000-02-22	1.0	0.866666666667
53	53	2000-02-23	1.0	0.866666666667
54	54	2000-02-24	1.0	0.866666666667
55	55	2000-02-25	1.0	0.866666666667
56	56	2000-02-26	0.99	0.8
57	57	2000-02-27	0.99	0.8
58	58	2000-02-28	0.99	0.8
59	59	2000-02-29	1.01	0.933333333333
60	60	2000-03-01	1.02	1.0
61	61	2000-03-02	1.02	1.0
62	62	2000-03-03	1.0	0.866666666667
63	63	2000-03-04	1.0	0.866666666667
64	64	2000-03-05	1.0	0.866666666667
65	65	2000-03-06	1.0	0.866666666667
66	66	2000-03-07	1.0	0.866666666667
67	67	2000-03-08	1.01	0.933333333333
68	68	2000-03-09	1.0	0.866666666667
69	69	2000-03-10	1.0	0.866666666667
70	70	2000-03-11	1.0	0.866666666667
71	71	2000-03-12	1.01	0.933333333333
72	72	2000-03-13	1.0	0.866666666667
73	73	2000-03-14	1.0	0.866666666667
74	74	2000-03-15	1.01	0.933333333333
75	75	2000-03-16	1.0	0.866666666667
76	76	2000-03-17	1.0	0.866666666667
77	77	2000-03-18	1.0	0.866666666667
78	78	2000-03-19	1.0	0.866666666667
79	79	2000-03-20	1.0	0.866666666667
80	80	2000-03-21	1.0	0.866666666667
81	81	2000-03-22	1.0	0.866666666667
82	82	2000-03-23	1.0	0.866666666667
83	83	2000-03-24	1.0	0.866666666667
84	84	2000-03-25	1.0	0.866666666667
85	85	2000-03-26	1.0	0.866666666667
86	86	2000-03-27	1.0	0.866666666667
87	87	2000-03-28	1.0	0.866666666667
88	88	2000-03-29	0.99	0.8
89	89	2000-03-30	0.99	0.8
90	90	2000-03-31	0.99	0.8
91	91	2000-04-01	1.0	0.866666666667
92	92	2000-04-02	1.0	0.866666666667
93	93	2000-04-03	1.0	0.866666666667
94	94	2000-04-04	0.99	0.8
95	95	2000-04-05	0.99	0.8
96	96	2000-04-06	0.98	0.733333333333
97	97	2000-04-07	0.98	0.733333333333
98	98	2000-04-08	0.98	0.733333333333
99	99	2000-04-09	0.98	0.733333333333
100	100	2000-04-10	0.98	0.733333333333
101	101	2000-04-11	0.99	0.8
102	102	2000-04-12	0.98	0.733333333333
103	103	2000-04-13	0.98	0.733333333333
104	104	2000-04-14	0.98	0.733333333333
105	105	2000-04-15	0.98	0.733333333333
106	106	2000-04-16	0.97	0.666666666667
107	107	2000-04-17	0.96	0.6
108	108	2000-04-18	0.96	0.6
109	109	2000-04-19	0.97	0.666666666667
110	110	2000-04-20	0.99	0.8
111	111	2000-04-21	0.99	0.8
112	112	2000-04-22	0.99	0.8
113	113	2000-04-23	0.99	0.8
114	114	2000-04-24	0.99	0.8
115	115	2000-04-25	0.98	0.733333333333
116	116	2000-04-26	0.98	0.733333333333
117	117	2000-04-27	0.98	0.733333333333
118	118	2000-04-28	0.97	0.666666666667
119	119	2000-04-29	0.96	0.6
120	120	2000-04-30	0.97	0.666666666667
121	121	2000-05-01	0.99	0.8
