years,place,lat,lon,cooling
,75775,32.175,-85.025,2
,75780,33.575,-116.125,2
,75796,36.775,-120.375,2
,75818,33.325,-112.875,5
,75819,32.925,-115.525,2
,75820,37.225,-121.725,5
,75856,41.225,-73.125,5
,75877,43.025,-87.975,2
,75878,32.575,-93.275,2
,75882,40.325,-80.625,2
,75890,46.125,-122.975,5
,75909,36.375,-114.925,6
,75937,35.025,-117.725,5
,75962,45.325,-93.875,2
,75977,34.675,-87.075,5
,75997,40.825,-76.425,2
,76008,40.275,-121.025,2
,76017,37.125,-79.325,2
,76096,32.675,-117.125,5
,76097,32.675,-117.175,5
,76098,32.625,-117.125,5
,76102,42.275,-96.375,1
,76147,44.325,-94.475,2
,76147,44.325,-94.475,1
,76160,43.125,-70.825,5
,76169,30.275,-93.725,5
,76186,43.525,-76.425,2
,76239,43.675,-92.975,2
,76240,36.425,-95.675,2
,76240,36.425,-95.675,2
,76240,36.425,-95.675,5
,76243,40.675,-75.475,2
,76252,33.925,-118.125,5
,76269,34.175,-119.075,5
,76270,33.975,-117.675,5
,76302,31.825,-102.325,5
,76312,26.575,-80.775,2
,76321,31.275,-87.975,5
,76339,40.375,-75.925,5
,76368,28.025,-81.825,5
,76374,32.575,-116.975,5
,76389,43.025,-78.875,5
,76418,39.075,-84.825,5
,76420,39.575,-81.725,5
,76426,39.475,-121.575,2
,76440,42.325,-86.325,2
,76444,33.375,-112.825,2
,76451,32.975,-112.675,5
,76489,34.975,-118.825,5
,76499,41.875,-71.425,5
,76505,39.725,-76.225,1
,76541,41.825,-81.125,2
,76542,39.775,-86.175,2
,76542,39.775,-86.175,2
,76598,42.575,-71.875,2
,76599,44.325,-71.725,2
,76600,43.775,-71.175,2
,76629,31.875,-83.925,2
,76642,30.325,-91.225,5
,76650,47.325,-116.875,2
,76663,36.625,-97.025,2
,76664,36.675,-97.025,5
,76675,29.875,-93.875,5
,76681,30.625,-91.275,2
,76681,30.625,-91.275,2
,76702,41.625,-87.175,5
,76730,44.625,-92.625,1
,76732,38.275,-89.675,2
,76734,37.625,-98.725,2
,76780,41.725,-90.325,1
,76790,37.625,-87.475,2
,76798,30.175,-93.325,5
,76800,34.975,-83.375,2
,76820,47.175,-93.475,1
,76820,47.175,-93.475,2
,76838,40.425,-74.375,5
,76841,35.675,-97.225,5
,76842,40.525,-122.325,4
,76847,33.325,-112.825,5
,76857,33.275,-89.425,6
,76885,34.825,-79.925,5
,76886,28.025,-81.875,2
,76899,36.725,-119.475,2
,76901,35.775,-119.075,2
,76903,38.825,-121.325,2
,76912,45.625,-122.725,5
,76915,30.725,-91.425,2
,76922,42.575,-89.025,5
,76973,40.075,-104.625,5
,76989,32.725,-114.675,5
,76997,40.025,-76.525,5
,77002,45.825,-108.475,3
,77005,32.925,-90.375,2
,77030,44.675,-67.975,2
,77043,38.725,-121.725,2
,77045,37.625,-121.025,5
,77052,38.175,-95.725,2
,77057,33.075,-97.925,5
,77093,45.175,-95.025,2
,77093,45.175,-95.025,2
,77105,34.175,-90.575,2
,77105,34.175,-90.575,5
,77131,46.775,-89.575,2
,77131,46.775,-89.575,2
,77141,40.775,-76.175,2
,77144,44.075,-122.975,2
,77148,40.625,-76.375,2
,77218,37.275,-97.425,2
,77243,35.625,-84.775,2
,77255,30.025,-90.475,1
,77269,39.575,-81.675,5
,77295,33.375,-85.025,5
,77296,33.325,-85.075,5
,77325,39.075,-122.125,3
,77328,44.275,-105.425,3
,77331,46.475,-119.275,2
,77351,33.175,-81.775,2
,77364,44.225,-85.225,2
,77365,44.675,-83.425,2
,77489,33.325,-92.525,5
,77503,37.875,-120.475,2
,77504,40.875,-123.975,2
,77565,37.175,-104.525,2
,77569,40.725,-73.575,5
,77570,39.775,-105.175,2
,77580,37.675,-121.525,5
,77581,37.725,-121.525,2
,77622,27.725,-81.825,5
,77627,40.175,-76.725,2
,77648,30.475,-88.175,5
,77670,37.725,-78.425,5
,77674,32.125,-94.175,5
,77675,32.325,-86.775,5
,77698,44.975,-116.275,2
,77709,29.975,-90.425,5
,77747,41.075,-76.125,2
,77749,37.175,-76.675,1
,77757,39.525,-110.425,2
,77769,34.275,-81.325,2
,77820,31.775,-94.925,2
,77860,40.825,-76.175,2
,77879,36.575,-90.175,5
,77934,34.975,-90.025,5
,77935,36.675,-77.025,2
,77938,28.825,-96.025,2
,77977,44.675,-69.625,1
,78044,36.425,-114.925,6
,78045,42.625,-78.075,5
,78060,25.875,-97.525,2
,78060,25.875,-97.525,5
,78103,40.425,-122.175,2
,78118,35.275,-85.075,2
,78151,39.975,-75.175,2
,78169,41.525,-84.275,2
,78177,30.575,-87.125,5
,78220,28.875,-97.125,1
,78220,28.875,-97.125,4
,78230,40.875,-96.575,5
,78246,39.425,-75.525,2
,78293,44.225,-72.075,2
,78306,42.575,-113.625,5
,78314,35.775,-80.525,5
,385508,40.575,-79.775,5
,385530,38.425,-121.525,5
,385617,46.275,-96.025,2
,385643,30.475,-91.175,2
,404924,42.575,-73.775,5
,405319,37.625,-122.075,5
,587518,44.325,-93.325,5
,587560,37.375,-121.975,5
,587567,33.975,-118.175,5
,587571,46.175,-123.125,5
,587613,40.325,-96.825,5
,587650,43.125,-93.325,5
,587651,41.825,-89.625,5
,587704,37.475,-120.925,5
,587724,44.825,-93.525,2
,587756,42.675,-73.725,5
,587788,28.975,-95.425,5
,587800,43.075,-89.425,5
,587835,33.875,-117.625,5
,587898,29.325,-94.725,5
,587938,44.325,-88.175,5
,587961,44.325,-105.375,3
,587988,45.775,-107.575,2
,587994,36.675,-108.225,5
,587996,35.875,-89.725,5
,588007,32.425,-81.175,5
,588008,38.275,-120.925,2
,588012,40.075,-111.725,5
,588046,39.725,-79.925,2
,588093,45.325,-95.625,2
,588110,37.725,-78.325,5
,588164,34.125,-109.275,2
,588165,41.575,-72.625,5
,588238,35.675,-89.925,2
,593927,41.925,-80.825,5
,594170,38.975,-76.925,2
,606380,39.825,-111.875,6
,606975,31.375,-86.525,5
,607160,33.125,-117.125,5
,607176,38.425,-78.825,2
,607274,34.475,-91.525,2
,608012,40.525,-74.325,5
,609597,44.925,-93.175,2
,613310,36.875,-82.325,2
,613326,44.175,-94.025,5
,613335,31.475,-96.975,2
,613373,40.675,-116.525,2
,626314,40.725,-73.475,5
,632007,40.325,-111.775,5
,632045,40.725,-73.375,5
,632047,40.825,-72.925,5
,632209,38.775,-121.375,5
,650972,42.875,-87.875,2
,676259,38.625,-82.875,1
,732864,36.675,-119.525,5
,732898,26.675,-80.375,5
,735714,44.425,-105.475,2
,737634,34.525,-110.075,2
,746556,40.725,-112.225,2
,748853,27.375,-80.375,5
,751356,28.625,-96.575,2
,820019,31.175,-96.475,2
,826582,30.575,-97.075,2
,840309,44.275,-105.275,2
,841085,31.825,-102.275,5
,849342,29.225,-96.075,5
,850144,41.725,-71.925,2
,856045,39.375,-122.175,5
,871146,32.725,-100.925,5
,874697,33.625,-93.825,2
,875399,38.625,-90.175,2
,875399,38.625,-90.175,5
,883352,32.775,-103.325,6
,883620,32.625,-88.775,5
,884383,38.075,-121.775,5
,891923,44.475,-71.175,2
,891963,38.075,-121.525,5
,911906,37.175,-120.475,2
,912854,31.425,-94.525,2
,913505,41.725,-83.425,2
,922140,44.425,-96.675,5
,1123030,31.125,-97.325,5
,1124417,39.875,-75.225,5
,1127605,39.125,-94.575,2
,1133698,33.775,-96.525,5
,1134407,35.825,-115.425,2
,1143769,33.075,-84.125,2
,1144030,47.275,-122.425,2
,1161596,37.125,-120.275,2
,1168279,43.925,-116.975,5
,1173151,29.775,-82.375,2
,1181091,38.725,-90.225,2
,1181214,33.275,-81.675,2
,1196724,38.325,-104.525,5
,1319175,46.825,-101.725,2
,1358974,41.375,-97.275,2
,1502940,40.675,-74.125,5
,1503622,40.475,-74.425,5
,1573104,41.125,-104.725,5
,1574461,32.525,-82.875,2
,1584122,30.125,-90.925,2
,1585142,36.675,-78.875,2
,1648419,39.075,-75.425,5
,1651571,39.025,-76.975,2
,1680849,41.675,-87.475,2
,1744511,27.875,-82.075,2
,1995460,42.675,-84.525,5
,1997368,31.875,-93.175,2
