0,76505
2,76915
0,2147
4,1808
5,75507
0,75877
1,2245
4,1488
0,1368
3,632047
5,73311
2,73318
5,77648
5,75775
4,75292
2,2340
0,2298
1,74819
0,76780
5,77351
2,73583
0,75024
5,77675
0,2158
1,76885
0,1392
0,1909
1,2460
3,1870
3,2415
0,2312
4,1696
4,1990
3,73721
3,2424
1,1911
0,74091
1,1477
0,2252
4,73085
3,1544
1,2409
2,77709
3,1432
3,1648419
2,2012
1,74205
3,385530
0,2117
0,73535
3,77569
2,73503
3,588046
5,1624
2,2009
2,2344
2,73961
0,650972
0,75065
0,1350
5,1314
5,922140
3,2036
3,1702
4,1904
2,1595
3,76096
3,76420
4,1442
3,2423
4,1573104
5,73538
5,74182
3,74134
1,73740
0,2201
1,1578
0,72745
3,72826
0,2438
1,1951
0,1928
5,2153
1,1895
4,74906
5,1622
3,74800
3,587704
0,75628
3,608012
0,1352
3,2054
1,1724
0,1886
3,73944
1,73765
1,78118
0,613326
3,1792
3,1502940
0,75189
4,76147
3,76541
3,75004
5,613335
5,2002
1,1781
3,77045
3,1306
4,72938
5,1382
5,1744
0,1380
3,1927
1,76302
2,1585
0,1365
1,77934
2,2014
2,1587
0,73761
0,1377
3,74339
3,1390
1,1562
3,74076
4,2156
0,75069
1,77057
3,77269
3,1608
0,2419
3,1946
0,2066
5,1526
0,2092
1,1738
1,2174
1,587961
4,77131
2,1310
3,2139
4,2440
3,1503622
3,587560
4,77504
5,75751
3,1127605
0,76440
1,1576
1,2461
3,75997
3,2101
0,73854
1,1388
3,913505
3,75164
1,2335
0,1410
3,1490
1,1704
4,2437
0,1728
1,594170
1,73867
1,1500
3,856045
0,78230
0,2084
5,76629
1,1514
2,2328
0,2095
0,2434
3,76903
1,1735
5,75780
3,2089
4,76599
0,1168279
3,74066
0,2119
3,76838
0,75494
5,1605
0,1348
0,1450
2,2114
5,2103
5,74161
0,74475
4,76820
1,74486
3,2422
1,75818
5,849342
0,2431
3,2456
5,2269
4,1884
0,1711
3,2011
4,76102
1,607176
1,2102
1,841085
3,76664
5,1717
3,1419
0,76600
4,1827
3,78169
1,613310
1,2220
0,1684
3,1804
0,2015
1,74365
3,2327
2,2166
1,1830
1,2087
0,74509
1,1569
5,1784
4,1780
3,1538
5,588007
1,1378
1,75819
5,75909
0,76426
4,73195
5,2229
3,74474
5,826582
5,1387
0,2442
0,2100
2,76642
3,1929
4,1487
3,76734
1,1483
0,2458
1,1181091
1,1825
5,2367
1,75179
0,77503
5,1606
3,2136
5,1740
0,74886
5,1143769
0,75538
4,1363
1,871146
2,1322
1,2268
3,1161596
0,1670
2,2024
5,2187
5,1768
5,2248
0,1349
4,1734
5,1579
0,2444
5,1834
4,405319
0,2261
4,74306
0,2429
5,73051
3,588008
0,75064
0,1342
0,2378
5,1386
3,77747
1,76240
1,1655
5,2149
1,77255
1,1798
0,75148
0,1196724
1,1472
2,2346
4,587571
2,2228
5,2085
2,73950
1,2138
3,891963
4,74936
4,77093
3,1511
3,1746
4,76973
3,75856
4,1708
3,77860
0,1925
3,76243
3,1507
3,2452
0,75023
3,1328
5,1317
3,2449
3,2450
1,1897
1,2108
3,1305
0,73720
4,1772
0,75345
1,75393
0,76160
3,2316
0,2420
1,1480
1,73532
3,74307
3,78151
0,1996
3,1875
0,2435
5,607274
0,587756
1,73009
0,72767
1,73256
2,1754
0,587988
3,1332
0,1796
0,74630
5,1384
1,74097
1,74931
0,587724
0,587994
0,1813
3,1985
4,2317
5,1574461
3,76542
3,1396
3,
1,588110
2,2142
0,74293
5,912854
2,1642
5,74507
0,76499
4,588164
3,1756
3,1510
0,74408
2,1799
2,76368
0,78045
5,1970
1,1561
5,2099
3,1669
3,2212
1,1880
4,75632
5,2275
5,77005
3,73974
4,2436
5,74185
0,2082
4,1319175
0,607160
1,588238
0,2211
1,74816
2,76886
3,2391
5,2250
3,75568
0,75616
5,2278
5,2107
3,1887
1,1686
2,2059
5,2173
5,76798
1,2455
5,1607
0,1973
1,1705
1,1577
3,1786
3,1979
1,76841
1,75441
1,2469
4,75187
0,593927
1,76790
3,2334
0,1817
5,77325
0,73384
2,2055
1,75258
3,2170
2,1646
0,1371
1,2426
3,73881
5,874697
3,76418
1,2222
0,1750
0,73939
3,78246
4,588012
3,75088
0,1354
5,2351
5,883620
2,1753
3,1779
2,2128
1,72752
2,76008
0,75796
4,2064
0,1759
1,2143
1,1516
0,73716
2,2270
0,1701
5,1590
5,1181214
4,77570
3,2411
3,72731
4,1710
1,74993
3,732864
0,74912
3,1395
5,1715
2,1906
3,1907
2,73072
1,1482
5,2368
0,2093
4,73332
1,1651571
4,77757
5,74825
0,1144030
3,1397
3,1593
0,1546
0,73422
1,74637
2,2080
0,1960
3,72779
5,2210
3,1941
2,2056
1,2086
1,1721
1,1313
2,72749
4,1648
0,77698
3,76489
3,73488
2,1596
3,77218
2,1602
0,1723
1,2050
3,73844
3,2448
4,77030
0,1408
1,2049
0,75666
1,2168
4,74698
4,1370
3,1481
3,1980
0,1362
3,1803
2,587788
4,74417
1,2399
4,1687
0,75016
3,2263
3,2076
3,1757
5,1722
2,2004
4,2433
1,2264
1,1515
0,2111
0,2120
3,1937
1,1742
0,73701
0,587651
4,2253
0,2193
1,72862
1,1961
3,1338
5,75155
1,1716
5,1782
2,2123
1,77935
1,1336
0,1609
4,1871
3,2307
3,1427
0,1539
1,1478
2,385617
0,76730
3,1794
2,1793
3,2446
4,76650
2,75123
4,74618
5,2104
0,587613
5,73770
5,1755
3,1610
5,2171
2,1173151
2,2133
5,1568
4,76239
4,77565
3,2007
5,72973
3,1939
3,73636
1,77670
3,1400
5,1739
3,2271
3,2155
3,1968
1,2468
3,626314
0,2070
0,2167
1,2465
5,78177
2,76312
3,1656
1,1475
5,77489
1,1761
5,2179
0,1725
0,1924
4,746556
5,73184
1,76451
1,73622
1,840309
0,75890
3,1637
1,2467
1,1585142
3,72783
1,2416
2,76681
0,1417
0,1767
1,76097
3,76339
3,1665
0,587518
3,77581
0,72820
0,1831
4,73813
4,1828
3,2407
1,875399
1,2383
1,2081
1,2308
5,1589
1,1758
3,1497
2,77938
1,75977
5,74674
5,72929
4,2321
3,1533
0,587938
5,2203
3,74075
4,72813
1,1709
2,1641
4,1414
5,72793
5,1948
1,1766
2,748853
1,72931
1,1896
4,1737
0,73776
0,76912
1,77002
5,75205
3,2110
5,74413
2,1752
0,2267
3,75075
1,1838
3,73982
0,75820
3,77043
4,1832
5,606975
0,1406
2,2241
5,883352
0,1764
3,2466
2,587898
5,2375
5,1833
1,1947
5,1636
3,72775
3,2421
3,2400
1,1898
5,1690
3,1534
5,78044
