,Unnamed: 0,Unnamed: 0.1,place,cooling,lon,fuel,lat,state,dischargefile,f,c
0,0,2,1307,2,-91.225,5,30.425,LA,508_935.tsv,Oil,ST-RC
1,1,3,1308,2,-93.275,5,30.325,LA,506_894.tsv,Oil,ST-RC
2,2,5,1309,1,-91.125,5,30.225,LA,504_937.tsv,Oil,ST-OT
3,3,7,1312,1,-90.525,5,30.025,LA,500_949.tsv,Oil,ST-OT
4,4,9,1313,1,-90.125,5,29.925,LA,498_957.tsv,Oil,ST-OT
5,5,12,1317,1,-93.775,5,32.525,LA,550_884.tsv,Oil,ST-OT
6,6,13,1319,2,-90.625,5,29.575,LA,491_947.tsv,Oil,ST-RC
7,7,14,1320,2,-92.025,5,30.225,LA,504_919.tsv,Oil,ST-RC
8,8,15,1322,2,-91.225,5,29.725,LA,494_935.tsv,Oil,ST-RC
9,9,16,1324,2,-91.325,5,30.675,LA,513_933.tsv,Oil,ST-RC
10,10,18,1328,1,-76.425,5,39.175,MD,683_1231.tsv,Oil,ST-OT
11,11,20,1329,1,-76.375,5,39.075,MD,681_1232.tsv,Oil,ST-OT
12,12,22,1332,1,-76.375,5,39.125,MD,682_1232.tsv,Oil,ST-OT
13,13,23,1334,1,-75.825,5,38.425,MD,668_1243.tsv,Oil,ST-OT
14,14,25,1336,2,-76.625,5,38.475,MD,669_1227.tsv,Oil,ST-RC
15,15,29,1339,1,-71.075,5,42.375,MA,747_1338.tsv,Oil,ST-OT
16,16,31,1348,1,-72.625,5,42.075,MA,741_1307.tsv,Oil,ST-OT
17,17,34,1350,1,-71.075,5,41.875,MA,737_1338.tsv,Oil,ST-OT
18,18,36,1352,2,-83.825,5,43.675,MI,773_1083.tsv,Oil,ST-RC
19,19,39,1360,1,-83.125,5,42.225,MI,744_1097.tsv,Oil,ST-OT
20,20,48,1371,1,-83.125,5,42.175,MI,743_1097.tsv,Oil,ST-OT
21,21,53,1378,2,-95.975,5,36.025,OK,620_840.tsv,Oil,ST-RC
22,22,54,1380,2,-92.475,5,44.025,MN,780_910.tsv,Oil,ST-RC
23,23,55,1382,2,-88.725,5,32.275,MS,545_985.tsv,Oil,ST-RC
24,24,56,1383,1,-89.025,5,30.425,MS,508_979.tsv,Oil,ST-OT
25,25,58,1383,2,-89.025,5,30.425,MS,508_979.tsv,Oil,ST-RC
26,26,60,1384,2,-90.975,5,32.275,MS,545_940.tsv,Oil,ST-RC
27,27,61,1386,2,-90.175,5,32.275,MS,545_956.tsv,Oil,ST-RC
28,28,63,1387,2,-89.325,5,31.525,MS,530_973.tsv,Oil,ST-RC
29,29,70,1393,2,-94.925,5,39.725,MO,694_861.tsv,Oil,ST-RC
30,30,78,1405,1,-99.675,5,40.675,NE,713_766.tsv,Oil,ST-OT
31,31,85,1414,2,-119.125,5,39.125,NV,682_377.tsv,Oil,ST-RC
32,32,86,1415,2,-119.525,5,39.575,NV,691_369.tsv,Oil,ST-RC
33,33,92,1419,2,-74.625,5,39.275,NJ,685_1267.tsv,Oil,ST-RC
34,34,98,1437,2,-106.575,5,31.825,NM,536_628.tsv,Oil,ST-RC
35,35,99,1439,2,-103.325,5,32.725,NM,554_693.tsv,Oil,ST-RC
36,36,100,1441,2,-106.625,5,35.175,NM,603_627.tsv,Oil,ST-RC
37,37,102,1444,2,-103.375,5,32.725,NM,554_692.tsv,Oil,ST-RC
38,38,104,1445,1,-73.975,5,41.625,NY,732_1280.tsv,Oil,ST-OT
39,39,106,1467,1,-73.925,5,41.225,NY,724_1281.tsv,Oil,ST-OT
40,40,107,1471,2,-79.225,5,42.125,NY,742_1175.tsv,Oil,ST-RC
41,41,130,1510,1,-84.525,5,39.425,OH,688_1069.tsv,Oil,ST-OT
42,42,133,1514,2,-97.175,5,35.525,OK,610_816.tsv,Oil,ST-RC
43,43,136,1516,2,-97.675,5,35.475,OK,609_806.tsv,Oil,ST-RC
44,44,137,1517,2,-96.725,5,34.975,OK,599_825.tsv,Oil,ST-RC
45,45,138,1519,2,-98.325,5,35.075,OK,601_793.tsv,Oil,ST-RC
46,46,139,1520,2,-96.025,5,36.125,OK,622_839.tsv,Oil,ST-RC
47,47,140,1521,2,-98.225,5,35.075,OK,601_795.tsv,Oil,ST-RC
48,48,142,1522,2,-99.225,5,36.425,OK,628_775.tsv,Oil,ST-RC
49,49,152,1544,2,-75.125,5,40.775,PA,715_1257.tsv,Oil,ST-RC
50,50,154,1545,2,-76.625,5,40.975,PA,719_1227.tsv,Oil,ST-RC
51,51,156,1550,1,-75.325,5,39.825,PA,696_1253.tsv,Oil,ST-OT
52,52,160,1562,2,-82.425,5,34.575,SC,591_1111.tsv,Oil,ST-RC
53,53,162,1567,1,-81.925,5,33.425,SC,568_1121.tsv,Oil,ST-OT
54,54,176,1589,2,-96.575,5,32.825,TX,556_828.tsv,Oil,ST-RC
55,55,177,1590,2,-96.925,5,32.725,TX,554_821.tsv,Oil,ST-RC
56,56,179,1593,2,-106.425,5,31.975,TX,539_631.tsv,Oil,ST-RC
57,57,180,1594,2,-95.525,5,30.425,TX,508_849.tsv,Oil,ST-RC
58,58,181,1595,2,-93.875,5,30.025,TX,500_882.tsv,Oil,ST-RC
59,59,183,1598,2,-95.225,5,29.825,TX,496_855.tsv,Oil,ST-RC
60,60,186,1603,2,-95.675,5,29.475,TX,489_846.tsv,Oil,ST-RC
61,61,187,1605,2,-94.675,5,32.325,TX,546_866.tsv,Oil,ST-RC
62,62,188,1606,2,-94.725,5,32.925,TX,558_865.tsv,Oil,ST-RC
63,63,189,1607,2,-94.525,5,32.825,TX,556_869.tsv,Oil,ST-RC
64,64,190,1608,2,-101.725,5,33.525,TX,570_725.tsv,Oil,ST-RC
65,65,191,1609,2,-102.025,5,35.825,TX,616_719.tsv,Oil,ST-RC
66,66,192,1610,2,-101.725,5,35.275,TX,605_725.tsv,Oil,ST-RC
67,67,193,1611,2,-102.425,5,34.175,TX,583_711.tsv,Oil,ST-RC
68,68,194,1615,2,-97.225,5,32.725,TX,554_815.tsv,Oil,ST-RC
69,69,196,1622,2,-94.975,5,31.925,TX,538_860.tsv,Oil,ST-RC
70,70,197,1624,2,-96.125,5,32.125,TX,542_837.tsv,Oil,ST-RC
71,71,198,1636,2,-97.275,5,30.125,TX,502_814.tsv,Oil,ST-RC
72,72,199,1637,2,-101.775,5,33.525,TX,570_724.tsv,Oil,ST-RC
