,Unnamed: 0,Unnamed: 0.1,place,cooling,lon,fuel,lat,state,dischargefile,f,c
0,0,6,1310,4,-92.175,3,30.825,LA,516_916.tsv,Gas,CC-OT
1,1,8,1313,5,-90.125,3,29.925,LA,498_957.tsv,Gas,CC-RC
2,2,10,1314,5,-92.075,3,32.775,LA,555_918.tsv,Gas,CC-RC
3,3,11,1317,5,-93.775,3,32.525,LA,550_884.tsv,Gas,CC-RC
4,4,28,1339,6,-71.075,3,42.375,MA,747_1338.tsv,Gas,CC-DC
5,5,30,1342,5,-71.125,3,42.375,MA,747_1337.tsv,Gas,CC-RC
6,6,32,1349,5,-70.925,3,42.225,MA,744_1341.tsv,Gas,CC-RC
7,7,33,1350,5,-71.075,3,41.875,MA,737_1338.tsv,Gas,CC-RC
8,8,50,1375,4,-93.225,3,44.825,MN,796_895.tsv,Gas,CC-OT
9,9,51,1376,4,-93.125,3,44.925,MN,798_897.tsv,Gas,CC-OT
10,10,62,1387,5,-89.325,3,31.525,MS,530_973.tsv,Gas,CC-RC
11,11,66,1389,4,-94.475,3,39.125,MO,682_870.tsv,Gas,CC-OT
12,12,83,1411,5,-115.075,3,36.075,NV,621_458.tsv,Gas,CC-RC
13,13,87,1415,5,-119.525,3,39.575,NV,691_369.tsv,Gas,CC-RC
14,14,93,1427,5,-75.175,3,40.575,NJ,711_1256.tsv,Gas,CC-RC
15,15,94,1428,5,-74.075,3,40.825,NJ,716_1278.tsv,Gas,CC-RC
16,16,95,1432,5,-74.175,3,40.625,NJ,712_1276.tsv,Gas,CC-RC
17,17,109,1475,5,-78.025,3,35.375,NC,607_1199.tsv,Gas,CC-RC
18,18,111,1478,5,-77.975,3,34.275,NC,585_1200.tsv,Gas,CC-RC
19,19,113,1481,4,-80.375,3,35.725,NC,614_1152.tsv,Gas,CC-OT
20,20,115,1483,4,-79.675,3,36.475,NC,629_1166.tsv,Gas,CC-OT
21,21,134,1514,5,-97.175,3,35.525,OK,610_816.tsv,Gas,CC-RC
22,22,141,1521,5,-98.225,3,35.075,OK,601_795.tsv,Gas,CC-RC
23,23,143,1523,5,-80.025,3,40.475,PA,709_1159.tsv,Gas,CC-RC
24,24,144,1526,6,-77.175,3,39.875,PA,697_1216.tsv,Gas,CC-DC
25,25,157,1559,5,-71.375,3,41.825,RI,736_1332.tsv,Gas,CC-RC
26,26,158,1559,4,-71.375,3,41.825,RI,736_1332.tsv,Gas,CC-OT
27,27,161,1567,4,-81.925,3,33.425,SC,568_1121.tsv,Gas,CC-OT
28,28,171,1577,4,-82.975,3,36.375,TN,627_1100.tsv,Gas,CC-OT
29,29,174,1585,5,-97.375,3,27.775,TX,455_812.tsv,Gas,CC-RC
30,30,175,1587,5,-97.025,3,28.775,TX,475_819.tsv,Gas,CC-RC
31,31,178,1593,5,-106.425,3,31.975,TX,539_631.tsv,Gas,CC-RC
32,32,182,1596,5,-94.925,3,29.675,TX,493_861.tsv,Gas,CC-RC
33,33,184,1602,5,-95.525,3,29.925,TX,498_849.tsv,Gas,CC-RC
34,34,208,1653,4,-77.375,3,37.375,VA,647_1212.tsv,Gas,CC-OT
35,35,210,1655,4,-77.275,3,38.475,VA,669_1214.tsv,Gas,CC-OT
36,36,214,1657,5,-122.975,3,46.725,WA,834_300.tsv,Gas,CC-RC
37,37,221,1675,5,-118.425,3,34.225,CA,584_391.tsv,Gas,CC-RC
38,38,248,1713,5,-82.325,3,27.625,FL,452_1113.tsv,Gas,CC-RC
39,39,249,1714,5,-80.575,3,27.075,FL,441_1148.tsv,Gas,CC-RC
40,40,261,1722,5,-88.625,3,30.525,MS,510_987.tsv,Gas,CC-RC
41,41,264,1725,5,-72.475,3,42.175,MA,743_1310.tsv,Gas,CC-RC
42,42,275,1737,5,-104.875,3,40.225,CO,704_662.tsv,Gas,CC-RC
43,43,299,1763,5,-81.625,3,29.625,FL,492_1127.tsv,Gas,CC-RC
44,44,320,1786,5,-75.525,3,39.675,DE,693_1249.tsv,Gas,CC-RC
45,45,324,1792,5,-94.625,3,37.075,MO,641_867.tsv,Gas,CC-RC
46,46,325,1793,5,-81.875,3,27.775,FL,455_1122.tsv,Gas,CC-RC
47,47,326,1794,5,-73.075,3,40.825,NY,716_1298.tsv,Gas,CC-RC
48,48,327,1796,5,-119.675,3,45.875,OR,817_366.tsv,Gas,CC-RC
49,49,329,1799,5,-98.375,3,29.275,TX,485_792.tsv,Gas,CC-RC
50,50,330,1803,5,-121.425,3,38.525,CA,670_331.tsv,Gas,CC-RC
51,51,331,1804,5,-121.475,3,38.525,CA,670_330.tsv,Gas,CC-RC
52,52,339,1823,5,-98.325,3,34.525,OK,590_793.tsv,Gas,CC-RC
53,53,341,1826,5,-111.775,3,33.325,AZ,566_524.tsv,Gas,CC-RC
54,54,343,1828,5,-123.175,3,46.175,OR,823_296.tsv,Gas,CC-RC
55,55,350,1838,5,-77.425,3,37.525,VA,650_1211.tsv,Gas,CC-RC
56,56,351,1870,6,-70.525,3,44.525,ME,790_1349.tsv,Gas,CC-DC
57,57,352,1871,5,-104.975,3,39.675,CO,693_660.tsv,Gas,CC-RC
58,58,353,1874,5,-121.525,3,36.975,CA,639_329.tsv,Gas,CC-RC
59,59,355,1877,5,-75.525,3,39.725,NJ,694_1249.tsv,Gas,CC-RC
60,60,357,1880,5,-118.425,3,33.925,CA,578_391.tsv,Gas,CC-RC
61,61,358,1884,5,-121.125,3,36.225,CA,624_337.tsv,Gas,CC-RC
62,62,359,1886,5,-71.475,3,42.075,MA,741_1330.tsv,Gas,CC-RC
63,63,360,1887,5,-74.375,3,40.475,NJ,709_1272.tsv,Gas,CC-RC
64,64,361,1891,5,-121.975,3,37.975,CA,659_320.tsv,Gas,CC-RC
65,65,362,1892,5,-121.725,3,39.025,CA,680_325.tsv,Gas,CC-RC
66,66,368,1906,5,-96.575,3,28.675,TX,473_828.tsv,Gas,CC-RC
67,67,370,1909,5,-75.475,3,43.875,NY,777_1250.tsv,Gas,CC-RC
68,68,371,1910,5,-76.225,3,43.075,NY,761_1235.tsv,Gas,CC-RC
69,69,372,1911,5,-77.225,3,37.325,VA,646_1215.tsv,Gas,CC-RC
70,70,376,1924,5,-73.775,3,42.475,NY,749_1284.tsv,Gas,CC-RC
71,71,377,1925,5,-72.525,3,42.175,MA,743_1309.tsv,Gas,CC-RC
72,72,378,1926,5,-95.075,3,29.625,TX,492_858.tsv,Gas,CC-RC
73,73,380,1928,5,-84.175,3,43.575,MI,771_1076.tsv,Gas,CC-RC
74,74,381,1929,5,-75.125,3,39.925,NJ,698_1257.tsv,Gas,CC-RC
75,75,382,1930,5,-107.725,3,39.525,CO,690_605.tsv,Gas,CC-RC
76,76,383,1931,5,-93.725,3,30.075,TX,501_885.tsv,Gas,CC-RC
77,77,387,1940,5,-73.225,3,42.425,MA,748_1295.tsv,Gas,CC-RC
78,78,388,1941,5,-74.225,3,40.625,NJ,712_1275.tsv,Gas,CC-RC
79,79,389,1945,5,-95.025,3,29.675,TX,493_859.tsv,Gas,CC-RC
80,80,390,1946,5,-75.425,3,39.775,PA,695_1251.tsv,Gas,CC-RC
81,81,391,1947,5,-95.575,3,33.725,TX,574_848.tsv,Gas,CC-RC
82,82,392,1948,5,-97.725,3,30.275,TX,505_805.tsv,Gas,CC-RC
83,83,393,1951,5,-98.575,3,33.875,TX,577_788.tsv,Gas,CC-RC
84,84,394,1956,5,-90.375,3,29.925,LA,498_952.tsv,Gas,CC-RC
85,85,395,1957,5,-94.825,3,29.425,TX,488_863.tsv,Gas,CC-RC
86,86,398,1961,5,-118.225,3,33.825,CA,576_395.tsv,Gas,CC-RC
87,87,399,1968,5,-74.125,3,40.725,NJ,714_1277.tsv,Gas,CC-RC
88,88,404,1973,5,-73.775,3,43.225,NY,764_1284.tsv,Gas,CC-RC
89,89,405,1978,5,-93.275,3,30.225,LA,504_894.tsv,Gas,CC-RC
90,90,407,1980,5,-74.125,3,40.625,NJ,712_1277.tsv,Gas,CC-RC
91,91,408,1983,5,-77.675,3,36.475,NC,629_1206.tsv,Gas,CC-RC
92,92,409,1984,5,-97.625,3,35.425,OK,608_807.tsv,Gas,CC-RC
93,93,410,1985,5,-75.175,3,39.875,NJ,697_1256.tsv,Gas,CC-RC
94,94,411,1987,5,-94.075,3,30.075,TX,501_878.tsv,Gas,CC-RC
95,95,412,1989,5,-104.675,3,40.375,CO,707_666.tsv,Gas,CC-RC
96,96,413,1990,5,-104.825,3,40.075,CO,701_663.tsv,Gas,CC-RC
97,97,414,1996,5,-75.625,3,43.075,NY,761_1247.tsv,Gas,CC-RC
98,98,416,2000,5,-74.325,3,40.475,NJ,709_1273.tsv,Gas,CC-RC
99,99,418,2004,5,-95.075,3,29.775,TX,495_858.tsv,Gas,CC-RC
100,100,419,2007,5,-74.125,3,40.875,NJ,717_1277.tsv,Gas,CC-RC
101,101,420,2009,5,-81.975,3,27.625,FL,452_1120.tsv,Gas,CC-RC
102,102,421,2011,5,-92.325,3,38.925,MO,678_913.tsv,Gas,CC-RC
103,103,422,2012,5,-93.975,3,29.825,TX,496_880.tsv,Gas,CC-RC
104,104,425,2015,5,-76.075,3,43.075,NY,761_1238.tsv,Gas,CC-RC
105,105,426,2019,5,-91.175,3,30.275,LA,505_936.tsv,Gas,CC-RC
106,106,428,2021,5,-77.425,3,37.775,VA,655_1211.tsv,Gas,CC-RC
107,107,429,2024,5,-94.725,3,29.375,TX,487_865.tsv,Gas,CC-RC
108,108,430,2026,5,-95.375,3,28.975,TX,479_852.tsv,Gas,CC-RC
109,109,431,2030,5,-94.775,3,29.375,TX,487_864.tsv,Gas,CC-RC
110,110,432,2035,5,-101.425,3,32.275,TX,545_731.tsv,Gas,CC-RC
111,111,434,2039,5,-73.775,3,42.625,NY,752_1284.tsv,Gas,CC-RC
112,112,437,2044,5,-73.775,3,40.625,NY,712_1284.tsv,Gas,CC-RC
113,113,439,2048,5,-122.575,3,48.475,WA,869_308.tsv,Gas,CC-RC
114,114,440,2049,5,-115.025,3,36.025,NV,620_459.tsv,Gas,CC-RC
115,115,442,2053,5,-114.875,3,36.225,NV,624_462.tsv,Gas,CC-RC
116,116,443,2054,5,-114.925,3,36.325,NV,626_461.tsv,Gas,CC-RC
117,117,444,2055,5,-81.825,3,27.875,FL,457_1123.tsv,Gas,CC-RC
118,118,445,2056,5,-81.675,3,28.925,FL,478_1126.tsv,Gas,CC-RC
119,119,446,2057,5,-82.175,3,28.375,FL,467_1116.tsv,Gas,CC-RC
120,120,447,2059,5,-81.875,3,27.825,FL,456_1122.tsv,Gas,CC-RC
121,121,448,2062,5,-122.275,3,48.975,WA,879_314.tsv,Gas,CC-RC
122,122,449,2064,5,-122.675,3,48.825,WA,876_306.tsv,Gas,CC-RC
123,123,450,2066,5,-76.425,3,43.475,NY,769_1231.tsv,Gas,CC-RC
124,124,451,2070,5,-73.475,3,44.725,NY,794_1290.tsv,Gas,CC-RC
125,125,452,2071,5,-71.325,3,42.625,MA,752_1333.tsv,Gas,CC-RC
126,126,453,2072,5,-74.875,3,44.975,NY,799_1262.tsv,Gas,CC-RC
127,127,454,2073,5,-78.175,3,42.975,NY,759_1196.tsv,Gas,CC-RC
128,128,456,2076,5,-74.125,3,40.075,NJ,701_1277.tsv,Gas,CC-RC
129,129,457,2078,5,-81.825,3,28.075,FL,461_1123.tsv,Gas,CC-RC
130,130,458,2080,5,-95.375,3,28.925,TX,478_852.tsv,Gas,CC-RC
131,131,460,2082,5,-119.375,3,45.925,OR,818_372.tsv,Gas,CC-RC
132,132,461,2083,5,-75.225,3,40.025,PA,700_1255.tsv,Gas,CC-RC
133,133,462,2084,5,-71.525,3,42.175,MA,743_1329.tsv,Gas,CC-RC
134,134,463,2085,5,-97.425,3,32.425,TX,548_811.tsv,Gas,CC-RC
135,135,464,2086,5,-76.875,3,38.675,MD,673_1222.tsv,Gas,CC-RC
136,136,465,2087,5,-78.225,3,38.125,VA,662_1195.tsv,Gas,CC-RC
137,137,466,2088,5,-122.075,3,37.975,CA,659_318.tsv,Gas,CC-RC
138,138,467,2089,5,-73.925,3,40.675,NY,713_1281.tsv,Gas,CC-RC
139,139,468,2090,5,-86.475,3,43.975,MI,779_1030.tsv,Gas,CC-RC
140,140,469,2092,5,-92.925,3,44.825,MN,796_901.tsv,Gas,CC-RC
141,141,470,2093,5,-88.725,3,42.875,WI,757_985.tsv,Gas,CC-RC
142,142,471,2095,5,-71.125,3,41.825,MA,736_1337.tsv,Gas,CC-RC
143,143,472,2099,5,-83.625,3,32.475,GA,549_1087.tsv,Gas,CC-RC
144,144,473,2100,5,-72.675,3,42.025,MA,740_1306.tsv,Gas,CC-RC
145,145,474,2101,5,-73.125,3,41.175,CT,723_1297.tsv,Gas,CC-RC
146,146,475,2102,5,-81.575,3,35.075,SC,601_1128.tsv,Gas,CC-RC
147,147,476,2103,5,-95.125,3,29.725,TX,494_857.tsv,Gas,CC-RC
148,148,477,2104,6,-71.175,3,41.625,RI,732_1336.tsv,Gas,CC-DC
149,149,478,2107,5,-95.925,3,30.575,TX,511_841.tsv,Gas,CC-RC
150,150,479,2108,5,-89.925,3,34.325,MS,586_961.tsv,Gas,CC-RC
151,151,480,2110,5,-102.775,3,32.975,TX,559_704.tsv,Gas,CC-RC
152,152,481,2111,5,-68.725,3,44.825,ME,796_1385.tsv,Gas,CC-RC
153,153,482,2112,5,-91.875,3,34.225,AR,584_922.tsv,Gas,CC-RC
154,154,484,2114,6,-114.975,3,35.775,NV,615_460.tsv,Gas,CC-DC
155,155,485,2115,5,-71.975,3,42.025,MA,740_1320.tsv,Gas,CC-RC
156,156,486,2117,5,-122.175,3,38.025,CA,660_316.tsv,Gas,CC-RC
157,157,487,2118,5,-97.275,3,27.875,TX,457_814.tsv,Gas,CC-RC
158,158,488,2119,5,-85.975,3,42.825,MI,756_1040.tsv,Gas,CC-RC
159,159,489,2120,5,-83.125,3,42.275,MI,745_1097.tsv,Gas,CC-RC
160,160,490,2121,6,-97.075,3,32.425,TX,548_818.tsv,Gas,CC-DC
161,161,491,2122,5,-95.575,3,33.625,TX,572_848.tsv,Gas,CC-RC
162,162,492,2123,5,-98.375,3,26.175,TX,423_792.tsv,Gas,CC-RC
163,163,493,2127,5,-121.825,3,42.175,OR,743_323.tsv,Gas,CC-RC
164,164,494,2128,5,-93.725,3,30.025,TX,500_885.tsv,Gas,CC-RC
165,165,495,2133,5,-93.775,3,29.975,TX,499_884.tsv,Gas,CC-RC
