	i	date	count	countnew
0	0	2000-01-01	14.15	0.084710218607
1	1	2000-01-02	13.91	0.0831850533808
2	2	2000-01-03	13.68	0.0817234367056
3	3	2000-01-04	13.45	0.0802618200305
4	4	2000-01-05	13.23	0.0788637519065
5	5	2000-01-06	13.01	0.0774656837824
6	6	2000-01-07	12.79	0.0760676156584
7	7	2000-01-08	12.58	0.0747330960854
8	8	2000-01-09	12.37	0.0733985765125
9	9	2000-01-10	12.16	0.0720640569395
10	10	2000-01-11	11.96	0.0707930859176
11	11	2000-01-12	11.76	0.0695221148958
12	12	2000-01-13	11.56	0.0682511438739
13	13	2000-01-14	11.37	0.0670437214032
14	14	2000-01-15	11.18	0.0658362989324
15	15	2000-01-16	10.99	0.0646288764616
16	16	2000-01-17	10.81	0.0634850025419
17	17	2000-01-18	10.63	0.0623411286223
18	18	2000-01-19	10.45	0.0611972547026
19	19	2000-01-20	10.28	0.060116929334
20	20	2000-01-21	10.11	0.0590366039654
21	21	2000-01-22	9.94	0.0579562785968
22	22	2000-01-23	9.77	0.0568759532283
23	23	2000-01-24	9.61	0.0558591764108
24	24	2000-01-25	9.45	0.0548423995933
25	25	2000-01-26	9.29	0.0538256227758
26	26	2000-01-27	9.14	0.0528723945094
27	27	2000-01-28	8.99	0.051919166243
28	28	2000-01-29	8.84	0.0509659379766
29	29	2000-01-30	8.69	0.0500127097102
30	30	2000-01-31	8.54	0.0490594814438
31	31	2000-02-01	8.4	0.0481698017285
32	32	2000-02-02	8.26	0.0472801220132
33	33	2000-02-03	8.12	0.0463904422979
34	34	2000-02-04	7.99	0.0455643111337
35	35	2000-02-05	7.86	0.0447381799695
36	36	2000-02-06	7.72	0.0438485002542
37	37	2000-02-07	7.6	0.0430859176411
38	38	2000-02-08	7.47	0.0422597864769
39	39	2000-02-09	158.18	1.0
40	40	2000-02-10	158.18	1.0
41	41	2000-02-11	158.18	1.0
42	42	2000-02-12	46.26	0.288764616167
43	43	2000-02-13	45.48	0.283807829181
44	44	2000-02-14	44.73	0.27904168785
45	45	2000-02-15	158.18	1.0
46	46	2000-02-16	158.18	1.0
47	47	2000-02-17	86.34	0.543467208948
48	48	2000-02-18	158.18	1.0
49	49	2000-02-19	158.18	1.0
50	50	2000-02-20	87.29	0.549504321301
51	51	2000-02-21	85.83	0.540226232842
52	52	2000-02-22	84.4	0.531138790036
53	53	2000-02-23	109.3	0.689374682257
54	54	2000-02-24	82.04	0.516141331978
55	55	2000-02-25	80.67	0.507435180478
56	56	2000-02-26	79.33	0.498919674631
57	57	2000-02-27	78.0	0.490467717336
58	58	2000-02-28	118.95	0.750699034062
59	59	2000-02-29	76.11	0.478457041179
60	60	2000-03-01	74.84	0.470386375191
61	61	2000-03-02	73.59	0.462442806304
62	62	2000-03-03	72.36	0.45462633452
63	63	2000-03-04	71.16	0.447000508388
64	64	2000-03-05	69.97	0.439438230808
65	65	2000-03-06	68.81	0.432066598882
66	66	2000-03-07	158.18	1.0
67	67	2000-03-08	84.34	0.530757498729
68	68	2000-03-09	82.93	0.521797153025
69	69	2000-03-10	81.55	0.513027452974
70	70	2000-03-11	80.19	0.504384850025
71	71	2000-03-12	78.85	0.495869344179
72	72	2000-03-13	77.54	0.487544483986
73	73	2000-03-14	158.18	1.0
74	74	2000-03-15	158.18	1.0
75	75	2000-03-16	158.18	1.0
76	76	2000-03-17	81.94	0.515505846467
