	i	date	count	countnew
0	0	2000-01-01	0.84	0.477272727273
1	1	2000-01-02	0.8	0.386363636364
2	2	2000-01-03	0.99	0.818181818182
3	3	2000-01-04	0.8	0.386363636364
4	4	2000-01-05	0.79	0.363636363636
5	5	2000-01-06	0.8	0.386363636364
6	6	2000-01-07	0.79	0.363636363636
7	7	2000-01-08	0.79	0.363636363636
8	8	2000-01-09	0.84	0.477272727273
9	9	2000-01-10	0.94	0.704545454545
10	10	2000-01-11	0.9	0.613636363636
11	11	2000-01-12	0.88	0.568181818182
12	12	2000-01-13	0.88	0.568181818182
13	13	2000-01-14	1.07	1.0
14	14	2000-01-15	1.07	1.0
15	15	2000-01-16	0.96	0.75
16	16	2000-01-17	0.79	0.363636363636
17	17	2000-01-18	0.79	0.363636363636
18	18	2000-01-19	0.78	0.340909090909
19	19	2000-01-20	0.78	0.340909090909
20	20	2000-01-21	0.77	0.318181818182
21	21	2000-01-22	0.78	0.340909090909
22	22	2000-01-23	0.78	0.340909090909
23	23	2000-01-24	0.79	0.363636363636
24	24	2000-01-25	0.77	0.318181818182
25	25	2000-01-26	0.76	0.295454545455
26	26	2000-01-27	0.76	0.295454545455
27	27	2000-01-28	0.85	0.5
28	28	2000-01-29	0.96	0.75
29	29	2000-01-30	0.95	0.727272727273
30	30	2000-01-31	0.92	0.659090909091
31	31	2000-02-01	0.88	0.568181818182
32	32	2000-02-02	0.89	0.590909090909
33	33	2000-02-03	0.84	0.477272727273
34	34	2000-02-04	0.82	0.431818181818
35	35	2000-02-05	0.85	0.5
36	36	2000-02-06	0.91	0.636363636364
37	37	2000-02-07	1.07	1.0
38	38	2000-02-08	1.07	1.0
39	39	2000-02-09	1.07	1.0
40	40	2000-02-10	1.04	0.931818181818
41	41	2000-02-11	0.84	0.477272727273
42	42	2000-02-12	0.84	0.477272727273
43	43	2000-02-13	0.8	0.386363636364
44	44	2000-02-14	0.81	0.409090909091
45	45	2000-02-15	0.81	0.409090909091
46	46	2000-02-16	0.8	0.386363636364
47	47	2000-02-17	0.79	0.363636363636
48	48	2000-02-18	0.78	0.340909090909
49	49	2000-02-19	0.77	0.318181818182
50	50	2000-02-20	0.79	0.363636363636
51	51	2000-02-21	0.79	0.363636363636
52	52	2000-02-22	0.78	0.340909090909
53	53	2000-02-23	0.78	0.340909090909
54	54	2000-02-24	0.79	0.363636363636
55	55	2000-02-25	0.77	0.318181818182
56	56	2000-02-26	0.91	0.636363636364
57	57	2000-02-27	0.81	0.409090909091
58	58	2000-02-28	0.75	0.272727272727
59	59	2000-02-29	0.76	0.295454545455
60	60	2000-03-01	0.77	0.318181818182
61	61	2000-03-02	0.76	0.295454545455
62	62	2000-03-03	0.76	0.295454545455
63	63	2000-03-04	0.74	0.25
64	64	2000-03-05	0.74	0.25
65	65	2000-03-06	0.73	0.227272727273
66	66	2000-03-07	0.73	0.227272727273
67	67	2000-03-08	0.73	0.227272727273
68	68	2000-03-09	0.72	0.204545454545
69	69	2000-03-10	0.73	0.227272727273
70	70	2000-03-11	0.73	0.227272727273
71	71	2000-03-12	0.72	0.204545454545
72	72	2000-03-13	0.76	0.295454545455
73	73	2000-03-14	0.82	0.431818181818
74	74	2000-03-15	0.83	0.454545454545
75	75	2000-03-16	0.77	0.318181818182
76	76	2000-03-17	0.73	0.227272727273
77	77	2000-03-18	0.71	0.181818181818
78	78	2000-03-19	0.74	0.25
79	79	2000-03-20	0.77	0.318181818182
80	80	2000-03-21	0.78	0.340909090909
81	81	2000-03-22	0.77	0.318181818182
82	82	2000-03-23	0.76	0.295454545455
83	83	2000-03-24	0.72	0.204545454545
84	84	2000-03-25	0.71	0.181818181818
85	85	2000-03-26	0.72	0.204545454545
86	86	2000-03-27	0.72	0.204545454545
87	87	2000-03-28	0.72	0.204545454545
88	88	2000-03-29	0.75	0.272727272727
89	89	2000-03-30	0.78	0.340909090909
90	90	2000-03-31	0.73	0.227272727273
91	91	2000-04-01	0.72	0.204545454545
92	92	2000-04-02	0.7	0.159090909091
93	93	2000-04-03	0.74	0.25
94	94	2000-04-04	0.73	0.227272727273
95	95	2000-04-05	0.76	0.295454545455
96	96	2000-04-06	0.77	0.318181818182
97	97	2000-04-07	0.74	0.25
98	98	2000-04-08	0.71	0.181818181818
99	99	2000-04-09	0.71	0.181818181818
100	100	2000-04-10	0.7	0.159090909091
101	101	2000-04-11	0.7	0.159090909091
102	102	2000-04-12	0.69	0.136363636364
103	103	2000-04-13	0.69	0.136363636364
104	104	2000-04-14	0.69	0.136363636364
105	105	2000-04-15	0.7	0.159090909091
106	106	2000-04-16	1.04	0.931818181818
107	107	2000-04-17	0.68	0.113636363636
108	108	2000-04-18	0.69	0.136363636364
109	109	2000-04-19	0.7	0.159090909091
110	110	2000-04-20	0.73	0.227272727273
111	111	2000-04-21	0.73	0.227272727273
112	112	2000-04-22	0.7	0.159090909091
113	113	2000-04-23	0.68	0.113636363636
114	114	2000-04-24	0.68	0.113636363636
115	115	2000-04-25	0.68	0.113636363636
116	116	2000-04-26	0.68	0.113636363636
117	117	2000-04-27	0.66	0.0681818181818
118	118	2000-04-28	0.65	0.0454545454545
119	119	2000-04-29	0.66	0.0681818181818
120	120	2000-04-30	0.67	0.0909090909091
121	121	2000-05-01	0.68	0.113636363636
122	122	2000-05-02	0.67	0.0909090909091
123	123	2000-05-03	0.66	0.0681818181818
124	124	2000-05-04	0.76	0.295454545455
125	125	2000-05-05	0.66	0.0681818181818
126	126	2000-05-06	0.67	0.0909090909091
127	127	2000-05-07	0.67	0.0909090909091
128	128	2000-05-08	0.66	0.0681818181818
129	129	2000-05-09	0.68	0.113636363636
130	130	2000-05-10	0.69	0.136363636364
131	131	2000-05-11	0.68	0.113636363636
132	132	2000-05-12	0.67	0.0909090909091
133	133	2000-05-13	0.68	0.113636363636
134	134	2000-05-14	0.69	0.136363636364
135	135	2000-05-15	0.68	0.113636363636
136	136	2000-05-16	0.68	0.113636363636
137	137	2000-05-17	0.68	0.113636363636
138	138	2000-05-18	0.67	0.0909090909091
139	139	2000-05-19	0.67	0.0909090909091
140	140	2000-05-20	0.73	0.227272727273
141	141	2000-05-21	0.67	0.0909090909091
142	142	2000-05-22	0.69	0.136363636364
143	143	2000-05-23	0.77	0.318181818182
144	144	2000-05-24	0.66	0.0681818181818
145	145	2000-05-25	0.65	0.0454545454545
146	146	2000-05-26	0.66	0.0681818181818
147	147	2000-05-27	0.69	0.136363636364
148	148	2000-05-28	0.98	0.795454545455
149	149	2000-05-29	1.03	0.909090909091
150	150	2000-05-30	1.03	0.909090909091
151	151	2000-05-31	1.03	0.909090909091
152	152	2000-06-01	1.03	0.909090909091
153	153	2000-06-02	0.8	0.386363636364
154	154	2000-06-03	0.79	0.363636363636
155	155	2000-06-04	0.89	0.590909090909
156	156	2000-06-05	1.03	0.909090909091
157	157	2000-06-06	1.02	0.886363636364
158	158	2000-06-07	0.78	0.340909090909
159	159	2000-06-08	0.79	0.363636363636
160	160	2000-06-09	0.78	0.340909090909
161	161	2000-06-10	0.82	0.431818181818
162	162	2000-06-11	0.77	0.318181818182
163	163	2000-06-12	0.79	0.363636363636
164	164	2000-06-13	0.79	0.363636363636
165	165	2000-06-14	0.84	0.477272727273
166	166	2000-06-15	0.83	0.454545454545
167	167	2000-06-16	1.01	0.863636363636
168	168	2000-06-17	1.03	0.909090909091
169	169	2000-06-18	1.03	0.909090909091
170	170	2000-06-19	1.02	0.886363636364
171	171	2000-06-20	1.02	0.886363636364
172	172	2000-06-21	0.86	0.522727272727
173	173	2000-06-22	0.86	0.522727272727
174	174	2000-06-23	0.84	0.477272727273
175	175	2000-06-24	0.81	0.409090909091
176	176	2000-06-25	0.85	0.5
177	177	2000-06-26	0.81	0.409090909091
178	178	2000-06-27	0.82	0.431818181818
179	179	2000-06-28	0.83	0.454545454545
180	180	2000-06-29	0.87	0.545454545455
181	181	2000-06-30	0.79	0.363636363636
182	182	2000-07-01	0.87	0.545454545455
183	183	2000-07-02	0.9	0.613636363636
184	184	2000-07-03	0.92	0.659090909091
185	185	2000-07-04	0.98	0.795454545455
186	186	2000-07-05	0.94	0.704545454545
187	187	2000-07-06	0.95	0.727272727273
188	188	2000-07-07	0.87	0.545454545455
189	189	2000-07-08	0.87	0.545454545455
190	190	2000-07-09	0.94	0.704545454545
191	191	2000-07-10	1.02	0.886363636364
192	192	2000-07-11	1.03	0.909090909091
193	193	2000-07-12	1.02	0.886363636364
194	194	2000-07-13	0.91	0.636363636364
195	195	2000-07-14	0.83	0.454545454545
196	196	2000-07-15	0.78	0.340909090909
197	197	2000-07-16	0.78	0.340909090909
198	198	2000-07-17	0.94	0.704545454545
199	199	2000-07-18	1.01	0.863636363636
200	200	2000-07-19	1.01	0.863636363636
201	201	2000-07-20	1.0	0.840909090909
202	202	2000-07-21	1.02	0.886363636364
203	203	2000-07-22	1.01	0.863636363636
204	204	2000-07-23	1.02	0.886363636364
205	205	2000-07-24	1.01	0.863636363636
206	206	2000-07-25	0.96	0.75
207	207	2000-07-26	1.01	0.863636363636
208	208	2000-07-27	0.81	0.409090909091
209	209	2000-07-28	0.86	0.522727272727
210	210	2000-07-29	1.01	0.863636363636
211	211	2000-07-30	0.99	0.818181818182
212	212	2000-07-31	0.92	0.659090909091
213	213	2000-08-01	0.88	0.568181818182
214	214	2000-08-02	0.93	0.681818181818
215	215	2000-08-03	1.02	0.886363636364
216	216	2000-08-04	1.02	0.886363636364
217	217	2000-08-05	1.02	0.886363636364
218	218	2000-08-06	1.02	0.886363636364
219	219	2000-08-07	0.92	0.659090909091
220	220	2000-08-08	0.98	0.795454545455
221	221	2000-08-09	1.01	0.863636363636
222	222	2000-08-10	1.01	0.863636363636
223	223	2000-08-11	1.01	0.863636363636
224	224	2000-08-12	0.92	0.659090909091
225	225	2000-08-13	0.84	0.477272727273
226	226	2000-08-14	0.9	0.613636363636
227	227	2000-08-15	1.01	0.863636363636
228	228	2000-08-16	1.02	0.886363636364
229	229	2000-08-17	1.01	0.863636363636
230	230	2000-08-18	1.02	0.886363636364
231	231	2000-08-19	1.02	0.886363636364
232	232	2000-08-20	1.01	0.863636363636
233	233	2000-08-21	1.01	0.863636363636
234	234	2000-08-22	1.01	0.863636363636
235	235	2000-08-23	0.98	0.795454545455
236	236	2000-08-24	0.99	0.818181818182
237	237	2000-08-25	0.99	0.818181818182
238	238	2000-08-26	0.95	0.727272727273
239	239	2000-08-27	0.96	0.75
240	240	2000-08-28	0.96	0.75
241	241	2000-08-29	0.92	0.659090909091
242	242	2000-08-30	0.95	0.727272727273
243	243	2000-08-31	1.01	0.863636363636
244	244	2000-09-01	1.01	0.863636363636
245	245	2000-09-02	1.01	0.863636363636
246	246	2000-09-03	1.01	0.863636363636
247	247	2000-09-04	0.95	0.727272727273
248	248	2000-09-05	0.88	0.568181818182
249	249	2000-09-06	0.85	0.5
250	250	2000-09-07	0.87	0.545454545455
251	251	2000-09-08	1.0	0.840909090909
252	252	2000-09-09	0.96	0.75
253	253	2000-09-10	0.9	0.613636363636
254	254	2000-09-11	0.86	0.522727272727
255	255	2000-09-12	0.85	0.5
256	256	2000-09-13	0.9	0.613636363636
257	257	2000-09-14	0.94	0.704545454545
258	258	2000-09-15	1.02	0.886363636364
259	259	2000-09-16	1.03	0.909090909091
260	260	2000-09-17	1.03	0.909090909091
261	261	2000-09-18	1.02	0.886363636364
262	262	2000-09-19	0.94	0.704545454545
263	263	2000-09-20	0.96	0.75
264	264	2000-09-21	1.0	0.840909090909
265	265	2000-09-22	1.0	0.840909090909
266	266	2000-09-23	0.98	0.795454545455
267	267	2000-09-24	1.02	0.886363636364
268	268	2000-09-25	0.99	0.818181818182
269	269	2000-09-26	1.02	0.886363636364
270	270	2000-09-27	1.03	0.909090909091
271	271	2000-09-28	1.03	0.909090909091
272	272	2000-09-29	1.03	0.909090909091
273	273	2000-09-30	1.03	0.909090909091
274	274	2000-10-01	1.02	0.886363636364
275	275	2000-10-02	1.0	0.840909090909
276	276	2000-10-03	0.95	0.727272727273
277	277	2000-10-04	0.9	0.613636363636
278	278	2000-10-05	0.88	0.568181818182
279	279	2000-10-06	1.01	0.863636363636
280	280	2000-10-07	1.02	0.886363636364
281	281	2000-10-08	1.02	0.886363636364
282	282	2000-10-09	1.05	0.954545454545
283	283	2000-10-10	1.07	1.0
284	284	2000-10-11	1.07	1.0
285	285	2000-10-12	1.04	0.931818181818
286	286	2000-10-13	1.04	0.931818181818
287	287	2000-10-14	1.04	0.931818181818
288	288	2000-10-15	1.04	0.931818181818
289	289	2000-10-16	1.07	1.0
290	290	2000-10-17	1.07	1.0
291	291	2000-10-18	1.07	1.0
292	292	2000-10-19	1.07	1.0
293	293	2000-10-20	1.05	0.954545454545
294	294	2000-10-21	1.05	0.954545454545
295	295	2000-10-22	1.05	0.954545454545
296	296	2000-10-23	1.05	0.954545454545
297	297	2000-10-24	1.05	0.954545454545
298	298	2000-10-25	1.04	0.931818181818
299	299	2000-10-26	1.04	0.931818181818
300	300	2000-10-27	1.04	0.931818181818
301	301	2000-10-28	1.04	0.931818181818
302	302	2000-10-29	1.07	1.0
303	303	2000-10-30	1.07	1.0
304	304	2000-10-31	1.07	1.0
305	305	2000-11-01	1.06	0.977272727273
306	306	2000-11-02	1.05	0.954545454545
307	307	2000-11-03	1.04	0.931818181818
308	308	2000-11-04	1.05	0.954545454545
309	309	2000-11-05	1.05	0.954545454545
310	310	2000-11-06	1.07	1.0
311	311	2000-11-07	1.05	0.954545454545
312	312	2000-11-08	1.05	0.954545454545
313	313	2000-11-09	1.01	0.863636363636
314	314	2000-11-10	1.05	0.954545454545
315	315	2000-11-11	1.06	0.977272727273
316	316	2000-11-12	1.07	1.0
317	317	2000-11-13	1.07	1.0
318	318	2000-11-14	1.07	1.0
319	319	2000-11-15	1.07	1.0
320	320	2000-11-16	1.07	1.0
321	321	2000-11-17	1.07	1.0
322	322	2000-11-18	0.98	0.795454545455
323	323	2000-11-19	0.95	0.727272727273
324	324	2000-11-20	0.96	0.75
325	325	2000-11-21	1.01	0.863636363636
326	326	2000-11-22	1.06	0.977272727273
327	327	2000-11-23	1.03	0.909090909091
328	328	2000-11-24	1.05	0.954545454545
329	329	2000-11-25	1.07	1.0
330	330	2000-11-26	1.06	0.977272727273
331	331	2000-11-27	0.95	0.727272727273
332	332	2000-11-28	0.94	0.704545454545
333	333	2000-11-29	0.96	0.75
334	334	2000-11-30	0.98	0.795454545455
335	335	2000-12-01	0.94	0.704545454545
336	336	2000-12-02	0.97	0.772727272727
337	337	2000-12-03	0.97	0.772727272727
338	338	2000-12-04	0.94	0.704545454545
339	339	2000-12-05	0.9	0.613636363636
340	340	2000-12-06	0.88	0.568181818182
