,place,lon,lat,cooling,fuel,state,f,c,idc
1,1307,-91.225,30.425,2,5,LA,Oil,ST-RC,3
10,1317,-93.775,32.525,5,3,LA,Gas,CC-RC,3
11,1317,-93.775,32.525,1,5,LA,Oil,ST-OT,3
13,1320,-92.025,30.225,2,5,LA,Oil,ST-RC,3
14,1322,-91.225,29.725,2,5,LA,Oil,ST-RC,3
15,1324,-91.325,30.675,2,5,LA,Oil,ST-RC,3
22,1334,-75.825,38.425,1,5,MD,Oil,ST-OT,3
43,1367,-84.625,42.775,1,2,MI,Coal,ST-OT,3
55,1383,-89.025,30.425,1,5,MS,Oil,ST-OT,3
56,1383,-89.025,30.425,2,2,MS,Coal,ST-RC,3
57,1383,-89.025,30.425,2,5,MS,Oil,ST-RC,3
58,1383,-89.025,30.425,1,2,MS,Coal,ST-OT,3
59,1384,-90.975,32.275,2,5,MS,Oil,ST-RC,3
61,1387,-89.325,31.525,5,3,MS,Gas,CC-RC,3
62,1387,-89.325,31.525,2,5,MS,Oil,ST-RC,3
112,1481,-80.375,35.725,4,3,NC,Gas,CC-OT,3
114,1483,-79.675,36.475,4,3,NC,Gas,CC-OT,3
137,1519,-98.325,35.075,2,5,OK,Oil,ST-RC,3
143,1526,-77.175,39.875,6,3,PA,Gas,CC-DC,3
165,1569,-79.925,33.025,1,2,SC,Coal,ST-OT,3
167,1574,-84.175,36.025,1,2,TN,Coal,ST-OT,3
168,1575,-87.675,36.425,1,2,TN,Coal,ST-OT,3
169,1576,-86.425,36.325,1,2,TN,Coal,ST-OT,3
170,1577,-82.975,36.375,4,3,TN,Gas,CC-OT,3
172,1579,-84.525,35.875,1,2,TN,Coal,ST-OT,3
179,1594,-95.525,30.425,2,5,TX,Oil,ST-RC,3
180,1595,-93.875,30.025,2,5,TX,Oil,ST-RC,3
182,1598,-95.225,29.825,2,5,TX,Oil,ST-RC,3
184,1603,-95.675,29.475,2,2,TX,Coal,ST-RC,3
185,1603,-95.675,29.475,2,5,TX,Oil,ST-RC,3
194,1619,-96.075,31.825,2,2,TX,Coal,ST-RC,3
195,1622,-94.975,31.925,2,5,TX,Oil,ST-RC,3
197,1636,-97.275,30.125,2,5,TX,Oil,ST-RC,3
199,1641,-98.275,29.275,2,5,TX,Oil,ST-RC,3
200,1642,-98.375,29.225,2,5,TX,Oil,ST-RC,3
201,1646,-99.075,28.925,2,5,TX,Oil,ST-RC,3
225,1686,-105.775,42.825,2,2,WY,Coal,ST-RC,3
226,1686,-105.775,42.825,1,2,WY,Coal,ST-OT,3
232,1698,-87.125,33.575,2,2,AL,Coal,ST-RC,3
254,1717,-89.425,31.225,2,2,MS,Coal,ST-RC,3
262,1724,-101.125,41.175,1,2,NE,Coal,ST-OT,3
276,1739,-81.175,32.375,1,2,GA,Coal,ST-OT,3
277,1740,-96.075,30.625,2,2,TX,Coal,ST-RC,3
287,1752,-97.225,28.725,2,2,TX,Coal,ST-RC,3
288,1753,-96.775,29.925,2,2,TX,Coal,ST-RC,3
289,1754,-98.475,28.725,2,2,TX,Coal,ST-RC,3
290,1755,-92.725,31.375,2,2,LA,Coal,ST-RC,3
291,1755,-92.725,31.375,2,5,LA,Oil,ST-RC,3
297,1762,-96.475,30.725,2,5,TX,Oil,ST-RC,3
307,1773,-92.475,31.325,2,5,LA,Oil,ST-RC,3
310,1777,-97.025,30.575,2,2,TX,Coal,ST-RC,3
317,1784,-96.725,31.075,2,2,TX,Coal,ST-RC,3
318,1785,-98.325,29.275,2,2,TX,Coal,ST-RC,3
320,1787,-80.925,33.325,2,2,SC,Coal,ST-RC,3
347,1834,-117.125,40.875,2,2,NV,Coal,ST-RC,3
399,1970,-81.075,32.075,2,1,GA,Bio-power,ST-RC,3
400,1970,-81.075,32.075,2,2,GA,Coal,ST-RC,3
401,1971,-88.025,30.725,1,2,AL,Coal,ST-OT,3
402,1971,-88.025,30.725,1,1,AL,Bio-power,ST-OT,3
505,2149,-97.275,30.175,5,3,TX,Gas,CC-RC,3
543,2240,-87.975,30.975,5,3,AL,Gas,CC-RC,3
544,2240,-87.975,30.975,1,2,AL,Coal,ST-OT,3
550,2244,-87.775,32.575,1,2,AL,Coal,ST-OT,3
551,2245,-86.475,33.225,1,5,AL,Oil,ST-OT,3
552,2245,-86.475,33.225,2,2,AL,Coal,ST-RC,3
553,2245,-86.475,33.225,1,2,AL,Coal,ST-OT,3
555,2248,-93.575,32.025,2,2,LA,Coal,ST-RC,3
556,2250,-87.925,31.475,1,2,AL,Coal,ST-OT,3
557,2250,-87.925,31.475,2,2,AL,Coal,ST-RC,3
561,2257,-91.525,29.825,1,5,LA,Oil,ST-OT,3
581,2278,-92.925,34.425,1,5,AR,Oil,ST-OT,3
583,2289,-96.275,31.425,2,2,TX,Coal,ST-RC,3
610,2340,-81.825,26.675,4,3,FL,Gas,CC-OT,3
617,2350,-83.175,30.375,1,5,FL,Oil,ST-OT,3
618,2351,-87.225,30.575,2,2,FL,Coal,ST-RC,3
619,2351,-87.225,30.575,1,2,FL,Coal,ST-OT,3
624,2361,-81.425,30.375,1,5,FL,Oil,ST-OT,3
625,2361,-81.425,30.375,1,2,FL,Coal,ST-OT,3
634,2371,-84.925,34.175,2,2,GA,Coal,ST-RC,3
635,2372,-85.375,34.225,2,2,GA,Coal,ST-RC,3
636,2372,-85.375,34.225,1,2,GA,Coal,ST-OT,3
637,2375,-84.175,31.425,1,2,GA,Coal,ST-OT,3
647,2396,-88.075,41.625,1,2,IL,Coal,ST-OT,3
656,2414,-86.175,39.725,1,2,IN,Coal,ST-OT,3
657,2414,-86.175,39.725,2,2,IN,Coal,ST-RC,3
658,2414,-86.175,39.725,1,5,IN,Oil,ST-OT,3
719,72780,-93.125,30.225,2,1,LA,Bio-power,ST-RC,3
721,72793,-87.525,31.575,2,1,AL,Bio-power,ST-RC,3
730,72951,-73.875,40.775,6,3,NY,Gas,CC-DC,3
750,73358,-87.125,34.725,1,4,AL,Nuclear,ST-OT,3
794,73950,-93.225,30.825,2,1,LA,Bio-power,ST-RC,3
809,74182,-82.325,31.925,2,4,GA,Nuclear,ST-RC,3
829,74486,-104.725,38.625,6,3,CO,Gas,CC-DC,3
837,74674,-91.075,32.025,2,4,MS,Nuclear,ST-RC,3
874,75127,-98.325,29.325,2,2,TX,Coal,ST-RC,3
886,75205,-85.125,31.225,2,4,AL,Nuclear,ST-RC,3
910,75751,-92.775,33.525,1,5,AR,Oil,ST-OT,3
919,75878,-93.275,32.575,2,5,LA,Oil,ST-RC,3
973,76681,-91.275,30.625,2,1,LA,Bio-power,ST-RC,3
974,76681,-91.275,30.625,2,2,LA,Coal,ST-RC,3
996,76915,-91.425,30.725,2,4,LA,Nuclear,ST-RC,3
1002,77005,-90.375,32.925,2,5,MS,Oil,ST-RC,3
1023,77325,-122.125,39.075,3,1,CA,Bio-power,ST-DC,3
1046,77749,-76.675,37.175,1,4,VA,Nuclear,ST-OT,3
1049,77820,-94.925,31.775,2,1,TX,Bio-power,ST-RC,3
1075,385643,-91.175,30.475,2,5,LA,Oil,ST-RC,3
1117,613335,-96.975,31.475,2,2,TX,Coal,ST-RC,3
1118,613373,-116.525,40.675,2,2,NV,Coal,ST-RC,3
1132,751356,-96.575,28.625,2,2,TX,Coal,ST-RC,3
1133,820019,-96.475,31.175,2,2,TX,Coal,ST-RC,3
1134,826582,-97.075,30.575,2,2,TX,Coal,ST-RC,3
1135,840309,-105.275,44.275,2,2,WY,Coal,ST-RC,3
1150,912854,-94.525,31.425,2,1,TX,Bio-power,ST-RC,3
1172,1584122,-90.925,30.125,2,5,LA,Oil,ST-RC,3
1179,1997368,-93.175,31.875,2,1,LA,Bio-power,ST-RC,3
