,place,lon,lat,cooling,fuel,state,f,c,idc
418,2007,-74.125,40.875,5,3,NJ,Gas,CC-RC,5
420,2011,-92.325,38.925,5,3,MO,Gas,CC-RC,5
426,2020,-78.525,36.625,2,2,VA,Coal,ST-RC,5
432,2036,-75.525,39.575,1,5,DE,Oil,ST-OT,5
436,2044,-73.775,40.625,5,3,NY,Gas,CC-RC,5
440,2050,-77.275,38.225,2,2,VA,Coal,ST-RC,5
441,2053,-114.875,36.225,5,3,NV,Gas,CC-RC,5
442,2054,-114.925,36.325,5,3,NV,Gas,CC-RC,5
455,2076,-74.125,40.075,5,3,NJ,Gas,CC-RC,5
460,2083,-75.225,40.025,5,3,PA,Gas,CC-RC,5
463,2086,-76.875,38.675,5,3,MD,Gas,CC-RC,5
464,2087,-78.225,38.125,5,3,VA,Gas,CC-RC,5
466,2089,-73.925,40.675,5,3,NY,Gas,CC-RC,5
479,2110,-102.775,32.975,5,3,TX,Gas,CC-RC,5
496,2136,-114.125,35.075,5,3,AZ,Gas,CC-RC,5
509,2155,-94.275,38.775,5,3,MO,Gas,CC-RC,5
518,2170,-121.875,38.075,5,3,CA,Gas,CC-RC,5
533,2212,-121.825,38.075,5,3,CA,Gas,CC-RC,5
534,2213,-88.825,39.225,5,3,IL,Gas,CC-RC,5
535,2214,-87.525,39.375,5,3,IN,Gas,CC-RC,5
570,2268,-99.175,34.075,2,2,TX,Coal,ST-RC,5
585,2305,-117.275,34.075,5,3,CA,Gas,CC-RC,5
606,2332,-75.575,39.625,1,5,DE,Oil,ST-OT,5
607,2333,-75.225,38.575,2,2,DE,Coal,ST-RC,5
608,2334,-75.525,39.175,2,5,DE,Oil,ST-RC,5
609,2335,-76.475,39.175,2,2,MD,Coal,ST-RC,5
641,2382,-89.675,40.575,1,2,IL,Coal,ST-OT,5
642,2383,-89.425,39.075,2,2,IL,Coal,ST-RC,5
643,2384,-89.525,37.675,4,3,IL,Gas,CC-OT,5
644,2390,-88.125,41.525,1,2,IL,Coal,ST-OT,5
645,2391,-89.425,39.625,2,2,IL,Coal,ST-RC,5
648,2398,-88.875,37.225,1,2,IL,Coal,ST-OT,5
649,2399,-89.875,38.225,2,2,IL,Coal,ST-RC,5
650,2400,-90.125,40.275,2,2,IL,Coal,ST-RC,5
653,2407,-89.575,39.725,2,2,IL,Coal,ST-RC,5
654,2409,-88.975,37.625,2,2,IL,Coal,ST-RC,5
655,2411,-85.425,38.725,1,2,IN,Coal,ST-OT,5
659,2415,-86.425,39.475,2,2,IN,Coal,ST-RC,5
660,2416,-87.275,38.525,1,2,IN,Coal,ST-OT,5
661,2416,-87.275,38.525,2,2,IN,Coal,ST-RC,5
666,2422,-85.975,40.075,5,3,IN,Gas,CC-RC,5
667,2423,-85.825,38.275,1,2,IN,Coal,ST-OT,5
668,2424,-87.425,39.525,5,2,IN,Coal,CC-RC,5
669,2424,-87.425,39.525,1,2,IN,Coal,ST-OT,5
670,2425,-87.325,37.875,1,2,IN,Coal,ST-OT,5
672,2427,-84.925,39.775,2,2,IN,Coal,ST-RC,5
684,2439,-93.575,42.025,2,2,IA,Coal,ST-RC,5
690,2448,-97.475,37.825,2,5,KS,Oil,ST-RC,5
691,2449,-94.675,38.375,2,2,KS,Coal,ST-RC,5
692,2450,-97.325,37.575,2,5,KS,Oil,ST-RC,5
693,2452,-97.925,38.025,2,5,KS,Oil,ST-RC,5
694,2453,-95.275,39.025,2,2,KS,Coal,ST-RC,5
695,2454,-95.575,39.075,2,2,KS,Coal,ST-RC,5
696,2455,-95.625,37.075,2,5,KS,Oil,ST-RC,5
697,2456,-94.625,39.075,2,5,KS,Oil,ST-RC,5
700,2459,-82.625,38.125,2,2,KY,Coal,ST-RC,5
701,2460,-84.725,37.775,2,2,KY,Coal,ST-RC,5
702,2461,-85.025,38.775,2,2,KY,Coal,ST-RC,5
703,2464,-85.875,38.175,5,3,KY,Gas,CC-RC,5
704,2465,-85.925,38.075,2,2,KY,Coal,ST-RC,5
705,2466,-87.075,37.825,1,2,KY,Coal,ST-OT,5
707,2468,-88.775,37.175,1,2,KY,Coal,ST-OT,5
708,2469,-86.775,37.925,2,2,KY,Coal,ST-RC,5
710,72730,-74.025,40.775,2,5,NY,Oil,ST-RC,5
711,72731,-73.975,40.775,2,5,NY,Oil,ST-RC,5
713,72748,-76.375,40.375,5,3,PA,Gas,CC-RC,5
718,72779,-121.925,37.425,5,3,CA,Gas,CC-RC,5
724,72826,-114.875,36.425,5,3,NV,Gas,CC-RC,5
725,72862,-79.275,37.125,2,1,VA,Bio-power,ST-RC,5
744,73271,-97.075,36.125,2,5,OK,Oil,ST-RC,5
746,73309,-88.175,41.275,2,4,IL,Nuclear,ST-RC,5
754,73447,-78.125,38.975,5,3,VA,Gas,CC-RC,5
757,73480,-91.775,38.675,2,4,MO,Nuclear,ST-RC,5
758,73485,-76.325,38.425,1,4,MD,Nuclear,ST-OT,5
769,73636,-75.375,39.825,2,2,PA,Coal,ST-RC,5
775,73718,-88.825,40.175,2,4,IL,Nuclear,ST-RC,5
785,73844,-121.125,38.325,5,3,CA,Gas,CC-RC,5
787,73855,-79.975,37.775,1,1,VA,Bio-power,ST-OT,5
790,73869,-86.925,40.025,2,2,IN,Coal,ST-RC,5
797,73982,-76.275,39.775,5,3,PA,Gas,CC-RC,5
801,74076,-81.975,40.075,5,3,OH,Gas,CC-RC,5
805,74134,-97.025,37.225,2,5,KS,Oil,ST-RC,5
812,74208,-119.475,35.275,5,3,CA,Gas,CC-RC,5
817,74307,-74.775,40.125,5,3,PA,Gas,CC-RC,5
818,74339,-79.925,39.875,5,3,PA,Gas,CC-RC,5
838,74690,-80.075,39.525,2,2,WV,Coal,ST-RC,5
843,74763,-87.425,37.675,2,2,KY,Coal,ST-RC,5
844,74800,-82.775,38.575,5,3,OH,Gas,CC-RC,5
857,74984,-75.525,39.475,2,4,NJ,Nuclear,ST-RC,5
860,75003,-122.275,40.475,2,1,CA,Bio-power,ST-RC,5
861,75004,-73.975,40.675,2,5,NY,Oil,ST-RC,5
871,75088,-117.175,33.725,5,3,CA,Gas,CC-RC,5
880,75157,-86.925,38.425,2,2,IN,Coal,ST-RC,5
881,75164,-121.925,37.375,5,3,CA,Gas,CC-RC,5
888,75260,-74.275,40.675,5,3,NJ,Gas,CC-RC,5
891,75325,-119.575,36.575,5,3,CA,Gas,CC-RC,5
897,75494,-75.525,40.175,2,4,PA,Nuclear,ST-RC,5
900,75568,-121.975,37.425,5,3,CA,Gas,CC-RC,5
908,75722,-93.225,39.125,2,5,MO,Oil,ST-RC,5
909,75722,-93.225,39.125,2,2,MO,Coal,ST-RC,5
920,75882,-80.625,40.325,2,5,OH,Oil,ST-RC,5
923,75937,-117.725,35.025,5,3,CA,Gas,CC-RC,5
928,76017,-79.325,37.125,2,1,VA,Bio-power,ST-RC,5
945,76270,-117.675,33.975,5,3,CA,Gas,CC-RC,5
951,76374,-116.975,32.575,5,3,CA,Gas,CC-RC,5
953,76418,-84.825,39.075,5,3,IN,Gas,CC-RC,5
954,76420,-81.725,39.575,5,3,OH,Gas,CC-RC,5
959,76489,-118.825,34.975,5,3,CA,Gas,CC-RC,5
962,76542,-86.175,39.775,2,2,IN,Coal,ST-RC,5
963,76542,-86.175,39.775,2,5,IN,Oil,ST-RC,5
970,76663,-97.025,36.625,2,5,OK,Oil,ST-RC,5
971,76664,-97.025,36.675,5,3,OK,Gas,CC-RC,5
977,76732,-89.675,38.275,2,2,IL,Coal,ST-RC,5
980,76790,-87.475,37.625,2,2,KY,Coal,ST-RC,5
982,76800,-83.375,34.975,2,1,GA,Bio-power,ST-RC,5
985,76838,-74.375,40.425,5,3,NJ,Gas,CC-RC,5
987,76842,-122.325,40.525,4,3,CA,Gas,CC-OT,5
992,76899,-119.475,36.725,2,1,CA,Bio-power,ST-RC,5
1000,76997,-76.525,40.025,5,3,PA,Gas,CC-RC,5
1005,77045,-121.025,37.625,5,3,CA,Gas,CC-RC,5
1020,77269,-81.675,39.575,5,3,OH,Gas,CC-RC,5
1033,77569,-73.575,40.725,5,3,NY,Gas,CC-RC,5
1036,77581,-121.525,37.725,2,1,CA,Bio-power,ST-RC,5
1038,77627,-76.725,40.175,2,4,PA,Nuclear,ST-RC,5
1040,77670,-78.425,37.725,5,3,VA,Gas,CC-RC,5
1060,78103,-122.175,40.425,2,1,CA,Bio-power,ST-RC,5
1062,78151,-75.175,39.975,2,5,PA,Oil,ST-RC,5
1068,78246,-75.525,39.425,2,4,NJ,Nuclear,ST-RC,5
1073,385530,-121.525,38.425,5,3,CA,Gas,CC-RC,5
1074,385617,-96.025,46.275,2,2,MN,Coal,ST-RC,5
1079,587560,-121.975,37.375,5,3,CA,Gas,CC-RC,5
1085,587704,-120.925,37.475,5,3,CA,Gas,CC-RC,5
1090,587835,-117.625,33.875,5,3,CA,Gas,CC-RC,5
1098,588008,-120.925,38.275,2,1,CA,Bio-power,ST-RC,5
1100,588046,-79.925,39.725,2,2,WV,Coal,ST-RC,5
1102,588110,-78.325,37.725,5,3,VA,Gas,CC-RC,5
1107,594170,-76.925,38.975,2,5,MD,Oil,ST-RC,5
1111,607176,-78.825,38.425,2,5,VA,Oil,ST-RC,5
1113,608012,-74.325,40.525,5,1,NJ,Bio-power,CC-RC,5
1115,613310,-82.325,36.875,2,2,VA,Coal,ST-RC,5
1123,632209,-121.375,38.775,5,3,CA,Gas,CC-RC,5
1125,676259,-82.875,38.625,1,5,OH,Oil,ST-OT,5
1126,732864,-119.525,36.675,5,3,CA,Gas,CC-RC,5
1139,856045,-122.175,39.375,5,3,CA,Gas,CC-RC,5
1140,871146,-100.925,32.725,5,3,TX,Gas,CC-RC,5
1142,875399,-90.175,38.625,2,5,MO,Oil,ST-RC,5
1143,875399,-90.175,38.625,5,3,MO,Gas,CC-RC,5
1146,884383,-121.775,38.075,5,3,CA,Gas,CC-RC,5
1148,891963,-121.525,38.075,5,3,CA,Gas,CC-RC,5
1149,911906,-120.475,37.175,2,1,CA,Bio-power,ST-RC,5
1154,1124417,-75.225,39.875,5,3,NJ,Gas,CC-RC,5
1155,1127605,-94.575,39.125,2,2,MO,Coal,ST-RC,5
1160,1161596,-120.275,37.125,2,1,CA,Bio-power,ST-RC,5
1163,1181091,-90.225,38.725,2,5,IL,Oil,ST-RC,5
1168,1502940,-74.125,40.675,5,3,NJ,Gas,CC-RC,5
1169,1503622,-74.425,40.475,5,3,NJ,Gas,CC-RC,5
1173,1585142,-78.875,36.675,2,1,VA,Bio-power,ST-RC,5
1174,1648419,-75.425,39.075,5,3,DE,Gas,CC-RC,5
1175,1651571,-76.975,39.025,2,5,MD,Oil,ST-RC,5
