2,76505
0,76915
5,2147
4,1808
6,75507
1,75877
8,2245
4,1488
1,1368
5,632047
0,73311
8,73318
0,77648
0,75775
4,75292
7,2340
5,2298
6,74819
1,76780
0,77351
7,73583
1,75024
6,77675
1,2158
6,76885
1,1392
1,1909
3,2460
2,1870
5,2415
5,2312
4,1696
1,1990
7,73721
2,2424
3,1911
1,74091
3,1477
1,2252
4,73085
5,1544
3,2409
0,77709
5,1432
5,1648419
0,2012
6,74205
5,385530
1,2117
1,73535
5,77569
7,73503
5,588046
6,1624
7,2009
8,2344
0,73961
1,650972
5,75065
1,1350
6,1314
0,922140
5,2036
5,1702
1,1904
0,1595
6,76096
5,76420
1,1442
3,2423
4,1573104
0,73538
2,74182
2,74134
6,73740
1,2201
3,1578
1,72745
5,72826
1,2438
6,1951
1,1928
0,2153
3,1895
4,74906
0,1622
5,74800
5,587704
1,75628
5,608012
1,1352
5,2054
3,1724
1,1886
5,73944
6,73765
6,78118
1,613326
3,1792
5,1502940
4,75189
4,76147
5,76541
5,75004
0,613335
6,2002
3,1781
5,77045
2,1306
4,72938
0,1382
6,1744
1,1380
5,1927
6,76302
7,1585
1,1365
6,77934
7,2014
7,1587
1,73761
1,1377
5,74339
3,1390
6,1562
5,74076
4,2156
1,75069
6,77057
5,77269
5,1608
5,2419
5,1946
5,2066
8,1526
1,2092
3,1738
6,2174
2,587961
4,77131
7,1310
5,2139
4,2440
5,1503622
5,587560
4,77504
2,75751
5,1127605
5,76440
2,1576
3,2461
5,75997
5,2101
1,73854
3,1388
5,913505
5,75164
3,2335
1,1410
5,1490
3,1704
4,2437
1,1728
3,594170
6,73867
3,1500
5,856045
5,78230
1,2084
0,76629
2,1514
7,2328
5,2095
1,2434
5,76903
2,1735
6,75780
5,2089
4,76599
1,1168279
5,74066
1,2119
5,76838
2,75494
6,1605
1,1348
1,1450
7,2114
8,2103
6,74161
1,74475
4,76820
6,74486
5,2422
3,75818
8,849342
5,2431
5,2456
6,2269
