,place,lon,lat,cooling,fuel,state,f,c,idc
399,1970,-81.075,32.075,2,1,GA,Bio-power,ST-RC,5
400,1970,-81.075,32.075,2,2,GA,Coal,ST-RC,5
401,1971,-88.025,30.725,1,2,AL,Coal,ST-OT,5
402,1971,-88.025,30.725,1,1,AL,Bio-power,ST-OT,5
404,1978,-93.275,30.225,5,3,LA,Gas,CC-RC,5
410,1987,-94.075,30.075,5,3,TX,Gas,CC-RC,5
416,2002,-79.525,34.125,2,1,SC,Bio-power,ST-RC,5
425,2019,-91.175,30.275,5,3,LA,Gas,CC-RC,5
462,2085,-97.425,32.425,5,3,TX,Gas,CC-RC,5
471,2099,-83.625,32.475,5,3,GA,Gas,CC-RC,5
475,2103,-95.125,29.725,5,3,TX,Gas,CC-RC,5
476,2104,-71.175,41.625,6,3,RI,Gas,CC-DC,5
477,2107,-95.925,30.575,5,3,TX,Gas,CC-RC,5
482,2113,-89.275,33.375,2,2,MS,Coal,ST-RC,5
499,2140,-97.875,29.525,5,3,TX,Gas,CC-RC,5
504,2148,-97.925,29.525,5,3,TX,Gas,CC-RC,5
505,2149,-97.275,30.175,5,3,TX,Gas,CC-RC,5
507,2153,-92.425,30.425,5,3,LA,Gas,CC-RC,5
519,2171,-90.225,32.375,5,3,MS,Gas,CC-RC,5
520,2173,-89.875,33.025,5,3,MS,Gas,CC-RC,5
522,2176,-96.675,32.325,5,3,TX,Gas,CC-RC,5
524,2179,-96.125,31.875,5,3,TX,Gas,CC-RC,5
525,2187,-88.025,30.775,5,3,AL,Gas,CC-RC,5
529,2203,-95.175,29.725,5,3,TX,Gas,CC-RC,5
531,2210,-75.325,39.875,5,3,PA,Gas,CC-RC,5
538,2223,-92.075,32.825,5,3,LA,Gas,CC-RC,5
540,2229,-92.025,32.725,5,3,LA,Gas,CC-RC,5
543,2240,-87.975,30.975,5,3,AL,Gas,CC-RC,5
544,2240,-87.975,30.975,1,2,AL,Coal,ST-OT,5
548,2243,-87.175,33.625,1,2,AL,Coal,ST-OT,5
549,2243,-87.175,33.625,2,2,AL,Coal,ST-RC,5
550,2244,-87.775,32.575,1,2,AL,Coal,ST-OT,5
555,2248,-93.575,32.025,2,2,LA,Coal,ST-RC,5
556,2250,-87.925,31.475,1,2,AL,Coal,ST-OT,5
557,2250,-87.925,31.475,2,2,AL,Coal,ST-RC,5
561,2257,-91.525,29.825,1,5,LA,Oil,ST-OT,5
562,2260,-97.625,30.225,5,3,TX,Gas,CC-RC,5
571,2269,-80.125,33.375,2,2,SC,Coal,ST-RC,5
579,2275,-92.175,34.725,2,5,AR,Oil,ST-RC,5
580,2277,-93.475,33.375,2,5,AR,Oil,ST-RC,5
581,2278,-92.925,34.425,1,5,AR,Oil,ST-OT,5
583,2289,-96.275,31.425,2,2,TX,Coal,ST-RC,5
618,2351,-87.225,30.575,2,2,FL,Coal,ST-RC,5
619,2351,-87.225,30.575,1,2,FL,Coal,ST-OT,5
620,2353,-85.675,30.275,5,3,FL,Gas,CC-RC,5
624,2361,-81.425,30.375,1,5,FL,Oil,ST-OT,5
625,2361,-81.425,30.375,1,2,FL,Coal,ST-OT,5
631,2367,-84.425,30.475,2,5,FL,Oil,ST-RC,5
632,2367,-84.425,30.475,5,3,FL,Gas,CC-RC,5
633,2368,-84.225,30.125,4,3,FL,Gas,CC-OT,5
637,2375,-84.175,31.425,1,2,GA,Coal,ST-OT,5
638,2376,-84.875,33.475,2,2,GA,Coal,ST-RC,5
639,2376,-84.875,33.475,2,5,GA,Oil,ST-RC,5
721,72793,-87.525,31.575,2,1,AL,Bio-power,ST-RC,5
726,72914,-114.975,36.425,6,3,NV,Gas,CC-DC,5
727,72929,-93.225,35.275,2,4,AR,Nuclear,ST-RC,5
730,72951,-73.875,40.775,6,3,NY,Gas,CC-DC,5
732,72973,-86.575,32.375,5,3,AL,Gas,CC-RC,5
734,73051,-97.525,30.225,5,3,TX,Gas,CC-RC,5
740,73184,-115.375,35.625,6,3,NV,Gas,CC-DC,5
747,73311,-81.925,30.325,5,3,FL,Gas,CC-RC,5
756,73473,-88.325,33.575,5,3,MS,Gas,CC-RC,5
765,73538,-91.075,30.225,5,3,LA,Gas,CC-RC,5
781,73770,-88.425,33.425,2,1,MS,Bio-power,ST-RC,5
782,73772,-97.775,32.275,2,4,TX,Nuclear,ST-RC,5
806,74161,-94.675,32.425,5,3,TX,Gas,CC-RC,5
807,74166,-80.625,33.875,2,1,SC,Bio-power,ST-RC,5
809,74182,-82.325,31.925,2,4,GA,Nuclear,ST-RC,5
810,74185,-81.275,32.275,5,3,GA,Gas,CC-RC,5
822,74413,-96.475,32.775,5,3,TX,Gas,CC-RC,5
830,74507,-86.525,32.325,5,3,AL,Gas,CC-RC,5
837,74674,-91.075,32.025,2,4,MS,Nuclear,ST-RC,5
847,74825,-94.425,32.375,5,3,TX,Gas,CC-RC,5
850,74888,-90.225,33.525,2,5,MS,Oil,ST-RC,5
879,75155,-81.125,32.325,5,3,SC,Gas,CC-RC,5
886,75205,-85.125,31.225,2,4,AL,Nuclear,ST-RC,5
898,75507,-86.725,32.375,5,3,AL,Gas,CC-RC,5
910,75751,-92.775,33.525,1,5,AR,Oil,ST-OT,5
911,75775,-85.025,32.175,2,1,AL,Bio-power,ST-RC,5
912,75780,-116.125,33.575,2,1,CA,Bio-power,ST-RC,5
922,75909,-114.925,36.375,6,3,NV,Gas,CC-DC,5
948,76321,-87.975,31.275,5,3,AL,Gas,CC-RC,5
967,76629,-83.925,31.875,2,2,GA,Coal,ST-RC,5
981,76798,-93.325,30.175,5,3,LA,Gas,CC-RC,5
999,76989,-114.675,32.725,5,3,AZ,Gas,CC-RC,5
1002,77005,-90.375,32.925,2,5,MS,Oil,ST-RC,5
1023,77325,-122.125,39.075,3,1,CA,Bio-power,ST-DC,5
1026,77351,-81.775,33.175,2,4,GA,Nuclear,ST-RC,5
1029,77489,-92.525,33.325,5,3,AR,Gas,CC-RC,5
1039,77648,-88.175,30.475,5,3,AL,Gas,CC-RC,5
1041,77674,-94.175,32.125,5,3,TX,Gas,CC-RC,5
1042,77675,-86.775,32.325,5,3,AL,Gas,CC-RC,5
1048,77769,-81.325,34.275,2,4,SC,Nuclear,ST-RC,5
1049,77820,-94.925,31.775,2,1,TX,Bio-power,ST-RC,5
1056,78044,-114.925,36.425,6,3,NV,Gas,CC-DC,5
1064,78177,-87.125,30.575,5,3,FL,Gas,CC-RC,5
1097,588007,-81.175,32.425,5,3,GA,Gas,CC-RC,5
1109,606975,-86.525,31.375,5,3,AL,Gas,CC-RC,5
1112,607274,-91.525,34.475,2,1,AR,Bio-power,ST-RC,5
1117,613335,-96.975,31.475,2,2,TX,Coal,ST-RC,5
1133,820019,-96.475,31.175,2,2,TX,Coal,ST-RC,5
1134,826582,-97.075,30.575,2,2,TX,Coal,ST-RC,5
1137,849342,-96.075,29.225,5,3,TX,Gas,CC-RC,5
1141,874697,-93.825,33.625,2,2,AR,Coal,ST-RC,5
1144,883352,-103.325,32.775,6,3,NM,Gas,CC-DC,5
1145,883620,-88.775,32.625,5,2,MS,Coal,CC-RC,5
1150,912854,-94.525,31.425,2,1,TX,Bio-power,ST-RC,5
1152,922140,-96.675,44.425,5,3,SD,Gas,CC-RC,5
1153,1123030,-97.325,31.125,5,3,TX,Gas,CC-RC,5
1158,1143769,-84.125,33.075,2,1,GA,Bio-power,ST-RC,5
1164,1181214,-81.675,33.275,2,1,SC,Bio-power,ST-RC,5
1171,1574461,-82.875,32.525,2,1,GA,Bio-power,ST-RC,5
1179,1997368,-93.175,31.875,2,1,LA,Bio-power,ST-RC,5
