,place,lon,lat,cooling,fuel,state,f,c,idc
39,1361,-82.475,42.725,1,2,MI,Coal,ST-OT,2
41,1363,-87.425,46.575,2,2,MI,Coal,ST-RC,2
45,1370,-87.425,46.475,2,2,MI,Coal,ST-RC,2
48,1374,-93.625,47.275,2,2,MN,Coal,ST-RC,2
77,1405,-99.675,40.675,1,5,NE,Oil,ST-OT,2
84,1414,-119.125,39.125,2,5,NV,Oil,ST-RC,2
85,1415,-119.525,39.575,2,5,NV,Oil,ST-RC,2
86,1415,-119.525,39.575,5,3,NV,Gas,CC-RC,2
87,1417,-71.475,43.125,1,2,NH,Coal,ST-OT,2
88,1418,-70.725,43.075,1,2,NH,Coal,ST-OT,2
89,1418,-70.725,43.075,1,1,NH,Bio-power,ST-OT,2
99,1441,-106.625,35.175,2,5,NM,Oil,ST-RC,2
115,1486,-100.875,46.875,2,2,ND,Coal,ST-RC,2
116,1487,-101.325,47.275,2,2,ND,Coal,ST-RC,2
117,1487,-101.325,47.275,1,2,ND,Coal,ST-OT,2
118,1488,-101.225,47.075,2,2,ND,Coal,ST-RC,2
119,1489,-101.375,47.325,1,2,ND,Coal,ST-OT,2
202,1648,-111.925,40.775,2,5,UT,Oil,ST-RC,2
221,1681,-89.675,44.825,2,2,WI,Coal,ST-RC,2
222,1681,-89.675,44.825,1,5,WI,Oil,ST-OT,2
223,1681,-89.675,44.825,1,2,WI,Coal,ST-OT,2
231,1696,-111.425,36.925,2,2,AZ,Coal,ST-RC,2
241,1708,-101.125,47.275,2,2,ND,Coal,ST-RC,2
243,1710,-82.475,42.775,1,2,MI,Coal,ST-OT,2
255,1718,-94.675,39.175,1,2,KS,Coal,ST-OT,2
256,1719,-94.975,39.425,1,2,MO,Coal,ST-OT,2
265,1728,-104.125,47.675,1,2,MT,Coal,ST-OT,2
271,1734,-96.475,45.325,2,2,SD,Coal,ST-RC,2
283,1748,-111.025,39.175,2,2,UT,Coal,ST-RC,2
286,1751,-109.275,34.575,2,2,AZ,Coal,ST-RC,2
299,1764,-103.675,40.275,2,2,CO,Coal,ST-RC,2
305,1771,-101.825,47.525,2,2,ND,Coal,ST-RC,2
306,1772,-112.575,39.525,2,2,UT,Coal,ST-RC,2
313,1780,-105.025,40.875,2,2,CO,Coal,ST-RC,2
331,1808,-109.675,40.125,2,2,UT,Coal,ST-RC,2
342,1828,-123.175,46.175,5,3,OR,Gas,CC-RC,2
345,1832,-101.775,47.525,2,2,ND,Coal,ST-RC,2
346,1833,-109.175,34.325,2,2,AZ,Coal,ST-RC,2
351,1871,-104.975,39.675,5,3,CO,Gas,CC-RC,2
357,1884,-121.125,36.225,5,3,CA,Gas,CC-RC,2
366,1904,-70.575,44.525,2,1,ME,Bio-power,ST-RC,2
381,1930,-107.725,39.525,5,3,CO,Gas,CC-RC,2
412,1990,-104.825,40.075,5,3,CO,Gas,CC-RC,2
438,2048,-122.575,48.475,5,3,WA,Gas,CC-RC,2
447,2062,-122.275,48.975,5,3,WA,Gas,CC-RC,2
448,2064,-122.675,48.825,5,3,WA,Gas,CC-RC,2
480,2111,-68.725,44.825,5,3,ME,Gas,CC-RC,2
492,2127,-121.825,42.175,5,3,OR,Gas,CC-RC,2
510,2156,-116.925,47.775,5,3,ID,Gas,CC-RC,2
558,2251,-98.375,40.825,2,2,NE,Coal,ST-RC,2
559,2252,-98.325,40.575,2,2,NE,Coal,ST-RC,2
560,2253,-108.075,35.425,2,2,NM,Coal,ST-RC,2
564,2262,-110.275,34.925,2,2,AZ,Coal,ST-RC,2
591,2315,-104.925,39.825,2,2,CO,Coal,ST-RC,2
592,2315,-104.925,39.825,5,3,CO,Gas,CC-RC,2
594,2317,-105.225,40.025,2,2,CO,Coal,ST-RC,2
595,2318,-105.025,39.725,2,5,CO,Oil,ST-RC,2
596,2319,-104.825,38.825,2,2,CO,Coal,ST-RC,2
597,2320,-104.825,38.875,2,5,CO,Oil,ST-RC,2
598,2321,-107.175,40.525,2,2,CO,Coal,ST-RC,2
680,2436,-95.875,41.175,2,2,IA,Coal,ST-RC,2
681,2436,-95.875,41.175,1,2,IA,Coal,ST-OT,2
682,2437,-96.375,42.325,1,2,IA,Coal,ST-OT,2
685,2440,-92.425,42.525,1,2,IA,Coal,ST-OT,2
698,2457,-94.625,39.125,1,2,KS,Coal,ST-OT,2
722,72813,-106.475,35.375,2,5,NM,Oil,ST-RC,2
729,72938,-67.825,46.775,2,1,ME,Bio-power,ST-RC,2
736,73085,-68.425,46.625,2,1,ME,Bio-power,ST-RC,2
741,73195,-122.875,42.475,2,1,OR,Bio-power,ST-RC,2
745,73276,-70.425,45.175,2,1,ME,Bio-power,ST-RC,2
749,73332,-71.725,43.625,2,1,NH,Bio-power,ST-RC,2
751,73384,-68.825,44.575,2,5,ME,Oil,ST-RC,2
752,73408,-121.625,40.975,2,1,CA,Bio-power,ST-RC,2
755,73458,-85.425,44.275,2,1,MI,Bio-power,ST-RC,2
762,73519,-67.975,46.825,1,5,ME,Oil,ST-OT,2
779,73761,-106.625,45.975,2,2,MT,Coal,ST-RC,2
784,73813,-95.675,40.375,1,4,NE,Nuclear,ST-OT,2
804,74132,-95.275,43.175,2,2,IA,Coal,ST-RC,2
813,74237,-122.475,48.775,5,3,WA,Gas,CC-RC,2
