,place,lon,lat,cooling,fuel,state,f,c,idc
816,74306,-124.175,40.775,2,1,CA,Bio-power,ST-RC,2
823,74417,-96.075,41.525,1,4,NE,Nuclear,ST-OT,2
825,74466,-122.225,47.075,5,3,WA,Gas,CC-RC,2
834,74618,-115.275,42.975,5,3,ID,Gas,CC-RC,2
839,74695,-84.675,44.575,2,1,MI,Bio-power,ST-RC,2
840,74698,-123.475,46.975,5,3,WA,Gas,CC-RC,2
842,74761,-120.275,40.275,2,1,CA,Bio-power,ST-RC,2
849,74886,-72.075,43.425,2,1,NH,Bio-power,ST-RC,2
851,74906,-92.925,47.425,2,1,MN,Bio-power,ST-RC,2
852,74906,-92.925,47.425,2,2,MN,Coal,ST-RC,2
855,74936,-83.875,45.075,2,1,MI,Bio-power,ST-RC,2
856,74939,-97.025,47.425,2,2,ND,Coal,ST-RC,2
865,75061,-67.525,44.725,2,1,ME,Bio-power,ST-RC,2
866,75064,-78.475,42.075,5,3,NY,Gas,CC-RC,2
868,75068,-68.625,45.225,2,1,ME,Bio-power,ST-RC,2
884,75187,-88.475,46.775,2,1,MI,Bio-power,ST-RC,2
885,75189,-91.925,44.275,1,2,WI,Coal,ST-OT,2
889,75292,-118.125,48.625,2,1,WA,Bio-power,ST-RC,2
905,75632,-92.125,46.725,1,1,MN,Bio-power,ST-OT,2
924,75962,-93.875,45.325,2,4,MN,Nuclear,ST-RC,2
932,76102,-96.375,42.275,1,2,IA,Coal,ST-OT,2
933,76147,-94.475,44.325,2,5,MN,Oil,ST-RC,2
934,76147,-94.475,44.325,1,5,MN,Oil,ST-OT,2
938,76239,-92.975,43.675,2,5,MN,Oil,ST-RC,2
965,76599,-71.725,44.325,2,1,NH,Bio-power,ST-RC,2
969,76650,-116.875,47.325,2,1,ID,Bio-power,ST-RC,2
983,76820,-93.475,47.175,1,1,MN,Bio-power,ST-OT,2
984,76820,-93.475,47.175,2,1,MN,Bio-power,ST-RC,2
998,76973,-104.625,40.075,5,3,CO,Gas,CC-RC,2
1003,77030,-67.975,44.675,2,1,ME,Bio-power,ST-RC,2
1008,77093,-95.025,45.175,2,2,MN,Coal,ST-RC,2
1009,77093,-95.025,45.175,2,5,MN,Oil,ST-RC,2
1012,77131,-89.575,46.775,2,2,MI,Coal,ST-RC,2
1013,77131,-89.575,46.775,2,5,MI,Oil,ST-RC,2
1015,77144,-122.975,44.075,2,5,OR,Oil,ST-RC,2
1027,77364,-85.225,44.225,2,1,MI,Bio-power,ST-RC,2
1028,77365,-83.425,44.675,2,1,MI,Bio-power,ST-RC,2
1031,77504,-123.975,40.875,2,1,CA,Bio-power,ST-RC,2
1032,77565,-104.525,37.175,2,2,CO,Coal,ST-RC,2
1034,77570,-105.175,39.775,2,2,CO,Coal,ST-RC,2
1043,77698,-116.275,44.975,2,1,ID,Bio-power,ST-RC,2
1047,77757,-110.425,39.525,2,2,UT,Coal,ST-RC,2
1055,77977,-69.625,44.675,1,1,ME,Bio-power,ST-OT,2
1069,78293,-72.075,44.225,2,1,VT,Bio-power,ST-RC,2
1070,78306,-113.625,42.575,5,3,ID,Gas,CC-RC,2
1077,405319,-122.075,37.625,5,3,CA,Gas,CC-RC,2
1081,587571,-123.125,46.175,5,3,OR,Gas,CC-RC,2
1101,588093,-95.625,45.325,2,1,MN,Bio-power,ST-RC,2
1103,588164,-109.275,34.125,2,1,AZ,Bio-power,ST-RC,2
1120,632007,-111.775,40.325,5,3,UT,Gas,CC-RC,2
1128,735714,-105.475,44.425,2,2,WY,Coal,ST-RC,2
1129,737634,-110.075,34.525,2,1,AZ,Bio-power,ST-RC,2
1130,746556,-112.225,40.725,2,2,UT,Coal,ST-RC,2
1147,891923,-71.175,44.475,2,1,NH,Bio-power,ST-RC,2
1157,1134407,-115.425,35.825,2,5,NV,Oil,ST-RC,2
1159,1144030,-122.425,47.275,2,1,WA,Bio-power,ST-RC,2
1166,1319175,-101.725,46.825,2,5,ND,Oil,ST-RC,2
1170,1573104,-104.725,41.125,5,3,WY,Gas,CC-RC,2
