,place,lon,lat,cooling,fuel,state,f,c,idc
4,1309,-91.125,30.225,1,5,LA,Oil,ST-OT,4
6,1312,-90.525,30.025,1,5,LA,Oil,ST-OT,4
7,1313,-90.125,29.925,5,3,LA,Gas,CC-RC,4
8,1313,-90.125,29.925,1,5,LA,Oil,ST-OT,4
9,1314,-92.075,32.775,5,3,LA,Gas,CC-RC,4
52,1378,-95.975,36.025,2,5,OK,Oil,ST-RC,4
54,1382,-88.725,32.275,2,5,MS,Oil,ST-RC,4
60,1386,-90.175,32.275,2,5,MS,Oil,ST-RC,4
82,1411,-115.075,36.075,5,3,NV,Gas,CC-RC,4
108,1475,-78.025,35.375,5,3,NC,Gas,CC-RC,4
109,1477,-79.075,36.475,2,2,NC,Coal,ST-RC,4
110,1478,-77.975,34.275,5,3,NC,Gas,CC-RC,4
111,1480,-81.025,35.175,2,2,NC,Coal,ST-RC,4
113,1482,-81.775,35.225,2,2,NC,Coal,ST-RC,4
132,1514,-97.175,35.525,2,5,OK,Oil,ST-RC,4
133,1514,-97.175,35.525,5,3,OK,Gas,CC-RC,4
134,1515,-95.275,35.775,2,2,OK,Coal,ST-RC,4
136,1517,-96.725,34.975,2,5,OK,Oil,ST-RC,4
138,1520,-96.025,36.125,2,5,OK,Oil,ST-RC,4
158,1561,-80.175,34.425,2,4,SC,Nuclear,ST-RC,4
159,1562,-82.425,34.575,2,5,SC,Oil,ST-RC,4
160,1567,-81.925,33.425,4,3,SC,Gas,CC-OT,4
161,1567,-81.925,33.425,1,5,SC,Oil,ST-OT,4
162,1567,-81.925,33.425,1,2,SC,Coal,ST-OT,4
163,1568,-80.625,33.825,1,2,SC,Coal,ST-OT,4
164,1568,-80.625,33.825,2,2,SC,Coal,ST-RC,4
171,1578,-87.975,36.025,1,2,TN,Coal,ST-OT,4
175,1589,-96.575,32.825,2,5,TX,Oil,ST-RC,4
176,1590,-96.925,32.725,2,5,TX,Oil,ST-RC,4
186,1605,-94.675,32.325,2,5,TX,Oil,ST-RC,4
187,1606,-94.725,32.925,2,5,TX,Oil,ST-RC,4
188,1607,-94.525,32.825,2,5,TX,Oil,ST-RC,4
193,1615,-97.225,32.725,2,5,TX,Oil,ST-RC,4
196,1624,-96.125,32.125,2,5,TX,Oil,ST-RC,4
204,1652,-78.275,37.725,1,5,VA,Oil,ST-OT,4
205,1652,-78.275,37.725,1,2,VA,Coal,ST-OT,4
206,1653,-77.375,37.375,1,2,VA,Coal,ST-OT,4
207,1653,-77.375,37.375,4,3,VA,Gas,CC-OT,4
228,1688,-96.125,33.175,2,5,TX,Oil,ST-RC,4
230,1690,-97.125,33.225,2,5,TX,Oil,ST-RC,4
234,1700,-92.125,34.425,2,2,AR,Coal,ST-RC,4
250,1715,-84.925,33.425,2,2,GA,Coal,ST-RC,4
251,1716,-91.375,30.725,2,2,LA,Coal,ST-RC,4
252,1716,-91.375,30.725,2,5,LA,Oil,ST-RC,4
253,1716,-91.375,30.725,1,2,LA,Coal,ST-OT,4
257,1720,-96.125,39.175,2,2,KS,Coal,ST-RC,4
272,1735,-105.475,44.275,3,2,WY,Coal,ST-DC,4
280,1743,-94.825,33.075,2,2,TX,Coal,ST-RC,4
281,1744,-94.525,32.275,2,2,TX,Coal,ST-RC,4
300,1765,-79.375,33.225,2,2,SC,Coal,ST-RC,4
303,1768,-83.825,33.075,2,2,GA,Coal,ST-RC,4
309,1776,-91.425,35.675,2,2,AR,Coal,ST-RC,4
314,1781,-89.625,36.875,2,2,MO,Coal,ST-RC,4
315,1782,-95.325,33.975,2,2,OK,Coal,ST-RC,4
316,1783,-87.125,37.425,2,2,KY,Coal,ST-RC,4
327,1798,-105.375,44.275,3,2,WY,Coal,ST-DC,4
332,1809,-94.475,32.475,2,2,TX,Coal,ST-RC,4
336,1821,-91.125,33.375,2,5,MS,Oil,ST-RC,4
337,1822,-90.575,30.025,1,5,LA,Oil,ST-OT,4
338,1823,-98.325,34.525,5,3,OK,Gas,CC-RC,4
340,1826,-111.775,33.325,5,3,AZ,Gas,CC-RC,4
356,1880,-118.425,33.925,5,3,CA,Gas,CC-RC,4
362,1895,-77.175,37.325,2,2,VA,Coal,ST-RC,4
363,1896,-77.975,33.925,2,1,NC,Bio-power,ST-RC,4
365,1898,-77.725,35.975,2,2,NC,Coal,ST-RC,4
371,1911,-77.225,37.325,5,3,VA,Gas,CC-RC,4
372,1914,-94.625,35.175,2,2,OK,Coal,ST-RC,4
390,1947,-95.575,33.725,5,3,TX,Gas,CC-RC,4
392,1951,-98.575,33.875,5,3,TX,Gas,CC-RC,4
397,1961,-118.225,33.825,5,3,CA,Gas,CC-RC,4
407,1983,-77.675,36.475,5,3,NC,Gas,CC-RC,4
408,1984,-97.625,35.425,5,3,OK,Gas,CC-RC,4
416,2002,-79.525,34.125,2,1,SC,Bio-power,ST-RC,4
427,2021,-77.425,37.775,5,3,VA,Gas,CC-RC,4
431,2035,-101.425,32.275,5,3,TX,Gas,CC-RC,4
