2,1144030
5,1397
1,1593
1,1546
1,73422
4,74637
0,2080
1,1960
5,72779
4,2210
5,1941
0,2056
5,2086
5,1721
4,1313
0,72749
2,1648
2,77698
5,76489
1,73488
0,1596
4,77218
0,1602
1,1723
5,2050
5,73844
5,2448
2,77030
1,1408
4,2049
1,75666
4,2168
2,74698
2,1370
3,1481
5,1980
1,1362
5,1803
0,587788
2,74417
5,2399
0,1687
1,75016
1,2263
5,2076
1,1757
0,1722
0,2004
1,2433
4,2264
4,1515
2,2111
1,2120
5,1937
5,1742
1,73701
1,587651
2,2253
1,2193
5,72862
4,1961
5,1338
4,75155
4,1716
4,1782
0,2123
4,77935
5,1336
1,1609
2,1871
1,2307
1,1427
5,1539
4,1478
5,385617
1,76730
1,1794
0,1793
4,2446
2,76650
0,75123
2,74618
4,2104
4,587613
4,73770
3,1755
1,1610
4,2171
0,1173151
0,2133
4,1568
2,76239
2,77565
5,2007
4,72973
5,1939
5,73636
5,77670
5,1400
3,1739
1,2271
5,2155
5,1968
5,2468
1,626314
1,2070
1,2167
5,2465
0,78177
0,76312
5,1656
4,1475
4,77489
5,1761
4,2179
1,1725
1,1924
2,746556
0,73184
4,76451
4,73622
3,840309
1,75890
5,1637
4,2467
5,1585142
1,72783
5,2416
3,76681
2,1417
1,1767
4,76097
1,76339
5,1665
1,587518
5,77581
1,72820
1,1831
2,73813
2,1828
5,2407
5,875399
5,2383
4,2081
4,2308
4,1589
5,1758
5,1497
0,77938
4,75977
3,74674
4,72929
2,2321
5,1533
1,587938
0,2203
1,74075
2,72813
5,1709
3,1641
2,1414
3,72793
0,1948
5,1766
0,748853
4,72931
4,1896
1,1737
1,73776
1,76912
4,77002
3,75205
5,2110
4,74413
3,1752
1,2267
1,75075
5,1838
5,73982
1,75820
1,77043
2,1832
4,606975
1,1406
0,2241
0,883352
2,1764
5,2466
0,587898
3,2375
2,1833
4,1947
3,1636
1,72775
4,2421
5,2400
4,1898
4,1690
1,1534
0,78044
1,76444
4,2223
2,2127
0,77622
4,2145
4,1652
3,1584122
5,2044
3,2240
2,73408
1,2401
4,75131
5,1770
1,75599
4,1914
5,2213
2,1441
1,2169
5,75003
1,74349
1,1680849
2,75962
4,77295
3,1575
3,2414
2,75068
4,1517
1,76901
1,77331
4,1133698
2,78293
2,1374
4,74986
4,77296
1,1394
0,2148
2,588093
3,1777
3,1574
1,1878
2,1486
1,75426
5,1393
5,73485
1,1675
0,1763
0,732898
0,1319
5,632209
1,2430
1,1940
1,73863
1,2090
5,2020
1,1736
1,2273
5,74763
2,77144
1,2238
4,75304
0,72914
1,1689
2,1489
0,2359
5,2459
2,2320
1,1528
1,2160
2,1748
3,820019
1,1998
4,1826
4,587996
1,850144
5,1741
0,2260
4,1688
1,1523
0,1308
4,73618
3,1320
1,1814
1,75378
4,2376
1,1376
4,77243
4,76847
1,73155
3,1334
2,2315
5,911906
4,1312
4,2266
1,2088
3,2361
3,1619
2,632007
4,1743
4,77674
4,73772
4,1520
4,2242
2,2251
1,73702
5,1492
1,73511
2,2062
2,77364
5,2454
1,1611
5,676259
5,73855
1,2072
5,1329
1,2239
1,2322
4,1615
5,1428
3,1594
0,2358
3,1307
2,1751
1,75585
5,1775
1,2073
0,2353
0,1744511
2,1771
0,1713
5,2305
5,1660
4,1653
5,2439
5,75722
2,891923
5,1531
1,1936
4,2035
5,74984
1,2405
5,75937
4,1776
0,2207
1,1360
3,751356
3,1519
0,1957
1,1995460
3,1383
5,2384
4,74888
3,1787
0,1789
3,1997368
1,404924
0,1714
1,1445
5,2398
5,2382
5,73718
5,77627
1,587650
5,2332
1,74479
1,1910
1,2306
2,2319
4,1567
1,76598
5,76017
5,75157
4,72955
3,75127
2,75061
3,2289
0,1945
4,2246
4,76098
3,1598
5,78103
1,2115
0,2026
5,1573
1,609597
0,2030
5,75325
3,1971
2,74132
0,76321
5,1327
5,73869
0,1926
1,1433
2,737634
0,2057
5,2083
4,2154
5,1699
4,1700
4,76269
5,76997
4,587567
4,1823
1,77580
5,1339
3,1324
1,1657
4,75132
3,613373
2,1405
2,74466
0,78060
1,2013
5,76800
1,73093
4,2272
1,75143
5,1522
3,77820
1,1471
5,1649
1,1541
1,1731
1,76186
2,73519
4,2200
5,1398
1,74169
1,1375
0,1915
1,2074
1,1437
5,1892
1,2330
2,74695
1,74871
1,77141
1,2393
4,77105
0,2281
0,2363
4,77769
4,1983
4,1821
1,1545
4,1809
3,1367
1,1733
0,2118
1,73215
3,1762
4,1765
0,1931
1,632045
0,2364
1,1835
0,1978
1,2445
5,587835
2,74237
5,1124417
2,2457
0,1987
5,72730
1,1412
0,76169
4,77879
4,2113
3,1785
2,73458
4,1411
1,2039
2,1415
4,2243
0,2345
4,2021
1,1436
5,76663
4,73669
5,2427
1,1512
4,2178
2,1718
1,1706
1,1559
1,1467
5,1444
5,1959
4,78314
1,1989
5,1712
3,72951
0,76857
5,74208
1,76389
4,606380
5,2333
1,1358974
2,735714
5,2053
0,2159
3,72780
5,1877
2,1134407
5,73271
5,72748
4,77052
2,73276
3,75878
3,2371
3,385643
3,1603
4,1984
1,385508
0,76675
0,2365
2,1418
5,1920
4,2112
1,73098
0,2078
2,2048
4,76252
1,76702
5,1439
1,1874
5,1703
5,2390
5,2453
3,73358
2,74939
4,74298
1,2325
5,73309
4,73473
5,73447
3,1773
5,1664
2,2262
4,2041
1,587800
5,2214
5,76732
1,1891
1,72728
5,1727
5,75882
4,2176
1,1550
5,76270
3,2244
2,2318
5,76374
1,588165
2,1719
2,74761
0,2341
0,1956
5,1788
4,1720
1,77148
4,2040
5,2425
5,74690
5,76842
0,78220
5,1749
3,2372
2,1361
3,2350
5,1337
4,2046
0,2135
1,2071
1,1778
4,77328
4,74510
4,2274
1,1389
2,77365
4,73667
4,74166
4,1309
1,74573
5,75260
0,76989
1,75180
3,2396
1,76922
0,2140
4,2122
5,76899
0,2019
3,1698
4,1123030
4,2277
4,75668
2,78306
1,1729
1,74708
1,74428
3,2257
5,2464
3,77749
5,884383
5,1732
1,1504
2,1681
5,1399
0,2152
0,1521
4,1783
2,77977
1,2417
2,1930
5,2000
0,2121
4,1822
5,73480
